,x,y,type,side,board,comp_idx
0,400.5,20.5,1,0,0,[0]
1,379.77,17.315,0,0,0,"[478, 358, 591, 427, 132]"
2,397.805,49.8,0,0,0,"[345, 548, 79]"
3,356.63,68.215,0,0,0,"[479, 299, 170, 13, 521]"
4,349.5,108.355,0,0,0,"[74, 31, 137, 113, 507, 46]"
5,315.95,82.765,0,0,0,"[321, 315]"
6,317.635,48.415,0,0,0,"[136, 289, 179]"
7,336.695,14.295,0,0,0,"[272, 55, 260]"
8,307.595,10.91,0,0,0,"[587, 282, 370]"
9,280.76,40.215,0,0,0,"[27, 155, 56, 568]"
10,245.11,29.59,0,0,0,"[223, 94, 606, 51, 517, 577, 395]"
11,212.05,16.59,0,0,0,"[504, 485]"
12,165.845,17.235,0,0,0,"[596, 566, 111]"
13,177.065,34.87,0,0,0,"[518, 106, 131, 624, 271]"
14,186.01,79.275,0,0,0,"[357, 194, 284]"
15,214.485,56.19,0,0,0,[585]
16,235.55,68.825,0,0,0,"[151, 252, 110, 219, 376]"
17,230.115,95.855,0,0,0,"[590, 12, 536, 331, 147]"
18,266.87,79.41,0,0,0,"[322, 208, 143, 333, 139, 199, 557, 514, 177, 182]"
19,267.305,110.035,0,0,0,"[166, 162, 392, 70, 225, 95, 1, 460, 396, 307]"
20,236.985,128.13,0,0,0,"[140, 120, 550, 202, 364]"
21,206.145,131.325,0,0,0,"[469, 622, 555]"
22,176.005,136.36,0,0,0,"[402, 38, 589, 614, 564]"
23,194.81,176.66,0,0,0,"[526, 285, 593, 452]"
24,204.435,214.56,0,0,0,"[119, 204, 337, 426, 382, 561, 334]"
25,239.25,211.415,0,0,0,"[542, 108, 277, 545, 385, 458]"
26,227.755,178.155,0,0,0,"[461, 562, 226, 34]"
27,252.385,161.215,0,0,0,"[134, 455, 40]"
28,278.005,186.455,0,0,0,"[373, 99, 63, 186, 552, 68, 288]"
29,283.66,143.735,0,0,0,"[429, 207, 598, 59, 388]"
30,323.105,134.32,0,0,0,"[371, 314]"
31,316.725,171.125,0,0,0,"[180, 412, 619, 468]"
32,318.685,206.125,0,0,0,"[191, 88, 174, 205, 268]"
33,332.92,227.745,0,0,0,"[126, 103, 163, 86, 303, 220, 419]"
34,340.36,262.765,0,0,0,"[209, 189, 363, 84, 25, 421]"
35,305.535,267.87,0,0,0,"[313, 116, 523, 213, 249, 327, 367]"
36,294.89,241.345,0,0,0,"[563, 232, 265, 243, 487, 530, 431]"
37,261.49,250.655,0,0,0,"[380, 475, 283]"
38,269.635,275.76,0,0,0,"[297, 214, 144, 264, 471]"
39,239.085,268.185,0,0,0,"[157, 368, 65, 21, 280]"
40,207.875,260.09,0,0,0,"[24, 570, 342, 451]"
41,207.08,297.265,0,0,0,"[227, 441, 141, 296, 52]"
42,204.085,326.07,0,0,0,"[378, 422, 503, 308]"
43,187.275,345.92,0,0,0,"[294, 616, 538, 446, 93]"
44,169.775,369.655,0,0,0,"[262, 234, 178, 506, 465, 248, 8, 107, 276, 546]"
45,124.98,344.0,0,0,0,"[138, 98, 540, 505]"
46,106.625,327.23,0,0,0,[123]
47,142.305,315.795,0,0,0,"[499, 560, 228, 473]"
48,156.52,300.705,0,0,0,"[551, 263, 306]"
49,166.05,267.29,0,0,0,"[608, 581, 49, 389, 602, 486]"
50,157.095,237.325,0,0,0,"[462, 343, 341, 625, 379, 222, 85, 631, 121, 584, 301]"
51,163.335,209.37,0,0,0,"[438, 11, 16, 175]"
52,159.695,195.785,0,0,0,"[129, 501, 231, 352, 612, 620, 7, 457]"
53,138.11,159.77,0,0,0,"[336, 203, 318, 510, 470, 351, 361]"
54,128.395,118.915,0,0,0,"[609, 440, 626, 161]"
55,96.365,112.16,0,0,0,"[350, 77, 445, 576]"
56,95.005,145.56,0,0,0,"[407, 529]"
57,92.985,188.32,0,0,0,"[20, 365, 270]"
58,115.71,204.05,0,0,0,"[418, 374]"
59,117.3,237.42,0,0,0,"[565, 239, 246, 535, 237, 274, 442, 326, 171, 5, 621]"
60,119.385,277.775,0,0,0,"[559, 484, 309]"
61,78.29,255.73,0,0,0,"[81, 332, 372, 190, 586, 353, 130, 236, 449, 369]"
62,75.895,226.125,0,0,0,"[592, 156, 482, 244, 627, 632, 312]"
63,60.155,186.0,0,0,0,"[456, 293, 201, 292, 472, 355]"
64,56.355,148.885,0,0,0,"[83, 594, 15, 43, 393, 26, 354, 319, 60, 493]"
65,53.73,106.27,0,0,0,"[398, 580, 425, 229, 415, 600]"
66,63.09,64.31,0,0,0,"[527, 233, 48, 73, 447, 423]"
67,106.19,76.475,0,0,0,"[320, 241, 623, 22]"
68,138.015,76.105,0,0,0,"[537, 494, 573, 254, 267]"
69,120.34,38.375,0,0,0,"[17, 539, 57, 489]"
70,121.44,11.52,0,0,0,"[279, 316, 362, 75, 404]"
71,88.3,17.315,0,0,0,"[408, 148, 579]"
72,49.405,27.5,0,0,0,"[578, 335, 436, 344, 629]"
73,6.61499,15.325,0,0,0,"[105, 250, 502]"
74,16.305,50.125,0,0,0,"[238, 72, 339, 481, 133, 483]"
75,19.525,88.995,0,0,0,"[433, 242, 184, 571, 391, 417, 212, 549]"
76,19.615,136.315,0,0,0,"[215, 287, 217, 524, 101, 346, 405, 439, 117, 359, 44]"
77,17.03,164.6,0,0,0,"[197, 206, 64, 605, 35, 328, 96]"
78,18.255,190.89,0,0,0,"[6, 100, 188, 603]"
79,8.59,212.485,0,0,0,"[329, 424, 434]"
80,39.025,238.05,0,0,0,"[71, 304, 261, 298, 387, 416, 349, 492, 173, 394, 257]"
81,19.8,260.75,0,0,0,"[224, 104, 230, 488, 61]"
82,58.865,278.83,0,0,0,"[467, 176, 360, 497, 305, 444, 54]"
83,82.965,312.73,0,0,0,"[543, 256, 401]"
84,67.545,330.925,0,0,0,"[512, 583, 572, 534]"
85,46.115,346.785,0,0,0,"[628, 474, 19, 14]"
86,15.605,304.89,0,0,0,"[386, 146, 69, 356, 541, 569, 91]"
87,16.95,361.655,0,0,0,"[18, 448, 211]"
88,13.42,403.515,0,0,0,"[183, 251, 390]"
89,59.855,388.485,0,0,0,"[515, 531, 611, 466, 383]"
90,97.875,389.415,0,0,0,"[477, 269, 607, 575, 528]"
91,138.96,397.5,0,0,0,"[437, 200, 459, 595, 97, 420, 29, 210]"
92,179.165,404.315,0,0,0,"[128, 150, 247, 340, 300]"
93,202.645,390.175,0,0,0,"[278, 168, 80, 599]"
94,234.12,388.665,0,0,0,"[149, 152, 258, 558, 259, 112, 153]"
95,256.685,398.705,0,0,0,"[92, 159, 330, 115, 403]"
96,306.19,397.73,0,0,0,"[124, 53, 430, 533, 338, 432]"
97,315.085,358.635,0,0,0,"[164, 114, 181, 366, 411, 443, 169, 281, 165, 610, 10, 454]"
98,282.315,358.06,0,0,0,"[160, 158, 567]"
99,229.46,357.065,0,0,0,"[76, 324, 547, 3, 62, 348, 618, 347]"
100,249.555,314.485,0,0,0,"[42, 58, 384, 89, 601, 127]"
101,289.24,306.255,0,0,0,"[554, 302, 480, 323, 47]"
102,338.955,317.285,0,0,0,"[435, 525, 253]"
103,351.785,338.815,0,0,0,"[286, 413, 520, 255, 509, 381, 400, 406, 193]"
104,347.37,380.415,0,0,0,"[399, 102, 553, 32, 498, 588, 617, 195, 275, 495, 185]"
105,357.395,395.765,0,0,0,"[66, 409, 167, 516, 118, 145, 87, 310]"
106,399.71,399.535,0,0,0,"[410, 544, 450, 50, 154, 375, 109, 216, 397, 196]"
107,389.785,374.16,0,0,0,"[4, 522, 172, 30, 33, 125, 597, 218, 240, 532, 311]"
108,386.905,347.42,0,0,0,"[476, 142, 290, 39, 511, 490, 464, 496, 574, 78]"
109,397.605,307.92,0,0,0,"[513, 508, 235, 266, 67, 325]"
110,377.35,265.84,0,0,0,"[122, 9, 192, 2]"
111,376.155,232.025,0,0,0,"[317, 613, 414, 428, 295]"
112,397.555,198.535,0,0,0,"[41, 453, 187, 500, 519]"
113,363.765,183.61,0,0,0,"[273, 37, 245, 604]"
114,356.33,147.78,0,0,0,"[615, 135, 630, 90, 582, 45]"
115,397.785,129.47,0,0,0,"[198, 377, 82, 36, 23, 28]"
116,397.5,166.35,0,0,0,"[463, 221, 491, 556, 291]"
