,x,y,type,side,board,comp_idx
0,88.31,19.5,1,0,0,[0]
1,75.96,19.67,0,0,0,"[104, 10, 98, 73, 81, 41, 75, 38, 29, 40, 108, 109, 105, 87]"
2,74.9,45.76,0,0,0,"[64, 72, 61, 59, 5, 1, 69, 2]"
3,78.115,81.345,0,0,0,"[7, 36, 34, 42, 55, 18, 17, 63, 49]"
4,46.96,75.895,0,0,0,"[27, 76, 16, 84, 57, 107, 97, 85, 95, 86, 37, 74]"
5,44.55,51.05,0,0,0,"[21, 91, 83, 88, 35, 96, 100, 47, 90]"
6,45.3,18.135,0,0,0,"[9, 11, 4, 6, 66, 68, 79, 24, 93, 19, 22]"
7,19.49,18.43,0,0,0,"[25, 28, 32, 67, 26, 94, 60, 78, 39, 89, 56, 44, 111, 43, 12, 77, 31, 13, 62, 58, 54, 50]"
8,13.485,50.655,0,0,0,"[101, 30, 48, 23, 110, 82, 45, 106, 8]"
9,18.645,83.97,0,0,0,"[80, 52, 65, 51, 102, 99, 53, 103, 14, 33, 20, 3, 46, 15, 92, 70, 71]"
