,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,253.16,8.5,2,0,0,[0]
1,1,217.715,29.52,0,0,0,"[66, 211, 11, 92, 36, 254, 136, 95, 117, 167, 222, 69, 91, 139, 50, 111]"
2,2,237.14,81.85,0,0,0,"[29, 121, 13, 132, 263, 101, 127]"
3,3,217.29,90.835,0,0,0,"[268, 250, 177, 193, 249]"
4,4,217.155,132.055,0,0,0,"[186, 256, 179, 56, 140, 155, 4, 87]"
5,5,183.37,157.925,0,0,0,"[161, 116, 189, 185, 174, 135, 236]"
6,6,163.425,122.84,0,0,0,"[76, 164, 141, 202, 209, 19]"
7,7,163.31,83.135,0,0,0,"[170, 86, 138, 71, 120, 131, 129, 259, 47, 115, 35, 187]"
8,8,166.83,29.365,0,0,0,"[64, 180, 201, 231, 6, 67, 119, 23, 130, 273, 212]"
9,9,121.485,28.815,0,0,0,"[72, 28, 181, 178, 31, 43, 118, 24, 122]"
10,10,75.92,30.01,0,0,0,"[220, 89, 133, 169, 162, 204, 195]"
11,11,28.815,27.59,0,0,0,"[255, 274, 1, 210, 230, 103, 68, 77, 152]"
12,12,29.755,90.11,0,0,0,"[38, 75, 128, 239, 59, 114, 260, 97, 90, 12]"
13,13,26.285,139.165,0,0,0,"[145, 163, 218, 142, 81, 108]"
14,14,73.215,137.095,0,0,0,"[153, 237, 168, 275, 258, 234, 183, 159, 27, 32, 48]"
15,15,81.875,88.705,0,0,0,"[269, 30, 41, 191, 208, 51, 166, 137]"
16,16,110.965,110.55,0,0,0,"[82, 247, 33, 83, 266]"
17,17,129.125,168.885,0,0,0,"[21, 182, 157, 241, 79, 198, 80, 65, 7, 217, 151, 123]"
18,18,71.665,183.73,0,0,0,"[203, 54, 252, 73, 60, 216]"
19,19,27.44,197.23,0,0,0,"[96, 158, 109, 160, 213, 16, 172, 206, 219, 156, 265]"
20,20,37.405,248.255,0,0,0,"[149, 58, 52, 184, 45, 190, 63, 200, 42]"
21,21,27.135,305.97,0,0,0,"[205, 55, 270, 264, 22, 261, 243, 10, 57, 34, 98]"
22,22,74.27,316.38,0,0,0,"[225, 267, 40, 245, 150, 173, 251, 235]"
23,23,129.49,326.02,0,0,0,"[253, 110, 62, 215, 154, 49]"
24,24,166.5,326.88,0,0,0,"[106, 125, 165, 84, 2, 233, 134, 93]"
25,25,235.885,317.365,0,0,0,"[226, 240, 3, 104, 271, 88, 197]"
26,26,222.265,256.665,0,0,0,"[232, 124, 37, 248, 229, 85, 70, 99, 126]"
27,27,181.375,268.085,0,0,0,"[221, 199, 25, 100, 223, 244, 9, 224, 20]"
28,28,135.855,268.075,0,0,0,"[26, 192, 143, 107, 148, 39, 146, 196, 272, 44]"
29,29,85.29,266.83,0,0,0,"[102, 94, 78, 15, 74, 147]"
30,30,101.585,222.11,0,0,0,"[188, 8, 214, 112, 228]"
31,31,140.13,221.86,0,0,0,"[262, 194, 207]"
32,32,178.175,208.23,0,0,0,"[61, 176, 105, 17, 238, 53, 113, 14, 242, 171, 18]"
33,33,229.545,192.05,0,0,0,"[5, 257, 144, 246, 175, 46, 227]"
