,x,y,type,side,board,comp_idx
0,17.5,266.0,1,0,0,[0]
1,29.33,233.53,0,0,0,"[212, 129, 253, 196, 98, 180, 82, 318, 224, 239, 207, 85, 50, 27, 81, 349, 274, 371, 78, 119, 107, 75, 326, 324, 284, 288, 263, 335]"
2,22.895,176.725,0,0,0,"[166, 171, 125, 232, 278, 265, 219, 249, 235, 214, 389, 241, 254, 57, 68, 238, 29, 294, 197, 151, 145]"
3,22.8,133.7,0,0,0,"[181, 36, 226, 156, 157, 251, 343, 92, 83, 338, 185, 330, 160]"
4,27.265,88.485,0,0,0,"[352, 117, 115, 323, 367, 24, 199, 169, 132, 41, 271, 187, 103, 26, 8, 136, 383, 229, 124, 273, 147, 321]"
5,26.35,26.67,0,0,0,"[95, 58, 339, 355, 183, 310, 6, 135]"
6,85.74,30.05,0,0,0,"[202, 257, 375, 79, 346, 20, 332, 217, 39, 69]"
7,99.915,81.96,0,0,0,"[308, 345, 240, 259, 87, 64, 53, 363, 218, 188, 275, 357, 38, 242]"
8,77.09,132.035,0,0,0,"[10, 390, 358, 285, 177, 11, 303, 144, 5]"
9,78.345,186.515,0,0,0,"[348, 387, 245, 380, 130, 45, 370, 243, 328, 9]"
10,86.3,236.42,0,0,0,"[3, 133, 298, 167, 362, 66, 223, 186, 194, 255, 246, 12]"
11,128.775,249.25,0,0,0,"[262, 65, 378, 59, 56, 175, 163, 296, 269]"
12,164.625,235.6,0,0,0,"[101, 152, 165, 99, 311, 126, 344, 301]"
13,131.095,190.39,0,0,0,"[168, 277, 32, 307, 137, 256, 77]"
14,184.17,191.16,0,0,0,[333]
15,217.475,177.14,0,0,0,"[143, 331, 23, 236, 295, 61, 54, 30, 329, 112, 97, 306, 266, 149, 148, 351, 116, 60, 281, 141, 21, 267, 312, 385, 374, 359, 193, 354, 63, 138, 289, 361, 40, 15]"
16,209.905,128.89,0,0,0,"[28, 155, 72, 102, 299, 203, 164, 279, 191, 247, 302, 17]"
17,167.975,129.685,0,0,0,"[347, 272, 131, 96]"
18,134.17,121.615,0,0,0,"[313, 154, 179, 316, 198, 4]"
19,159.465,77.375,0,0,0,"[237, 369, 231, 221, 2, 244, 366, 44, 290, 173, 55, 222, 364, 1, 176, 213, 37, 91, 208]"
20,150.175,28.24,0,0,0,"[386, 161, 49, 46, 25, 172, 162, 18, 234, 300, 319, 258, 379, 309, 233, 365]"
21,209.59,29.92,0,0,0,"[110, 270, 35, 120, 204, 127, 356, 292, 121, 139, 291, 184, 134, 282, 88, 84, 248, 209, 264, 320, 336, 89, 250, 287]"
22,216.035,78.925,0,0,0,"[153, 33, 118, 48, 190, 146, 174, 170, 16, 220, 216, 90, 122, 360]"
23,270.02,28.855,0,0,0,"[109, 7, 261, 315, 104, 322, 304, 368, 280, 62, 52, 211, 230, 317, 206, 201, 342, 305, 80, 276, 376]"
24,272.205,89.86,0,0,0,"[22, 106, 182, 43, 327, 128, 13, 215, 142, 268, 93, 372, 195]"
25,260.29,127.67,0,0,0,"[260, 113, 74, 150, 192, 384, 205, 47, 227, 293, 210, 228]"
26,262.595,168.815,0,0,0,"[283, 388, 314, 286, 111, 381, 373, 86, 34, 31, 123, 252, 159]"
27,266.955,239.1,0,0,0,"[14, 140, 73, 70, 297, 200]"
28,210.06,238.045,0,0,0,"[225, 341, 325, 42, 100, 108, 178, 71, 350, 340, 337, 67, 382, 158, 114, 377, 19, 189, 94, 105, 51, 76, 353, 334]"
