,tl_x,tl_y,br_x,br_y,type,side,step,time
0,603.00,15.00,608.00,20.00,2,0,0,0.25
1,214.41,266.40,215.55,268.12,1,0,0,0.02
2,109.74,87.37,110.80,87.87,0,0,0,0.007
3,266.35,153.04,267.97,156.21,0,0,0,0.061
4,153.91,243.34,158.45,246.54,0,0,1,0.155
5,434.08,0.00,437.31,4.53,0,0,0,0.16
6,23.22,12.62,30.22,13.87,0,0,0,0.091
7,90.87,110.30,141.17,143.71,0,0,0,16.903
8,580.61,70.32,589.88,81.75,0,0,0,1.094
9,463.54,54.86,465.51,56.10,0,1,0,0.028
10,61.79,128.26,62.37,129.30,0,1,0,0.009
11,570.08,180.77,573.26,182.41,0,0,0,0.057
12,286.09,121.01,295.71,122.04,0,0,0,0.102
13,410.57,230.20,414.06,234.00,0,0,1,0.144
14,386.71,0.00,387.21,1.07,0,0,0,0.009
15,390.48,80.91,428.40,152.49,0,0,1,27.361
16,178.69,213.82,181.63,215.74,0,1,1,0.062
17,429.59,40.05,431.21,43.25,0,0,0,0.061
18,440.05,180.74,441.06,188.42,0,1,1,0.101
19,230.92,190.44,233.00,191.66,0,0,0,0.029
20,210.04,41.84,215.07,47.58,0,0,0,0.306
21,110.61,150.84,112.30,153.98,0,1,0,0.062
22,410.29,250.73,416.81,258.78,0,1,0,0.549
23,464.19,84.08,469.40,92.31,0,0,0,0.453
24,486.57,236.14,489.47,237.41,0,1,0,0.041
25,40.72,45.24,41.77,45.74,0,0,0,0.007
26,293.45,113.91,299.16,118.90,0,0,0,0.3
27,80.79,40.22,122.29,60.24,0,0,0,8.366
28,369.39,79.52,370.99,80.22,0,0,0,0.013
29,230.23,200.53,238.27,206.99,0,0,1,0.539
30,360.26,10.79,364.84,14.08,0,0,0,0.161
31,260.53,170.20,262.45,171.42,0,0,0,0.027
32,461.21,244.59,462.40,246.57,0,1,0,0.03
33,123.34,89.52,125.35,90.69,0,0,0,0.027
34,421.93,244.51,425.01,253.66,0,0,0,0.309
35,82.99,82.81,85.58,84.05,0,0,0,0.036
36,222.95,200.71,224.48,203.96,0,0,0,0.059
37,450.88,240.27,459.20,245.86,0,0,0,0.482
38,28.13,20.92,33.08,26.62,0,0,0,0.299
39,490.59,140.45,555.85,204.67,0,0,1,42.103
40,83.56,128.24,86.73,129.86,0,0,0,0.056
41,244.81,190.33,250.44,195.28,0,0,0,0.294
42,128.66,249.32,131.10,252.51,0,0,1,0.087
43,388.51,87.00,389.28,88.55,0,0,0,0.017
44,150.98,80.59,151.72,82.25,0,1,0,0.017
45,210.37,100.94,250.73,131.82,0,0,0,12.556
46,68.23,55.53,69.81,56.24,0,0,0,0.013
47,450.27,100.43,486.23,167.48,0,0,1,24.316
48,516.58,266.68,517.76,270.41,0,0,0,0.055
49,94.89,166.55,97.99,168.06,0,0,0,0.051
50,138.95,213.75,143.50,216.87,0,0,1,0.151
51,50.43,44.33,51.16,45.87,0,0,0,0.016
