,x,y,type,side,board,comp_idx
0,219.85,206.85,1,0,0,[0]
1,217.575,201.325,0,0,0,"[13, 112, 256, 152, 375, 70, 100, 15, 73, 268]"
2,215.47,151.86,0,0,0,"[194, 172, 238, 203, 325, 106, 396, 206, 131, 346]"
3,222.36,109.55,0,0,0,"[88, 248, 99, 340, 18, 110, 121, 178, 60, 417, 59]"
4,225.365,64.78,0,0,0,"[47, 265, 56, 326, 420, 193, 288, 164, 241, 61, 218, 37, 170, 402, 138, 355, 322, 34, 369, 44]"
5,214.79,24.505,0,0,0,"[114, 434, 85, 6, 338, 299, 65, 247, 229, 173, 111, 10, 323, 266, 11, 185, 381, 1, 439, 24, 253, 150, 199, 91, 264, 71, 45, 430, 367, 38]"
6,178.04,23.115,0,0,0,"[46, 262, 12, 270, 117, 200, 72, 317, 284, 104, 154, 201, 398, 102, 58, 310, 134, 124, 356, 363, 223, 4, 409, 209]"
7,150.13,21.45,0,0,0,"[208, 351, 365, 174, 135, 339]"
8,108.665,24.215,0,0,0,"[291, 345, 55, 32, 311, 215, 147, 246, 115]"
9,68.905,23.905,0,0,0,"[116, 169, 202, 255, 354, 331, 419, 207, 440, 197, 236, 250, 68, 103, 300, 19, 224, 395, 390, 318, 129, 301]"
10,22.255,22.385,0,0,0,"[285, 257, 143, 252, 330, 233, 145, 66, 159, 176, 127, 161, 244, 186, 214, 153, 54, 74, 226, 271, 107]"
11,23.445,63.805,0,0,0,"[333, 167, 162, 48, 132, 368, 426, 87, 278, 155, 435, 360, 51, 22]"
12,22.875,108.075,0,0,0,"[105, 16, 276, 433, 293, 403, 29]"
13,65.065,102.015,0,0,0,"[303, 296, 123, 128, 275, 259, 239, 304, 7]"
14,61.205,67.02,0,0,0,"[8, 352, 366, 249, 168, 83, 320, 370, 171, 312, 177, 314, 77, 361, 359, 336]"
15,103.24,65.64,0,0,0,"[260, 274, 120, 292, 405, 337, 80, 397, 75, 221, 148, 313, 220, 86, 30, 179, 422, 165, 97, 219, 96]"
16,114.795,111.135,0,0,0,"[139, 126, 109, 119, 384, 160, 69, 20, 122, 2, 28, 9, 245, 21, 290, 142, 302, 404, 251, 242, 25, 184]"
17,75.69,141.33,0,0,0,"[348, 81, 287, 324, 98, 307, 222, 156, 163, 392, 423]"
18,111.96,151.98,0,0,0,"[101, 198, 240, 108, 79, 342, 429, 436, 146, 89, 227, 391]"
19,143.07,148.21,0,0,0,"[230, 50, 272, 283, 385, 315, 141, 416, 125, 383, 183, 358, 234, 118, 294, 297, 90]"
20,174.665,134.945,0,0,0,"[267, 378, 27, 192, 295, 237, 372, 308, 263, 332, 281, 232]"
21,163.89,106.045,0,0,0,"[94, 23, 231, 364, 151, 57, 204, 286, 341, 347]"
22,146.175,71.075,0,0,0,"[43, 377, 62, 421, 282, 14, 414, 35, 113, 187, 175, 382, 327]"
23,175.74,65.0,0,0,0,"[52, 427, 254, 412, 437, 431, 63, 67, 289, 321, 386, 376, 26, 373, 401, 438]"
24,23.895,155.545,0,0,0,"[33, 42, 400, 196, 407, 387, 357, 182, 258]"
25,23.475,195.975,0,0,0,"[17, 350, 195, 424, 166, 394, 205, 36, 133, 279, 408, 343, 137, 210, 349, 261, 269, 213, 228]"
26,65.695,189.875,0,0,0,"[78, 149, 130, 225, 158, 157, 40, 379, 309, 319, 399, 92, 53, 243, 306]"
27,102.635,196.74,0,0,0,"[41, 425, 334, 428, 212, 353, 216, 49, 316, 335, 235, 136, 280, 344, 411, 273, 64, 31]"
28,141.675,191.105,0,0,0,"[277, 410, 211, 432, 188, 305, 144, 380, 76, 39, 82, 5, 388, 389, 95, 181]"
29,170.935,187.885,0,0,0,"[406, 328, 84, 371, 217, 189, 374, 190, 3, 191, 93, 418, 329, 140, 415, 362, 180, 393, 298, 413]"
