,tl_x,tl_y,br_x,br_y,type,time
0,234.88,2.00,239.88,7.00,2,0.25
1,125.82,230.84,126.84,231.86,0,0.010404
2,57.17,74.67,59.21,76.53,0,0.037944000000000006
3,4.10,487.00,6.68,493.34,0,0.163572
4,77.28,255.40,83.64,257.44,0,0.129744
5,100.61,480.52,104.18,481.65,0,0.040340999999999995
6,90.26,320.69,91.26,333.67,0,0.1298
7,134.12,355.71,137.31,362.37,0,0.212454
8,10.08,210.48,23.82,215.05,0,0.627918
9,238.88,303.09,240.68,314.56,0,0.20646
10,180.65,130.58,195.15,132.14,0,0.2262
11,216.16,251.05,218.81,252.14,0,0.028885
12,161.51,329.59,165.72,336.70,0,0.299331
13,220.07,460.41,221.86,468.65,0,0.14749600000000002
14,133.55,214.76,145.77,220.69,0,0.724646
15,99.77,227.56,108.86,234.62,0,0.6417539999999999
16,170.11,50.93,180.20,58.12,0,0.725471
17,90.49,300.05,91.88,301.12,0,0.014873
18,238.88,284.92,240.84,285.92,0,0.0196
19,207.42,179.05,214.46,190.00,0,0.7708799999999999
20,110.49,400.27,115.21,401.40,0,0.05333599999999999
21,212.56,319.67,219.95,322.53,0,0.21135399999999996
22,186.83,183.05,188.24,185.86,0,0.039620999999999996
23,18.79,480.40,23.46,483.12,0,0.127024
24,60.53,430.19,62.16,431.97,0,0.029013999999999998
25,33.32,487.00,35.75,488.22,0,0.029646000000000002
26,156.32,229.18,163.68,239.58,0,0.7654400000000001
27,28.04,112.63,30.21,113.82,0,0.025822999999999995
28,0.00,79.48,6.19,89.93,0,0.6468550000000001
29,190.46,330.54,204.38,331.55,0,0.140592
30,170.25,20.94,171.28,23.82,0,0.029664000000000003
31,30.93,457.05,43.30,458.96,0,0.23626699999999995
32,206.21,57.10,215.96,59.36,0,0.22034999999999996
33,237.02,278.90,244.78,282.10,0,0.24832
34,0.21,270.16,1.50,274.61,0,0.05740500000000001
35,200.08,430.79,203.70,435.40,0,0.16688200000000003
36,0.30,250.47,1.42,251.55,0,0.012096000000000003
37,145.88,153.76,152.44,168.69,0,0.979408
38,0.18,290.80,3.60,295.96,0,0.17647200000000002
39,73.29,413.27,85.07,427.64,0,1.692786
40,163.45,466.17,170.77,468.88,0,0.198372
41,154.82,126.23,164.82,127.37,0,0.11399999999999999
42,100.61,40.69,102.68,44.94,0,0.087975
43,157.36,206.45,164.16,213.35,0,0.4692
44,148.91,113.30,155.80,118.78,0,0.377572
45,80.94,490.21,90.39,498.23,0,0.7578899999999998
46,204.69,261.18,210.80,270.67,0,0.5798390000000001
47,220.28,30.49,234.37,35.45,0,0.6988639999999999
48,225.77,297.98,228.90,299.06,0,0.033804
49,210.57,0.19,222.48,4.92,0,0.563343
50,102.83,373.94,103.84,388.08,0,0.14281400000000002
51,141.31,93.07,142.36,104.76,0,0.12274499999999999
52,90.25,430.89,94.32,441.57,0,0.43467600000000006
53,180.39,487.00,182.25,488.15,0,0.02139
54,80.79,130.28,95.62,143.11,0,1.902689
55,65.77,447.22,70.85,448.25,0,0.052324
56,220.63,70.26,223.01,71.34,0,0.025704
57,40.53,220.48,54.30,226.41,0,0.816561
58,200.65,420.11,201.89,421.19,0,0.013392000000000001
59,140.60,350.12,152.25,351.25,0,0.13164499999999998
60,159.77,129.08,160.77,130.61,0,0.015300000000000001
61,72.56,477.14,82.27,484.39,0,0.7039750000000001
62,180.43,0.95,191.68,4.36,0,0.38362500000000005
63,153.71,209.22,154.78,212.91,0,0.039483000000000004
64,73.23,60.61,79.25,63.65,0,0.18300799999999998
65,0.46,190.65,10.75,193.36,0,0.27885899999999997
66,55.66,218.17,56.66,223.78,0,0.056100000000000004
67,0.41,260.83,1.55,266.09,0,0.059963999999999996
68,40.90,140.94,44.06,144.90,0,0.125136
69,54.18,56.11,59.88,70.46,0,0.8179500000000001
70,148.84,472.55,152.60,484.38,0,0.4448079999999999
71,141.66,351.31,147.06,352.31,0,0.054000000000000006
72,27.67,463.25,40.36,466.71,0,0.43907399999999996
73,39.71,86.90,40.71,89.56,0,0.026600000000000002
74,30.45,238.60,40.69,242.98,0,0.44851199999999997
75,155.04,370.70,156.42,377.92,0,0.099636
76,134.18,487.00,135.19,495.52,0,0.086052
77,40.35,180.86,49.23,191.01,0,0.90132
78,181.93,214.89,187.47,221.25,0,0.352344
79,67.80,237.95,68.83,248.03,0,0.103824
80,131.76,309.63,145.02,310.74,0,0.147186
81,150.27,30.50,157.43,35.29,0,0.342964
82,216.76,298.77,221.34,310.90,0,0.5555540000000001
83,50.84,470.27,63.48,471.49,0,0.154208
84,10.61,130.36,20.85,138.30,0,0.8130560000000001
85,133.19,320.95,140.34,322.56,0,0.11511500000000002
86,0.43,140.24,3.42,141.89,0,0.049335000000000004
87,110.09,460.29,113.32,475.01,0,0.475456
88,130.65,253.22,141.69,262.06,0,0.9759359999999999
89,80.42,230.67,81.87,239.26,0,0.12455499999999999
90,127.75,153.33,140.01,160.60,0,0.8913019999999999
91,20.90,30.71,23.59,31.98,0,0.034163
92,40.27,80.64,45.10,82.84,0,0.10626000000000001
93,156.60,176.82,167.22,178.10,0,0.13593599999999997
94,120.25,460.06,134.54,461.35,0,0.184341
95,127.82,235.32,130.85,236.43,0,0.033633
96,238.88,271.65,242.35,272.67,0,0.035394
97,0.65,320.13,1.98,322.36,0,0.029659
98,60.57,390.22,71.42,401.17,0,1.188075
99,174.76,268.85,176.43,281.64,0,0.21359299999999998
100,160.86,170.79,164.04,171.95,0,0.036888000000000004
101,147.09,151.30,152.56,152.48,0,0.06454599999999999
102,220.82,410.22,231.55,419.92,0,1.04081
103,224.96,136.90,226.61,138.79,0,0.031184999999999997
104,3.07,471.31,16.43,473.79,0,0.33132799999999996
105,121.77,322.95,123.98,325.03,0,0.045968
106,50.82,350.90,51.94,358.77,0,0.08814400000000001
