,tl_x,tl_y,br_x,br_y,type,time
0,15.00,10.00,20.00,15.00,1,0.25
1,249.71,127.36,255.56,133.45,0,0.356
2,280.37,450.22,281.56,451.22,0,0.012
3,280.73,240.13,295.02,241.14,0,0.144
4,295.26,339.38,301.23,349.33,0,0.594
5,250.36,270.86,264.44,285.04,0,1.997
6,300.07,200.75,306.79,207.58,0,0.459
7,278.45,216.13,292.24,217.29,0,0.16
8,59.17,198.71,65.21,201.05,0,0.141
9,140.78,80.58,149.85,88.37,0,0.707
10,122.32,209.67,126.46,211.18,0,0.063
11,241.60,253.73,250.09,255.47,0,0.148
12,8.79,37.60,10.25,38.65,0,0.015
13,260.74,220.81,262.80,223.90,0,0.064
14,39.21,269.72,40.35,271.60,0,0.021
15,306.91,308.34,308.49,319.12,0,0.17
16,210.33,300.20,217.03,303.22,0,0.202
17,84.89,183.48,91.61,196.61,0,0.882
18,320.16,440.78,321.23,445.21,0,0.047
19,23.44,59.33,33.28,64.09,0,0.468
20,340.15,440.75,346.66,449.67,0,0.581
21,215.99,99.97,217.48,101.01,0,0.015
22,330.41,191.02,331.61,199.49,0,0.102
23,58.82,179.54,70.81,183.02,0,0.417
24,264.31,367.26,278.94,368.92,0,0.243
25,280.85,180.93,292.52,183.29,0,0.275
26,108.18,312.12,117.10,315.18,0,0.273
27,37.23,254.94,40.64,261.57,0,0.226
28,140.54,330.41,142.61,338.33,0,0.164
29,332.45,154.64,341.93,156.99,0,0.223
30,26.82,395.16,30.21,397.15,0,0.067
31,37.63,291.37,39.97,295.14,0,0.088
32,258.50,100.22,268.05,102.71,0,0.238
33,0.00,42.48,1.76,53.47,0,0.193
34,170.89,197.89,173.01,203.43,0,0.117
35,263.43,293.08,264.52,302.01,0,0.097
36,153.62,222.29,154.88,224.04,0,0.022
37,90.07,430.72,97.99,438.00,0,0.577
38,50.02,340.59,51.05,341.66,0,0.011
39,250.22,110.80,252.95,112.89,0,0.057
40,268.34,252.88,271.13,259.92,0,0.196
41,180.06,190.63,181.07,203.71,0,0.132
42,129.62,205.21,130.62,207.49,0,0.023
43,190.79,300.77,196.69,302.07,0,0.077
44,320.60,60.65,334.24,63.29,0,0.36
45,20.17,26.45,25.54,40.35,0,0.746
46,110.82,60.84,114.65,66.77,0,0.227
47,104.49,229.43,106.97,233.48,0,0.1
48,37.53,162.82,39.83,166.89,0,0.094
49,130.55,380.89,133.35,381.97,0,0.03
50,152.17,239.39,155.79,240.64,0,0.045
51,216.97,186.86,229.47,195.98,0,1.14
52,340.47,250.75,349.70,253.48,0,0.252
53,239.85,182.12,243.63,184.48,0,0.089
54,190.11,340.34,196.47,350.71,0,0.66
55,74.29,396.92,80.82,398.01,0,0.071
56,120.08,220.41,129.06,221.86,0,0.13
57,300.26,100.77,305.30,103.09,0,0.117
58,36.29,29.23,40.32,34.60,0,0.216
59,80.49,240.85,86.38,248.65,0,0.459
60,160.93,70.05,170.87,76.00,0,0.591
61,120.20,170.42,121.27,173.67,0,0.035
62,40.57,390.72,46.41,401.97,0,0.657
63,105.07,239.94,108.00,242.75,0,0.082
64,264.29,266.37,278.79,270.65,0,0.621
65,250.36,220.94,251.56,228.48,0,0.09
66,11.49,205.82,12.77,210.49,0,0.06
67,290.53,450.86,298.36,452.43,0,0.123
68,70.69,290.21,82.21,292.15,0,0.223
69,267.26,82.31,272.90,86.92,0,0.26
70,42.13,41.63,43.14,46.29,0,0.047
71,119.09,233.98,121.47,236.93,0,0.07
72,0.00,26.43,4.73,39.47,0,0.617
73,50.53,220.64,61.97,221.64,0,0.114
74,10.79,393.47,14.86,394.51,0,0.042
75,17.70,403.24,18.98,404.25,0,0.013
76,110.08,290.81,120.41,300.41,0,0.992
77,200.17,450.61,202.03,453.68,0,0.057
78,67.26,259.17,77.93,260.66,0,0.159
79,312.11,300.58,322.03,313.13,0,1.245
80,228.68,160.70,230.77,165.24,0,0.095
81,160.39,10.87,162.76,11.88,0,0.024
82,131.22,237.34,137.57,238.37,0,0.065
83,0.12,10.89,5.23,11.90,0,0.052
84,74.30,211.54,88.66,215.01,0,0.498
85,89.88,395.59,95.99,397.79,0,0.134
86,298.51,296.86,301.84,298.50,0,0.055
87,261.39,354.59,265.53,362.61,0,0.332
88,336.66,138.49,339.54,142.38,0,0.112
89,240.73,340.19,246.47,347.87,0,0.441
90,110.66,20.31,115.38,31.83,0,0.544
91,138.49,246.90,143.80,248.48,0,0.084
92,160.09,330.77,161.19,332.85,0,0.023
93,150.34,230.85,153.56,237.81,0,0.224
94,130.72,20.20,131.73,31.27,0,0.112
95,80.90,120.75,88.13,123.37,0,0.189
96,70.66,40.58,72.32,46.00,0,0.09
97,190.40,123.60,202.24,130.63,0,0.832
98,222.45,351.52,234.59,356.68,0,0.626
99,16.72,424.11,23.04,427.28,0,0.2
100,158.43,434.20,164.94,438.49,0,0.279
101,204.22,271.47,211.25,277.26,0,0.407
102,337.76,230.32,339.08,240.97,0,0.141
103,224.77,222.75,235.47,225.58,0,0.303
104,50.17,420.82,51.43,426.64,0,0.073
105,193.84,226.58,198.11,239.86,0,0.567
106,199.24,187.17,201.50,188.17,0,0.023
107,224.73,374.66,236.89,387.94,0,1.615
108,283.60,160.09,287.19,172.39,0,0.442
109,180.86,50.56,189.68,52.16,0,0.141
110,20.34,370.81,31.89,380.84,0,1.158
111,154.93,204.46,155.97,214.71,0,0.107
112,49.48,249.28,62.72,262.99,0,1.815
113,193.27,169.55,200.45,170.63,0,0.078
114,300.45,80.13,304.39,84.24,0,0.162
115,219.66,229.58,230.98,243.52,0,1.578
116,290.38,364.87,302.85,372.48,0,0.949
117,290.83,110.08,293.77,111.18,0,0.032
118,210.79,400.07,212.15,402.92,0,0.039
119,105.15,430.29,106.34,431.42,0,0.013
120,243.16,374.70,248.21,382.80,0,0.409
121,282.11,392.63,286.06,394.12,0,0.059
122,310.15,332.87,315.25,337.51,0,0.237
123,220.11,160.90,224.65,174.54,0,0.619
124,160.83,120.73,167.14,125.64,0,0.31
125,4.92,31.36,14.41,33.38,0,0.192
126,250.31,50.64,251.33,59.99,0,0.095
127,139.29,439.35,143.01,446.36,0,0.261
128,259.54,119.06,262.29,120.97,0,0.053
129,174.77,215.72,175.77,229.10,0,0.134
130,20.22,400.10,25.71,411.23,0,0.611
131,146.90,274.86,155.93,275.86,0,0.09
132,120.75,240.43,125.33,245.86,0,0.249
133,55.86,324.01,57.10,328.83,0,0.06
134,170.88,30.11,173.77,31.26,0,0.033
135,100.48,200.50,109.30,208.00,0,0.662
136,122.47,442.90,123.68,452.17,0,0.112
137,30.55,260.84,32.13,272.42,0,0.183
138,251.54,170.17,264.42,182.87,0,1.636
139,20.46,200.28,28.83,213.80,0,1.132
140,140.22,50.60,141.22,54.21,0,0.036
141,0.16,210.64,13.62,211.64,0,0.135
142,297.59,361.00,307.09,362.33,0,0.126
143,258.31,250.64,263.99,258.30,0,0.435
144,210.47,410.27,211.49,420.29,0,0.102
145,304.84,260.72,305.85,263.53,0,0.028
146,220.59,110.54,235.45,123.79,0,1.969
147,283.68,366.91,287.80,371.71,0,0.198
148,291.18,282.81,294.85,284.15,0,0.049
149,272.73,322.70,273.98,323.75,0,0.013
150,298.35,393.97,299.37,396.47,0,0.025
151,337.76,203.18,338.90,204.29,0,0.013
152,290.43,220.78,303.78,221.78,0,0.134
153,220.71,140.79,221.74,141.98,0,0.012
154,233.13,399.15,246.91,408.93,0,1.348
155,40.18,440.15,41.82,443.09,0,0.048
156,0.48,340.06,2.67,349.29,0,0.202
157,180.65,160.57,182.36,162.06,0,0.025
158,100.01,215.30,105.85,216.64,0,0.078
159,214.28,112.23,215.41,113.34,0,0.013
160,48.66,192.16,50.66,195.31,0,0.063
161,136.22,240.49,137.80,251.45,0,0.173
162,301.77,381.54,302.78,383.06,0,0.015
163,47.36,274.21,54.85,285.48,0,0.844
164,330.85,236.35,331.99,238.57,0,0.025
165,96.74,281.77,110.74,285.00,0,0.452
166,24.53,328.30,26.32,333.22,0,0.088
167,180.78,120.42,182.89,123.01,0,0.055
168,0.00,82.92,6.59,85.30,0,0.157
169,250.87,350.88,254.84,357.77,0,0.274
170,215.12,235.05,216.58,243.10,0,0.118
171,289.46,262.56,290.76,265.82,0,0.042
172,30.84,194.26,33.31,195.78,0,0.038
173,309.24,328.32,310.26,332.64,0,0.044
174,80.68,20.20,83.48,25.46,0,0.147
175,260.54,140.24,261.68,141.32,0,0.012
176,120.76,280.72,132.98,286.43,0,0.698
177,272.50,173.72,274.26,174.92,0,0.021
178,119.84,192.27,121.39,199.18,0,0.107
179,199.18,85.04,205.86,94.46,0,0.629
180,60.02,326.68,72.06,330.49,0,0.459
181,241.00,197.13,242.83,201.36,0,0.077
182,290.45,30.66,297.41,31.69,0,0.072
183,90.34,70.42,104.74,78.95,0,1.228
184,120.68,440.23,124.44,441.76,0,0.058
185,160.37,239.04,161.71,245.88,0,0.092
186,100.83,400.20,107.56,413.29,0,0.881
187,233.95,160.15,237.14,172.27,0,0.387
188,250.82,440.15,256.82,443.39,0,0.194
189,10.72,140.39,11.77,148.88,0,0.089
190,203.20,218.03,204.54,228.69,0,0.143
191,337.76,149.64,344.79,150.93,0,0.091
192,300.26,110.50,304.19,112.13,0,0.064
193,125.77,204.25,127.27,209.01,0,0.071
194,110.91,0.08,112.69,1.13,0,0.019
195,170.58,390.35,171.61,391.51,0,0.012
196,30.34,54.60,32.67,57.15,0,0.059
197,180.46,350.50,182.18,352.39,0,0.033
198,114.46,307.38,124.84,308.39,0,0.105
199,260.50,30.72,263.60,39.00,0,0.257
200,326.11,250.61,328.28,261.62,0,0.239
201,60.27,168.05,61.72,169.13,0,0.016
202,283.19,83.74,284.41,91.13,0,0.09
203,204.40,352.51,207.74,357.23,0,0.158
204,2.37,53.36,12.99,57.78,0,0.469
205,22.73,43.25,24.03,51.22,0,0.104
206,70.95,170.67,75.78,171.69,0,0.049
207,309.66,257.60,318.66,260.39,0,0.251
208,234.19,241.71,237.14,246.45,0,0.14
209,286.36,309.37,299.30,314.39,0,0.65
210,281.97,279.34,287.84,289.28,0,0.583
211,310.21,262.14,311.62,264.93,0,0.039
212,220.91,360.52,227.67,364.60,0,0.276
213,12.30,40.26,15.16,46.14,0,0.168
214,10.53,60.78,20.55,65.78,0,0.501
215,90.56,150.80,101.25,154.23,0,0.367
216,83.29,281.36,84.32,283.32,0,0.02
217,80.59,310.14,82.21,312.89,0,0.045
218,310.46,90.83,316.46,97.18,0,0.381
219,340.73,390.91,346.02,397.85,0,0.367
220,140.51,170.87,142.47,184.67,0,0.27
221,237.64,162.09,246.92,166.48,0,0.407
222,265.42,153.77,279.52,159.23,0,0.77
223,163.40,228.64,169.95,233.67,0,0.329
224,40.43,10.41,42.01,14.78,0,0.069
