,x,y,type,side,board,comp_idx
0,337.5,5.5,1,0,0,[0]
1,314.545,27.26,0,0,0,"[236, 213, 369, 207, 296, 171, 248, 458, 330, 193, 349, 52, 82, 21, 401, 15, 181]"
2,262.575,26.595,0,0,0,"[333, 408, 179, 108, 442, 297, 414, 506, 55, 266, 315]"
3,210.095,29.83,0,0,0,"[74, 262, 488, 383, 447, 134, 172, 121, 9, 88, 399, 215, 331, 158, 102, 209, 435, 118, 143, 379, 307, 251, 141, 453, 303, 481, 422, 465]"
4,170.51,30.665,0,0,0,"[486, 351, 197, 94, 427, 436, 370, 502, 216, 308]"
5,127.49,26.05,0,0,0,"[12, 285, 173, 461, 332]"
6,84.56,28.12,0,0,0,"[424, 478, 150, 505, 415, 14, 419, 115, 355, 479, 129, 356, 353, 520, 469, 4, 189, 64]"
7,40.38,29.205,0,0,0,"[468, 451, 287, 293, 281, 292, 312, 157, 276, 421, 395, 512, 176, 450, 494, 261]"
8,29.835,79.365,0,0,0,"[256, 470, 101, 438, 210, 246, 496, 311, 471, 206, 49, 433, 346, 272, 381, 162, 79, 497, 185, 347, 327, 480, 368, 300, 83, 33, 319]"
9,29.58,128.375,0,0,0,"[366, 45, 288, 133, 48, 345, 455, 20, 389, 317, 66, 75, 67, 24, 357, 323, 163, 484, 410, 316, 516, 18, 31, 29, 284, 153, 60, 170]"
10,34.26,172.885,0,0,0,"[225, 221, 231, 495, 334, 249, 352, 474, 30, 136, 238, 241, 493, 245, 195, 149]"
11,23.195,229.89,0,0,0,"[73, 230, 229, 65, 23, 423, 96, 485, 252, 491]"
12,54.935,216.855,0,0,0,"[38, 110, 454, 100, 132, 460, 407, 51, 320, 378, 156, 372, 28, 84]"
13,83.485,162.69,0,0,0,"[188, 62, 154, 124, 358, 112, 270, 329, 374, 277, 428, 142, 144, 265]"
14,89.995,135.56,0,0,0,"[166, 161, 214, 396, 70, 299, 243, 180, 290, 106, 159, 56, 394, 8, 487, 137, 138, 47]"
15,76.845,89.995,0,0,0,"[201, 392, 348, 275, 412, 202, 242, 226, 139, 113, 123, 6, 81, 50, 361, 398, 205, 343, 482, 131, 289, 244, 413, 86, 204, 119, 390, 393, 140]"
16,130.795,83.535,0,0,0,"[492, 2, 403, 294, 41, 114, 476, 1, 190, 36, 217, 432, 456, 360, 220, 429, 182, 91, 234, 514]"
17,175.755,89.545,0,0,0,"[441, 104, 77, 59, 498, 490, 373, 337, 219, 344, 25, 39, 464, 53, 164, 99, 475, 263, 459, 280, 310, 16, 239]"
18,145.495,127.21,0,0,0,"[98, 268, 417, 196, 105, 26, 402, 302, 437, 125, 68, 7, 382, 445, 264, 354, 10]"
19,151.495,167.705,0,0,0,"[305, 439, 58, 425, 504, 362, 325, 418, 406, 341, 295, 385, 274, 467, 500, 85, 326, 34, 174, 152, 367, 90, 199, 167, 135, 27]"
20,202.28,174.085,0,0,0,"[473, 32, 283, 211, 278, 391, 212, 509, 169, 208, 130, 224, 518, 148, 269, 513, 380, 377, 87, 462, 165, 103, 440, 177, 335, 387, 507, 147, 434]"
21,206.165,135.17,0,0,0,"[120, 3, 359, 306, 97, 255, 54, 227, 72, 273, 376, 515, 411]"
22,232.11,107.075,0,0,0,"[232, 235, 122, 37, 184, 452, 198, 126, 42, 309, 321, 107]"
23,256.645,86.34,0,0,0,"[78, 5, 89, 222, 61, 63, 517, 313, 250, 426]"
24,313.63,89.43,0,0,0,"[155, 286, 11, 46, 298, 291, 43, 69, 194, 375, 324]"
25,312.275,124.905,0,0,0,"[397, 93, 95]"
26,307.15,157.405,0,0,0,"[371, 92, 449, 259, 151, 191, 76, 446, 254, 301, 405, 499]"
27,252.835,166.475,0,0,0,"[336, 40, 71, 466, 22, 339, 416, 109, 57, 304, 340, 218, 503, 350, 322, 247, 192, 365, 489, 519, 457, 271, 386, 364]"
28,308.9,227.445,0,0,0,"[187, 116, 117, 443, 223, 510, 318, 19]"
29,257.66,238.48,0,0,0,"[146, 404, 257, 35, 258, 175, 400]"
30,217.455,228.285,0,0,0,"[388, 186, 328, 409, 508, 314, 444, 228, 420, 511, 342, 17, 183, 253, 80, 13, 267]"
31,168.565,225.655,0,0,0,"[384, 233, 111, 448, 483, 363, 128, 160, 463, 145, 260, 237, 279, 168, 127, 472]"
32,120.24,230.565,0,0,0,"[282, 178, 44, 431, 477, 200, 501, 338, 203, 240, 430]"
