,tl_x,tl_y,br_x,br_y,type,time
0,18.00,182.00,23.00,187.00,2,0.25
1,90.76,10.12,92.88,11.54,0,0.030104000000000002
2,60.73,150.40,68.56,159.17,0,0.686691
3,80.26,130.66,86.79,141.31,0,0.695445
4,10.63,130.35,15.17,132.60,0,0.10215
5,20.11,10.88,50.77,45.84,0,10.718736000000002
6,100.64,170.24,107.12,172.47,0,0.144504
7,80.24,40.21,86.89,44.56,0,0.289275
8,30.75,170.46,34.88,178.87,0,0.347333
9,70.15,30.09,71.34,31.81,0,0.020467999999999997
10,110.78,0.65,122.41,13.70,0,1.5177150000000004
11,20.25,60.89,22.10,65.49,0,0.0851
12,110.89,110.86,121.11,119.38,0,0.870744
13,80.71,110.58,83.99,124.85,0,0.46805599999999997
14,30.63,160.32,38.91,164.67,0,0.36017999999999994
15,20.67,0.28,23.36,8.06,0,0.209282
16,110.23,60.48,111.36,62.59,0,0.023842999999999996
17,10.84,170.46,12.77,171.60,0,0.022001999999999997
18,50.60,0.17,52.42,1.79,0,0.029484000000000003
19,90.58,30.35,91.72,31.88,0,0.017442
20,100.36,30.51,102.90,44.62,0,0.358394
21,100.33,130.37,107.63,139.05,0,0.63364
22,100.06,70.21,112.17,78.37,0,0.9881759999999999
23,100.44,150.95,103.88,162.80,0,0.40763999999999995
24,0.52,120.27,1.57,132.85,0,0.13209
25,10.90,30.71,14.43,31.77,0,0.037418
26,60.25,90.31,61.25,103.85,0,0.1354
27,10.07,140.87,11.47,143.31,0,0.034159999999999996
28,0.33,110.54,1.42,112.51,0,0.021473
29,20.61,90.20,23.96,99.51,0,0.311885
30,10.34,120.76,16.13,121.78,0,0.059058
31,50.82,90.68,52.68,102.98,0,0.22878000000000004
32,50.72,140.12,52.95,141.28,0,0.025868
33,70.52,100.52,71.67,101.58,0,0.01219
34,10.55,150.21,19.82,151.32,0,0.102897
35,50.14,160.29,53.47,170.13,0,0.327672
36,110.19,120.11,111.24,128.93,0,0.09261000000000001
37,110.88,100.72,112.48,114.48,0,0.22016000000000002
38,90.43,130.16,91.45,137.48,0,0.07466400000000001
39,110.11,40.85,119.04,55.14,0,1.2760969999999998
40,40.89,110.93,42.25,116.54,0,0.076296
41,90.53,70.47,105.40,77.15,0,0.993316
42,10.47,40.42,20.02,42.65,0,0.21296500000000002
43,70.66,50.06,72.34,51.07,0,0.016967999999999997
44,40.43,120.56,52.54,121.59,0,0.124733
45,0.68,160.38,9.55,172.29,0,1.056417
46,30.55,140.70,42.73,143.59,0,0.35200200000000004
47,50.52,30.63,56.07,42.98,0,0.685425
48,80.61,150.55,93.61,153.15,0,0.338
49,40.09,30.57,45.79,36.82,0,0.35625
50,30.88,20.72,34.40,22.31,0,0.055968
51,20.73,100.61,25.77,102.23,0,0.08164800000000001
52,0.65,130.13,28.62,170.41,0,11.266316
53,30.30,130.59,37.24,131.75,0,0.08050399999999999
54,70.22,90.64,85.14,93.44,0,0.41775999999999996
55,80.62,0.18,82.11,14.73,0,0.21679500000000002
56,80.21,30.61,81.44,40.61,0,0.12300000000000001
57,30.31,70.31,43.85,95.72,0,3.440514
58,0.20,20.47,2.12,21.95,0,0.028415999999999997
59,90.42,90.52,103.79,92.16,0,0.21926799999999996
60,60.18,30.19,68.65,32.68,0,0.21090300000000003
61,10.23,60.90,18.66,62.44,0,0.129822
62,50.78,10.86,56.45,22.02,0,0.632772
63,90.71,100.12,94.83,101.20,0,0.044496
64,110.11,150.11,112.75,157.44,0,0.19351200000000002
65,80.62,80.09,92.87,89.72,0,1.1796750000000003
66,40.86,50.08,42.63,51.22,0,0.020177999999999998
67,10.70,90.29,21.18,100.17,0,1.0354240000000001
68,100.38,90.80,102.73,94.37,0,0.083895
69,70.12,40.72,73.20,52.86,0,0.373912
70,30.43,50.89,33.07,64.85,0,0.36854400000000004
71,70.21,60.23,100.78,84.61,0,7.452966
72,90.71,160.20,94.22,162.92,0,0.095472
73,80.26,60.31,88.12,62.02,0,0.134406
