,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,143.5,13.5,2,0,0,[0]
1,1,126.56,28.965,0,0,0,"[180, 105, 149, 155, 39, 160, 127, 54, 124, 211, 56, 47, 63, 136, 2, 74, 196, 190, 51, 181, 111, 110, 62, 163, 129, 60, 168, 125, 12, 206, 212, 143, 58, 84, 134, 23, 210, 115, 86, 137]"
2,2,124.25,58.935,0,0,0,[175]
3,3,126.86,89.535,0,0,0,"[43, 116, 6, 79, 49, 25, 11, 89, 145, 157, 30, 41, 187, 19, 192, 14, 57, 195, 59, 144, 16, 159, 21, 37, 91, 205, 183, 96, 77, 40, 114, 120, 132, 184, 130, 93, 33, 22, 95, 4, 198]"
4,4,81.805,89.68,0,0,0,"[61, 70, 131, 24, 141, 104, 7, 50, 35, 167, 27, 164, 42, 119, 32, 209, 176, 147, 166]"
5,5,71.705,60.495,0,0,0,"[90, 186, 153]"
6,6,78.1,29.06,0,0,0,"[66, 44, 208, 109, 80, 161, 81, 45, 103, 165, 174, 18, 135, 36, 188, 126, 88, 118, 73, 85, 154, 48]"
7,7,29.645,27.315,0,0,0,"[199, 13, 83, 189, 28, 31, 152, 169, 193, 142, 106, 98, 128, 146, 178, 10, 173, 194, 71, 76, 75, 1, 107, 204, 172, 108, 185, 55, 201, 68, 65, 207, 72, 202, 151, 182, 177, 150, 82, 171, 162, 158, 213, 69, 29, 122]"
8,8,15.79,56.495,0,0,0,"[53, 156, 15, 99]"
9,9,29.52,85.755,0,0,0,"[9, 67, 170, 112, 203, 92, 138, 140, 64, 52, 139, 38, 17, 101, 197, 179, 78, 8, 46, 34, 121, 100, 117, 3, 26, 200, 87, 148, 123, 102, 94, 20, 113, 5, 133, 97, 191]"
