,x,y,comp_idx
0,25.0,655.0,[0]
1,488.9,626.14,"[2, 157]"
2,342.89,310.54,[4]
3,724.54,325.25,"[3, 258, 119]"
4,840.0,262.44,"[1, 51]"
5,785.36,245.78,"[291, 20]"
6,795.45,215.66,[286]
7,795.67,155.11,[132]
8,755.31,145.57999999999998,[302]
9,734.345,123.83,[125]
10,725.73,115.94,[142]
11,716.6700000000001,131.23000000000002,[177]
12,701.99,91.79,"[235, 145]"
13,676.8199999999999,116.94,[219]
14,664.51,145.74,[306]
15,664.51,170.31,[306]
16,655.5,205.21,"[265, 212]"
17,635.51,225.44,[109]
18,635.28,245.83,[106]
19,681.495,241.0,[193]
20,685.5,275.40999999999997,[264]
21,675.66,325.46,"[168, 108]"
22,659.87,375.27,[122]
23,659.87,376.44,[122]
24,635.67,376.44,[122]
25,635.67,375.27,[122]
26,625.26,375.8,[262]
27,615.81,425.69,"[310, 140]"
28,685.28,421.17,[34]
29,708.05,421.17,[34]
30,755.2,415.33,[159]
31,786.54,378.91,[61]
32,786.54,365.34,[61]
33,757.0250000000001,352.54999999999995,[107]
34,724.27,358.0,"[200, 233]"
35,750.755,295.655,[181]
36,805.11,315.8,[104]
37,840.0,385.2,"[227, 113]"
38,815.78,495.46,[97]
39,793.64,525.65,[187]
40,793.64,546.26,[187]
41,746.65,589.23,[155]
42,720.65,593.93,"[5, 292, 252]"
43,723.91,575.775,[120]
44,696.1949999999999,569.2149999999999,[226]
45,675.2,525.14,"[21, 63, 228]"
46,665.81,475.22,[179]
47,615.75,505.24,[263]
48,595.07,515.54,[216]
49,585.44,535.5799999999999,[255]
50,563.9,566.87,[184]
51,555.73,566.87,[184]
52,535.1,545.54,"[173, 314]"
53,525.94,585.32,[162]
54,510.2,590.76,"[152, 267, 220, 7, 287, 257, 249, 277]"
55,502.61,575.14,[135]
56,497.42,620.87,"[204, 282]"
57,525.39,655.0,[29]
58,560.54,655.0,"[115, 93, 192, 225]"
59,615.31,635.12,[130]
60,655.91,655.0,"[37, 166]"
61,705.4,655.0,"[91, 114]"
62,707.26,648.14,[146]
63,707.26,625.06,[146]
64,759.05,654.7,"[85, 128]"
65,775.09,645.62,"[62, 32]"
