,tl_x,tl_y,br_x,br_y,type,side,step,time
0,306.00,20.00,311.00,25.00,2,0,0,0.25
1,79.41,846.77,80.97,849.74,1,0,0,0.046
2,72.58,710.30,73.58,719.29,1,0,0,0.09
3,91.56,818.76,96.61,824.48,0,0,0,0.306
4,148.03,388.21,151.27,390.69,0,0,1,0.088
5,259.20,147.32,260.49,153.64,0,0,0,0.1
6,14.81,874.20,24.03,879.82,0,1,0,0.535
7,280.10,643.96,285.75,648.91,0,0,0,0.295
8,216.83,42.10,219.94,46.52,0,0,0,0.151
9,14.71,650.29,22.77,656.78,0,0,0,0.543
10,140.28,37.72,151.75,51.23,0,0,0,1.59
11,202.78,608.80,212.15,610.36,0,1,0,0.151
12,252.47,161.34,254.42,162.63,0,0,0,0.029
13,91.73,363.66,93.74,364.86,0,0,1,0.028
14,294.02,315.30,304.14,319.26,0,0,0,0.413
15,28.15,168.56,36.15,175.06,0,0,0,0.539
16,252.58,168.21,297.70,196.70,0,0,0,12.94
17,230.83,923.53,232.36,924.41,0,1,0,0.016
18,227.19,269.95,229.75,273.21,0,0,0,0.093
19,7.15,279.86,8.82,283.00,0,0,0,0.062
20,57.66,145.28,58.56,146.91,0,1,0,0.02
21,63.03,517.04,66.32,518.67,0,0,1,0.059
22,112.19,336.19,114.67,339.43,0,0,1,0.09
23,221.63,741.18,223.63,742.35,0,1,0,0.027
24,91.81,524.90,92.98,536.23,0,0,0,0.167
25,154.07,678.45,159.06,684.13,0,0,0,0.3
26,294.53,356.76,299.53,362.47,0,1,0,0.303
27,126.46,888.31,128.58,891.41,0,1,0,0.075
28,252.30,119.21,258.87,131.16,0,0,0,0.821
29,91.38,287.52,99.34,294.11,0,1,1,0.544
30,112.58,762.32,114.49,763.47,0,0,0,0.025
31,210.46,888.20,218.38,894.60,0,0,0,0.526
32,191.24,880.86,201.50,892.77,0,0,0,1.258
33,124.95,23.81,129.97,29.43,0,0,0,0.299
34,189.08,818.61,194.02,824.31,0,1,0,0.299
35,91.60,243.50,94.88,247.99,0,0,0,0.161
36,112.24,727.63,113.06,729.31,0,1,0,0.019
37,14.80,713.50,18.00,716.08,0,0,0,0.09
38,148.44,373.43,149.21,374.95,0,0,1,0.016
39,112.69,699.43,117.72,705.06,0,0,0,0.3
40,266.19,336.13,278.89,344.99,0,0,0,1.152
41,140.08,901.91,143.37,903.50,0,0,0,0.057
42,24.66,583.17,32.60,589.67,0,0,0,0.536
43,196.53,846.38,199.60,858.39,0,0,0,0.405
44,168.23,182.66,178.84,190.20,0,0,0,0.823
45,286.75,839.30,288.27,840.15,0,0,0,0.015
46,56.46,328.94,59.67,333.46,0,0,1,0.159
