,tl_x,tl_y,br_x,br_y,type,time
0,16.00,402.00,21.00,407.00,1,0.25
1,99.20,288.61,104.43,289.71,0,0.058
2,32.99,188.57,34.98,194.92,0,0.126
3,58.39,49.11,63.71,51.52,0,0.128
4,134.92,277.16,139.20,280.10,0,0.126
5,20.59,400.55,26.54,410.58,0,0.597
6,88.32,139.77,96.48,148.60,0,0.721
7,110.19,300.82,111.30,305.86,0,0.056
8,10.35,220.74,14.46,224.05,0,0.136
9,3.90,358.18,5.08,363.10,0,0.058
10,140.13,184.29,142.02,186.14,0,0.035
11,157.40,223.86,161.45,236.05,0,0.494
12,40.81,200.50,44.00,212.62,0,0.387
13,102.92,306.16,111.17,318.60,0,1.026
14,102.84,296.92,109.63,300.84,0,0.266
15,132.44,200.16,134.50,203.90,0,0.077
16,180.70,10.88,183.81,13.54,0,0.083
17,146.63,93.57,156.65,99.91,0,0.635
18,161.92,81.05,165.93,84.87,0,0.153
19,10.78,20.45,12.19,27.18,0,0.095
20,190.20,240.39,191.69,243.81,0,0.051
21,220.44,370.16,230.02,371.94,0,0.171
22,198.65,11.79,199.96,12.81,0,0.013
23,49.91,388.67,52.53,402.31,0,0.357
24,64.97,295.81,70.60,297.38,0,0.088
25,110.22,270.87,114.07,285.24,0,0.553
26,12.18,407.00,13.21,409.80,0,0.029
27,142.08,180.31,157.08,187.49,0,1.077
28,133.26,248.27,134.29,259.12,0,0.112
29,260.55,250.80,271.30,251.97,0,0.126
30,270.13,10.87,271.50,15.79,0,0.067
31,160.05,57.31,165.36,58.60,0,0.068
32,139.66,278.78,140.74,280.43,0,0.018
33,253.13,65.89,259.73,72.61,0,0.444
34,190.38,190.87,193.87,193.60,0,0.095
35,28.71,163.87,37.29,175.14,0,0.967
36,230.65,70.78,233.43,75.73,0,0.138
37,116.66,183.91,122.71,195.05,0,0.674
38,259.81,119.03,261.69,123.39,0,0.082
39,241.76,82.90,247.88,84.60,0,0.104
40,153.38,99.99,167.09,101.77,0,0.244
41,50.25,190.76,59.95,195.69,0,0.478
42,24.67,371.48,27.83,376.50,0,0.159
43,240.11,30.93,254.96,33.95,0,0.448
44,223.83,80.99,228.31,92.07,0,0.496
45,217.56,363.71,219.14,364.79,0,0.017
46,260.48,170.95,270.32,184.80,0,1.363
47,140.62,10.78,152.52,11.94,0,0.138
48,136.94,292.48,139.07,297.38,0,0.104
49,122.70,215.54,128.38,223.35,0,0.444
50,268.34,389.67,271.07,396.50,0,0.186
51,60.22,280.57,62.50,295.36,0,0.337
52,266.56,81.00,273.20,90.35,0,0.621
53,122.99,202.54,125.15,207.02,0,0.097
54,22.74,169.75,26.36,181.16,0,0.413
55,210.55,250.86,211.55,252.14,0,0.013
56,120.35,230.45,131.26,233.47,0,0.329
57,148.23,284.50,149.47,297.49,0,0.161
