,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,12.5,221.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,17.265,186.865,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[46, 45, 42, 15, 55, 71, 48"]
2,29.99,134.45,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[44, 62, 72, 69"]
3,77.215,179.365,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[54, 2, 3, 50, 10, 29, 22, 49"]
4,116.465,189.62,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[9, 32, 21, 40, 16, 65, 51"]
5,115.815,133.39,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[33, 38, 66"]
6,130.86,87.71,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[13, 61, 6, 8, 1, 58, 24, 28, 17"]
7,77.01,86.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[20, 18, 27, 34, 14, 47, 39"]
8,26.58,80.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[59, 68, 5, 31, 30, 56"]
9,23.235,28.855,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[43, 25, 36, 64, 12, 60, 52, 23, 63"]
10,77.475,28.3,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[35, 41, 70, 57, 53, 67, 19"]
11,123.045,25.925,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[7, 37, 11, 4, 26"]
