,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,10.0,219.0,15.0,224.0,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,120.74,80.44,130.18,89.23,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,70.17,190.11,73.31,194.99,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,60.91,180.81,61.91,184.07,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,100.75,30.47,106.32,33.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,20.24,70.86,21.26,81.45,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,140.26,80.61,142.52,82.09,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,130.42,0.49,145.34,14.29,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,140.73,90.46,150.94,93.71,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,120.71,210.25,131.04,218.78,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,60.43,160.14,71.13,162.3,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,110.22,10.11,111.26,11.11,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,10.82,20.43,15.07,22.89,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,140.1,70.29,147.82,80.95,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,60.23,100.48,65.65,110.11,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,20.67,170.11,24.34,175.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,90.46,200.27,91.53,212.81,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
