,x,y,comp_idx
0,25.0,25.0,[0]
1,195.76,91.52,[3]
2,445.06,87.3,"[1233, 476, 1438, 4, 746, 514, 469]"
3,545.32,330.54,"[256, 1009, 937, 353, 558, 454, 569, 315, 1, 771, 1333]"
4,287.64,394.94,"[84, 613, 527, 1176, 1416, 2, 572]"
5,309.14,395.07,[556]
6,307.13,378.08000000000004,[270]
7,321.38,370.83000000000004,[622]
8,328.62,385.12,[12]
9,330.57,402.24,"[1290, 737]"
10,344.8,395.0,[41]
11,352.07,409.27,"[1118, 1168]"
12,359.3,380.61,"[456, 1139]"
13,373.47,359.12,"[1285, 169, 545, 1057, 433, 738, 1075]"
14,387.8,352.05,"[553, 1135, 799, 1445]"
15,400.145,334.91499999999996,[1320]
16,393.01,327.805,[1299]
17,364.40999999999997,327.84000000000003,[156]
18,337.68,301.88,"[416, 851]"
19,330.56,309.07,[1141]
20,316.35,323.48,"[319, 1113, 1305, 803, 1379]"
21,301.97,316.24,"[1431, 241, 1196, 17]"
22,292.91,299.29,[788]
23,278.545,292.05,[1423]
24,266.09000000000003,259.1,"[193, 313, 251, 500, 358, 536]"
25,237.5,244.65,[603]
26,242.64499999999998,234.89999999999998,[880]
27,237.46,230.39,"[1317, 786]"
28,251.8,230.31,[1088]
29,266.16999999999996,216.17,"[252, 1409, 974, 1206, 620]"
30,273.23,216.14,[573]
31,273.32,201.67,"[180, 521, 923, 1210, 61, 1275, 853, 1286, 114, 310, 70]"
32,294.85,187.48,"[716, 1149, 85]"
33,299.98,170.365,[677]
34,328.58500000000004,170.495,[473]
35,323.38,194.58,"[236, 1115, 1192, 336]"
36,321.40999999999997,213.25,[1222]
37,328.685,213.465,[120]
38,344.81,237.45,"[1389, 1071]"
39,316.32,251.93,"[829, 98, 1274]"
40,314.26,277.675,[1312]
41,292.90999999999997,227.755,[426]
42,351.99,194.7,"[76, 137, 1209, 404, 1289]"
43,359.3,187.48,[1025]
44,366.28,180.3,"[434, 48]"
45,366.36,158.76,"[515, 550, 947, 1253, 1182, 1430, 480]"
46,373.44,151.73000000000002,"[920, 824]"
47,414.46000000000004,127.565,[815]
48,421.71000000000004,149.02499999999998,[307]
49,437.86,151.72,"[769, 1343, 941]"
50,445.12,173.23,"[785, 165, 16]"
51,423.56,180.39,"[1388, 916, 493, 1070, 1051, 347, 775, 886, 1265, 496]"
52,416.4,201.86,"[1171, 559]"
53,435.94,206.16500000000002,[1053]
54,416.37,230.35,"[706, 1456, 386, 342]"
55,393.0,206.135,[118]
56,378.63,249.18,[108]
57,402.17,266.27,"[28, 325, 675, 516]"
58,414.58000000000004,299.245,[537]
59,437.97,323.48,"[40, 1066]"
60,421.66499999999996,334.995,[809]
61,416.44,351.98,"[1292, 1008, 1129, 438, 1093]"
62,423.59,359.13,[332]
63,445.06,359.24,"[781, 1246, 1323]"
64,495.16,366.42,"[324, 811, 1001, 991, 21, 356]"
65,514.8050000000001,349.305,[676]
66,521.9449999999999,342.06,[197]
67,514.7,327.795,[908]
68,495.18,323.41,"[1428, 902, 913, 624, 679, 833]"
69,471.73,299.255,[903]
70,480.82,287.55,"[354, 357, 1096, 37]"
71,459.4,280.47,"[764, 919, 1356, 375, 1219, 1448, 1138]"
72,457.435,263.32,[414]
73,486.04,256.33000000000004,[444]
74,509.48,280.56,"[1383, 306, 659, 673, 713]"
75,545.19,280.47,"[961, 262, 25, 447, 293, 1375]"
76,573.82,273.32,"[338, 627, 99, 684, 494]"
77,588.21,259.07,"[593, 1310, 1117, 747, 862, 23, 1020]"
78,595.35,251.89,"[672, 774, 1083]"
79,609.63,258.91999999999996,"[1178, 972]"
80,586.2149999999999,234.71499999999997,[323]
81,564.71,249.03,[422]
82,545.35,208.84,"[722, 984, 834, 757, 555, 1363]"
83,566.77,201.71,[279]
84,566.83,187.45,"[651, 115, 1307, 985, 104, 369]"
85,579.145,170.46,[1076]
86,593.4100000000001,156.085,[1036]
87,609.64,158.82,[773]
88,602.64,173.13,"[1148, 844, 1325, 370, 641, 743]"
89,616.84,180.27,"[1211, 969]"
90,602.57,194.68,"[846, 417]"
91,586.275,199.065,[33]
92,615.015,206.265,[1278]
93,638.39,230.42,"[999, 429]"
94,643.5899999999999,256.18,[190]
95,659.76,280.48,"[752, 343, 652, 965, 1027, 780, 756]"
96,667.01,280.4,[1226]
97,659.74,294.78,"[1006, 1166]"
98,645.38,316.3,"[1235, 1346, 1081]"
99,638.22,323.51,[534]
100,657.875,327.885,[1140]
101,650.72,342.175,[542]
102,681.3,352.13,"[1403, 702]"
103,674.08,366.38,"[524, 1173]"
104,702.82,344.91,"[1193, 1160, 1280]"
105,709.94,337.73,"[230, 254, 952]"
106,722.3299999999999,342.13,[1014]
107,722.325,363.55,[878]
108,745.76,366.3,"[841, 567, 302, 1331]"
109,745.69,387.79,"[1169, 1329]"
110,731.34,402.07,"[1313, 1002]"
111,724.3,402.23,"[14, 657, 661, 135, 1202]"
112,688.48,416.52,"[52, 929, 211, 27, 502, 724, 34, 209, 1191, 1103]"
113,681.32,437.91,"[560, 290]"
114,681.23,445.16,"[907, 751]"
115,688.36,445.0,[363]
116,688.47,459.42,"[615, 227]"
117,672.22,485.35,[938]
118,667.05,502.0,"[101, 1338, 268, 212]"
119,643.5450000000001,492.445,[260]
120,643.685,485.19,[586]
121,645.39,459.44,"[519, 396, 359]"
122,624.05,452.25,"[331, 535, 66, 1023, 1244, 1266]"
123,622.04,435.28,[882]
124,629.325,435.255,[288]
125,623.95,402.12,"[1413, 1426]"
126,624.1,380.62,"[322, 1281, 1128, 222]"
127,600.5,377.92,[136]
128,581.14,387.87,"[1068, 1090, 598, 292, 1007, 59, 758]"
129,557.7049999999999,363.71500000000003,[1250]
130,545.33,366.3,[1205]
131,538.17,373.55,"[664, 179, 1391, 819, 568]"
132,538.07,351.98,"[736, 1230, 410, 1133]"
133,566.84,337.72,[1361]
134,588.29,330.51,"[478, 1296, 855, 79, 911, 1248, 1267]"
135,609.73,323.52,"[1272, 1306]"
136,616.83,323.37,"[1105, 1437]"
137,614.855,299.315,[240]
138,564.8499999999999,306.34000000000003,[1385]
139,543.425,313.53,[866]
140,452.21,309.05,"[470, 979, 1366]"
141,459.37,230.37,"[1058, 238, 1197, 139, 700, 1109, 831]"
