,tl_x,tl_y,br_x,br_y,type,side,step,time
0,17.00,12.00,22.00,17.00,2,0,0,0.25
1,553.48,327.20,559.82,332.30,1,0,0,0.323
2,301.01,398.08,310.12,402.66,1,0,0,0.417
3,170.76,66.52,184.82,69.06,1,0,0,0.357
4,448.15,82.64,449.87,85.27,1,0,0,0.045
5,434.41,448.68,437.64,450.32,0,1,0,0.058
6,69.40,83.78,72.65,85.44,0,0,0,0.059
7,191.07,169.58,194.18,171.13,0,0,1,0.053
8,792.21,241.20,795.51,242.73,0,0,0,0.055
9,369.93,55.02,373.14,56.59,0,0,0,0.055
10,176.76,262.55,179.95,264.08,0,1,1,0.053
11,62.26,362.91,65.52,364.48,0,0,0,0.056
12,327.07,384.27,330.17,385.97,0,1,0,0.058
13,169.64,334.24,172.89,335.93,0,0,0,0.06
14,699.30,377.23,702.47,378.92,0,0,0,0.058
15,40.70,48.00,43.83,49.56,0,0,0,0.053
16,455.78,191.05,458.97,192.62,0,0,0,0.055
17,312.82,319.80,316.09,321.41,0,0,0,0.058
18,269.87,5.05,272.97,6.59,0,0,0,0.052
19,226.77,248.41,229.99,250.10,0,0,1,0.06
20,548.87,441.54,552.17,443.10,0,0,0,0.056
21,513.22,355.76,516.52,357.41,0,0,0,0.059
22,734.96,40.78,738.09,42.41,0,0,0,0.056
23,606.24,269.78,609.41,271.32,0,0,0,0.053
24,455.96,90.97,459.22,92.49,0,0,0,0.054
25,548.98,269.75,552.24,271.32,0,0,0,0.056
26,727.88,241.20,731.00,242.74,0,0,0,0.053
27,684.89,398.54,688.17,400.06,0,0,0,0.055
28,377.17,241.27,380.42,242.89,0,0,0,0.058
29,19.28,498.89,22.54,500.58,0,0,0,0.06
30,348.58,112.41,351.78,113.94,0,1,0,0.053
31,598.95,5.07,602.16,6.60,0,0,0,0.054
32,176.85,140.91,180.10,142.47,0,0,1,0.055
33,584.65,198.31,587.90,199.82,0,1,0,0.054
34,677.77,434.31,680.90,435.93,0,0,0,0.056
35,112.33,26.46,115.63,28.00,0,1,0,0.055
36,83.65,284.02,86.83,285.60,0,0,0,0.055
37,491.62,298.48,494.82,300.00,0,0,0,0.053
38,556.07,83.65,559.31,85.17,0,0,0,0.054
39,212.59,477.31,215.71,478.81,0,0,0,0.051
40,455.80,305.60,458.95,307.21,0,0,0,0.056
41,334.19,377.13,337.33,378.66,0,0,0,0.052
42,427.24,112.42,430.42,114.08,0,0,0,0.058
43,513.04,191.13,516.25,192.79,0,0,0,0.058
44,212.60,498.74,215.71,500.36,0,1,0,0.055
45,470.17,140.95,473.30,142.61,0,1,0,0.057
46,119.42,269.89,122.58,271.53,0,1,0,0.057
47,334.30,47.99,337.45,49.60,0,1,0,0.056
48,384.25,198.28,387.51,199.87,0,0,0,0.057
49,305.50,148.08,308.75,149.71,0,0,0,0.058
50,849.53,262.72,852.78,264.31,0,0,0,0.057
51,742.06,105.29,745.19,106.90,0,0,0,0.055
52,663.48,391.52,666.67,393.06,0,0,0,0.054
53,162.51,370.08,165.66,371.60,0,0,0,0.052
54,785.04,284.06,788.31,285.74,0,0,0,0.06
55,391.45,97.94,394.62,99.55,0,0,0,0.056
56,598.99,48.00,602.29,49.59,0,0,0,0.057
57,148.17,484.50,151.39,486.04,0,0,0,0.054
58,513.07,448.71,516.29,450.22,0,0,0,0.053
59,599.08,391.45,602.28,393.12,0,0,0,0.058
60,255.39,69.45,258.52,71.10,0,0,0,0.056
61,269.77,198.16,272.87,199.82,0,0,0,0.056
62,577.44,76.52,580.68,78.10,0,1,0,0.056
63,842.29,176.81,845.59,178.40,0,0,0,0.057
64,183.86,33.53,187.05,35.18,0,0,0,0.057
65,806.46,19.32,809.63,20.90,0,0,0,0.055
66,627.60,455.93,630.72,457.59,0,0,0,0.057
67,534.57,219.70,537.79,221.24,0,0,0,0.054
68,505.90,427.27,509.17,428.79,0,0,0,0.054
69,577.44,33.67,580.64,35.33,0,0,0,0.058
70,276.97,219.78,280.11,221.33,0,0,0,0.053
71,334.12,19.25,337.30,20.87,0,0,0,0.056
72,842.41,12.21,845.63,13.89,0,0,0,0.059
73,219.70,183.91,222.94,185.41,0,0,1,0.053
74,241.27,305.65,244.50,307.28,0,0,0,0.057
75,241.27,498.82,244.37,500.41,0,0,0,0.054
76,355.75,198.19,358.95,199.80,0,0,0,0.056
77,183.91,284.15,187.13,285.77,0,0,0,0.057
78,720.70,298.42,723.94,300.10,0,0,0,0.06
79,591.89,312.77,595.19,314.32,0,0,0,0.056
80,69.37,362.92,72.59,364.60,0,0,0,0.059
81,713.49,69.43,716.72,71.12,0,0,0,0.059
82,76.56,298.41,79.78,300.09,0,0,0,0.059
83,348.50,513.05,351.75,514.65,0,0,0,0.056
84,262.64,369.94,265.93,371.50,0,0,0,0.056
85,298.48,205.30,301.63,206.81,0,0,0,0.052
86,506.07,498.84,509.30,500.35,0,1,0,0.053
87,327.01,126.60,330.15,128.27,0,0,0,0.057
88,12.21,484.49,15.44,486.01,0,0,0,0.054
89,749.26,155.30,752.54,156.83,0,0,0,0.055
90,828.12,55.19,831.38,56.84,0,0,0,0.059
91,169.52,398.59,172.78,400.14,0,0,0,0.055
92,140.92,319.84,144.11,321.46,0,0,0,0.056
93,312.70,427.17,315.86,428.85,0,0,0,0.058
94,405.71,455.92,408.82,457.45,0,0,0,0.052
95,255.50,126.71,258.68,128.37,0,0,0,0.058
96,198.26,62.28,201.50,63.94,0,0,0,0.059
97,12.25,155.34,15.35,156.95,0,0,0,0.055
98,298.33,234.01,301.52,235.57,0,0,0,0.054
99,577.51,248.41,580.67,249.97,0,0,0,0.054
100,720.73,448.64,723.89,450.25,0,0,0,0.056
101,649.17,491.69,652.44,493.35,0,0,0,0.059
102,55.13,377.10,58.36,378.72,0,1,0,0.057
103,233.93,412.94,237.18,414.53,0,1,0,0.057
104,584.60,169.67,587.73,171.37,0,0,0,0.058
105,69.49,463.02,72.77,464.53,0,0,0,0.054
106,255.47,398.64,258.75,400.16,0,0,0,0.054
107,527.37,462.94,530.54,464.55,0,1,0,0.056
108,377.07,248.35,380.19,250.01,0,1,0,0.057
109,76.59,48.03,79.72,49.56,0,1,0,0.052
110,835.09,183.96,838.27,185.57,0,0,0,0.056
111,212.63,90.88,215.81,92.50,0,1,1,0.056
112,634.75,55.14,637.90,56.83,0,1,0,0.059
113,563.26,420.06,566.47,421.69,0,0,0,0.057
114,291.19,190.99,294.43,192.63,0,0,0,0.058
115,556.00,176.75,559.11,178.26,0,0,0,0.052
116,548.86,83.75,552.15,85.41,0,0,0,0.06
117,90.97,40.72,94.09,42.40,0,0,0,0.058
118,391.37,205.35,394.63,206.92,0,1,0,0.056
119,155.27,26.42,158.55,28.12,0,0,0,0.061
120,327.11,212.63,330.26,214.30,0,1,0,0.058
121,4.97,19.25,8.09,20.90,0,0,0,0.057
122,269.82,83.81,272.94,85.37,0,0,0,0.053
123,742.22,55.15,745.39,56.79,0,1,0,0.057
124,155.20,112.34,158.41,113.88,0,0,1,0.054
125,291.32,55.12,294.57,56.66,0,1,0,0.055
126,785.04,276.89,788.16,278.47,0,0,0,0.054
127,90.88,284.16,94.04,285.84,0,1,0,0.058
128,842.29,455.95,845.52,457.60,0,0,0,0.058
129,148.09,319.97,151.19,321.63,0,1,0,0.057
130,598.98,26.39,602.16,27.99,0,1,0,0.056
131,641.99,141.02,645.27,142.70,0,1,0,0.06
132,362.93,55.12,366.07,56.64,0,1,0,0.053
133,19.24,448.72,22.39,450.35,0,0,0,0.056
134,112.35,140.98,115.49,142.54,0,0,1,0.054
135,742.17,384.25,745.35,385.79,0,0,0,0.054
136,598.95,377.12,602.05,378.72,0,1,0,0.054
137,348.57,212.45,351.87,213.99,0,0,0,0.055
138,642.03,133.76,645.31,135.26,0,1,0,0.054
139,455.78,248.23,458.94,249.80,0,0,0,0.054
140,62.33,455.87,65.60,457.56,0,0,0,0.06
141,105.20,19.39,108.47,20.96,0,0,0,0.056
142,26.43,183.84,29.69,185.35,0,0,1,0.054
143,90.78,355.71,94.03,357.35,0,0,0,0.059
144,799.49,19.39,802.73,20.96,0,0,0,0.056
145,262.69,112.40,265.80,114.07,0,1,0,0.057
146,384.35,441.48,387.47,443.07,0,1,0,0.054
147,706.44,491.60,709.57,493.29,0,0,0,0.058
148,706.38,277.00,709.54,278.64,0,0,0,0.057
149,770.81,133.90,773.95,135.49,0,0,0,0.055
150,427.20,76.63,430.43,78.24,0,1,0,0.057
151,298.36,140.98,301.58,142.50,0,0,0,0.054
152,434.43,477.25,437.58,478.91,0,0,0,0.057
153,98.07,291.24,101.18,292.91,0,0,0,0.057
154,126.62,348.46,129.76,350.11,0,0,0,0.057
155,699.14,284.14,702.31,285.79,0,0,0,0.057
156,362.80,327.05,366.02,328.63,0,1,0,0.056
157,219.61,491.67,222.76,493.26,0,0,0,0.055
158,291.19,5.07,294.45,6.65,0,0,0,0.056
159,649.11,90.80,652.25,92.37,0,0,0,0.054
160,548.87,455.92,552.06,457.48,0,0,0,0.054
161,735.06,105.21,738.32,106.81,0,0,0,0.057
162,162.42,90.85,165.67,92.55,0,0,1,0.06
163,255.52,405.83,258.70,407.41,0,0,0,0.055
164,770.74,355.66,773.84,357.31,0,1,0,0.056
165,448.81,191.17,452.07,192.75,0,0,0,0.056
166,842.38,155.30,845.55,157.00,0,0,0,0.059
167,19.33,348.55,22.62,350.15,0,0,0,0.057
168,770.70,183.84,773.96,185.36,0,1,0,0.054
169,355.70,341.35,358.87,342.94,0,0,0,0.055
170,47.99,477.38,51.16,479.01,0,1,0,0.057
171,205.46,420.03,208.56,421.68,0,0,0,0.056
172,441.57,463.12,444.80,464.65,0,0,0,0.054
173,470.10,513.07,473.24,514.73,0,0,0,0.057
174,742.09,12.09,745.29,13.70,0,0,0,0.056
175,83.75,355.71,86.88,357.21,0,0,0,0.051
176,198.27,284.18,201.45,285.85,0,0,0,0.058
177,641.90,520.34,645.12,521.94,0,0,0,0.057
178,362.75,62.24,365.85,63.86,0,0,0,0.055
179,534.52,384.27,537.69,385.85,0,0,0,0.055
180,248.32,176.67,251.49,178.21,0,0,0,0.053
181,33.59,126.67,36.84,128.21,0,1,1,0.055
182,627.63,47.90,630.85,49.53,0,1,0,0.058
183,119.59,391.48,122.78,392.98,0,0,0,0.052
184,55.08,169.51,58.38,171.10,0,0,1,0.057
185,55.01,319.87,58.13,321.54,0,0,0,0.057
186,548.97,491.64,552.18,493.28,0,0,0,0.058
187,842.25,520.27,845.49,521.88,0,0,0,0.057
188,155.32,305.64,158.61,307.27,0,0,0,0.058
189,205.40,105.15,208.54,106.70,0,0,1,0.053
190,642.01,255.40,645.17,256.96,0,1,0,0.054
191,663.36,155.23,666.64,156.93,0,0,0,0.061
192,742.21,341.27,745.35,342.87,0,0,0,0.055
193,241.24,248.33,244.51,249.96,0,0,0,0.058
194,420.03,434.34,423.14,435.91,0,0,0,0.053
195,498.78,26.42,501.96,28.06,0,0,0,0.057
196,556.15,448.77,559.39,450.43,0,0,0,0.059
197,520.33,341.30,523.56,342.82,0,1,0,0.054
198,105.13,391.37,108.37,393.07,0,1,0,0.06
199,541.81,83.78,544.99,85.46,0,0,0,0.058
200,777.92,305.51,781.05,307.05,0,0,0,0.053
201,12.23,219.67,15.52,221.27,0,0,0,0.058
202,849.56,176.84,852.66,178.50,0,0,0,0.056
203,498.88,491.70,502.18,493.31,0,0,0,0.058
204,83.69,241.12,86.96,242.69,0,0,1,0.056
205,756.42,69.32,759.58,70.97,0,0,0,0.057
206,756.50,40.69,759.61,42.33,0,0,0,0.056
207,706.36,520.25,709.61,521.91,0,0,0,0.059
208,19.35,55.05,22.62,56.68,0,1,0,0.058
209,699.17,405.71,702.35,407.24,0,0,0,0.053
210,98.10,355.64,101.26,357.23,0,0,0,0.055
211,677.83,405.74,681.09,407.31,0,0,0,0.056
212,656.26,513.23,659.52,514.88,0,0,0,0.059
213,634.71,112.34,637.94,113.98,0,0,0,0.058
214,699.23,26.55,702.47,28.20,0,0,0,0.058
215,133.87,155.20,137.05,156.70,0,0,1,0.053
216,591.90,420.08,595.12,421.70,0,0,0,0.057
217,563.16,520.32,566.37,521.87,0,0,0,0.054
218,606.15,98.13,609.39,99.74,0,0,0,0.057
219,176.67,355.64,179.79,357.16,0,1,0,0.052
220,370.02,477.41,373.26,478.92,0,0,0,0.054
221,527.49,506.03,530.60,507.53,0,1,0,0.051
222,641.89,370.01,645.18,371.53,0,0,0,0.055
223,191.01,470.14,194.24,471.68,0,0,0,0.055
224,276.96,62.25,280.20,63.80,0,1,0,0.055
225,827.99,305.52,831.11,307.11,0,0,0,0.054
226,699.16,520.36,702.43,521.87,0,0,0,0.054
227,699.30,470.28,702.57,471.88,0,0,0,0.057
228,5.05,4.92,8.21,6.56,0,0,0,0.057
229,126.67,19.24,129.90,20.78,0,0,0,0.054
230,684.94,312.73,688.19,314.25,0,0,0,0.054
231,69.41,298.38,72.55,300.03,0,1,0,0.057
232,62.19,312.81,65.31,314.44,0,0,0,0.056
233,799.34,498.72,802.53,500.33,0,1,0,0.056
234,40.71,212.62,43.96,214.20,0,0,1,0.056
235,548.86,5.07,552.13,6.60,0,0,0,0.055
236,334.13,176.79,337.34,178.44,0,0,0,0.058
237,47.99,40.86,51.25,42.50,0,0,0,0.058
238,448.73,226.89,451.96,228.45,0,0,0,0.055
239,98.07,341.33,101.18,342.85,0,0,0,0.052
240,613.22,298.51,616.49,300.12,0,1,0,0.057
241,305.56,305.59,308.85,307.26,0,0,0,0.06
242,828.12,126.71,831.40,128.38,0,0,0,0.06
243,813.66,198.25,816.91,199.78,0,0,0,0.054
244,620.51,498.87,623.69,500.55,0,0,0,0.059
245,191.01,76.52,194.18,78.19,0,0,0,0.058
246,226.91,155.34,230.08,156.94,0,0,1,0.056
247,90.83,276.90,93.99,278.44,0,1,0,0.053
248,191.16,255.52,194.36,257.13,0,1,1,0.057
249,470.09,198.15,473.27,199.69,0,0,0,0.054
250,505.89,69.37,509.08,71.06,0,0,0,0.059
251,248.24,255.48,251.50,257.12,0,0,0,0.058
252,241.17,191.17,244.37,192.86,0,0,0,0.059
253,212.63,341.41,215.88,342.94,0,0,0,0.055
254,727.92,334.27,731.17,335.88,0,0,0,0.057
255,513.20,234.03,516.41,235.58,0,0,0,0.054
256,520.32,305.54,523.43,307.15,0,0,0,0.055
257,827.97,26.48,831.12,28.03,0,1,0,0.054
258,577.47,491.65,580.68,493.22,0,0,0,0.055
259,391.53,76.53,394.72,78.12,0,1,0,0.055
260,641.94,491.61,645.15,493.28,0,1,0,0.058
261,226.80,448.78,230.09,450.39,0,0,0,0.058
262,541.69,269.88,544.83,271.48,0,0,0,0.055
263,47.96,83.64,51.12,85.28,0,0,0,0.057
264,555.99,90.87,559.10,92.47,0,0,0,0.054
265,677.65,5.00,680.78,6.60,0,0,0,0.055
266,90.97,370.08,94.11,371.66,0,0,0,0.054
267,505.92,205.49,509.17,206.99,0,0,0,0.053
268,663.34,491.68,666.48,493.26,0,0,0,0.054
269,112.31,448.67,115.50,450.32,0,1,0,0.057
270,305.57,377.24,308.69,378.92,0,1,0,0.057
271,234.00,105.25,237.22,106.78,0,0,1,0.054
272,119.56,19.41,122.79,21.09,0,0,0,0.059
273,348.48,47.86,351.59,49.45,0,0,0,0.054
274,749.23,470.11,752.44,471.78,0,0,0,0.058
275,169.56,427.21,172.80,428.80,0,0,0,0.056
276,62.29,491.59,65.52,493.16,0,0,0,0.056
277,126.59,498.85,129.86,500.37,0,0,0,0.054
278,792.20,291.23,795.40,292.91,0,0,0,0.059
279,541.77,176.71,544.88,178.21,0,0,0,0.051
280,813.81,262.62,816.97,264.20,0,0,0,0.055
281,198.14,448.79,201.38,450.48,0,1,0,0.06
282,613.34,83.69,616.53,85.37,0,0,0,0.059
283,484.41,47.86,487.55,49.51,0,1,0,0.057
284,462.97,470.12,466.19,471.81,0,0,0,0.059
285,534.60,441.57,537.85,443.21,0,0,0,0.058
286,684.97,226.86,688.08,228.55,0,0,0,0.057
287,12.20,62.20,15.50,63.80,0,0,0,0.058
288,627.73,434.49,630.92,436.02,0,1,0,0.053
289,420.07,98.04,423.36,99.68,0,1,0,0.059
290,670.66,434.39,673.88,435.93,0,1,0,0.054
291,162.54,291.24,165.79,292.87,0,0,0,0.058
292,577.46,405.68,580.67,407.27,0,0,0,0.056
293,548.94,276.94,552.16,278.58,0,0,0,0.058
294,756.38,219.66,759.57,221.29,0,0,0,0.057
295,69.42,205.32,72.60,206.92,0,0,1,0.056
296,820.82,212.49,824.11,214.13,0,0,0,0.059
297,105.22,105.24,108.41,106.82,0,0,1,0.055
298,505.99,420.06,509.27,421.57,0,1,0,0.054
299,484.43,126.72,487.64,128.40,0,0,0,0.059
300,756.39,212.55,759.67,214.12,0,0,0,0.056
301,813.71,19.22,816.96,20.82,0,0,0,0.057
302,756.45,341.41,759.73,342.95,0,0,0,0.055
303,47.96,441.60,51.16,443.16,0,0,0,0.054
304,735.07,12.19,738.33,13.77,0,0,0,0.056
305,842.25,198.18,845.51,199.83,0,0,0,0.059
306,513.05,262.59,516.15,264.12,0,0,0,0.052
307,420.12,148.23,423.30,149.82,0,1,0,0.055
308,799.31,319.98,802.42,321.61,0,0,0,0.056
309,148.15,112.38,151.32,114.00,0,0,1,0.056
310,284.12,205.32,287.39,206.90,0,0,0,0.056
311,477.32,183.92,480.56,185.54,0,1,0,0.057
312,484.45,427.27,487.62,428.79,0,0,0,0.053
313,248.41,248.32,251.69,249.96,0,0,0,0.058
314,563.22,441.60,566.35,443.22,0,1,0,0.056
315,534.63,348.50,537.77,350.00,0,0,0,0.052
316,448.64,391.38,451.81,393.01,0,0,0,0.057
317,763.57,191.07,766.70,192.58,0,1,0,0.052
318,48.03,484.57,51.16,486.21,0,0,0,0.056
319,327.07,298.49,330.22,300.18,0,0,0,0.058
320,813.76,348.54,817.05,350.06,0,1,0,0.054
321,820.80,448.65,824.09,450.26,0,0,0,0.058
322,599.10,355.62,602.21,357.28,0,0,0,0.057
323,584.63,233.92,587.80,235.51,0,1,0,0.055
324,470.16,341.42,473.41,342.94,0,0,0,0.054
325,405.76,255.53,408.87,257.14,0,0,0,0.055
326,463.02,448.76,466.17,450.34,0,0,0,0.055
327,334.29,98.04,337.41,99.57,0,0,0,0.052
328,55.16,83.75,58.35,85.32,0,0,0,0.055
329,563.17,26.57,566.28,28.24,0,1,0,0.057
330,842.39,19.36,845.63,21.04,0,0,0,0.059
331,599.05,427.25,602.21,428.76,0,0,0,0.052
332,441.47,377.23,444.73,378.87,0,0,0,0.058
333,33.58,62.21,36.72,63.89,0,0,0,0.058
334,649.18,12.25,652.44,13.82,0,0,0,0.056
335,83.78,26.54,86.96,28.15,0,0,0,0.056
336,334.22,191.08,337.41,192.64,0,0,0,0.055
337,241.10,327.10,244.33,328.68,0,0,0,0.056
338,548.82,248.32,552.12,249.99,0,0,0,0.06
339,183.93,148.12,187.18,149.71,0,0,1,0.057
340,462.99,62.22,466.14,63.76,0,0,0,0.053
341,527.37,155.34,530.61,156.96,0,0,0,0.057
342,427.33,248.29,430.55,249.99,0,0,0,0.06
343,649.20,276.97,652.48,278.66,0,0,0,0.061
344,806.48,90.95,809.66,92.59,0,0,0,0.057
345,47.90,262.59,51.10,264.26,0,0,1,0.058
346,670.57,133.76,673.76,135.27,0,0,0,0.053
347,405.82,198.29,408.96,199.85,0,0,0,0.054
348,47.95,520.33,51.09,522.03,0,0,0,0.058
349,756.46,76.58,759.59,78.12,0,0,0,0.053
350,291.25,162.40,294.43,163.96,0,0,0,0.054
351,591.91,427.26,595.18,428.81,0,0,0,0.056
352,713.46,119.56,716.69,121.07,0,0,0,0.053
353,541.75,319.87,544.92,321.50,0,0,0,0.056
354,470.09,291.34,473.34,292.93,0,1,0,0.056
355,48.00,90.86,51.16,92.53,0,0,1,0.058
356,513.03,370.06,516.21,371.72,0,0,0,0.058
357,477.34,305.53,480.55,307.22,0,0,0,0.059
358,262.72,262.56,266.00,264.12,0,0,0,0.056
359,663.38,448.65,666.62,450.33,0,0,0,0.059
360,341.30,69.37,344.42,71.03,0,0,0,0.057
361,727.90,491.63,731.15,493.19,0,1,0,0.055
362,19.34,126.73,22.48,128.28,0,1,0,0.053
363,706.42,441.62,709.70,443.28,0,0,0,0.059
364,33.64,4.94,36.78,6.60,0,0,0,0.057
365,83.73,319.84,86.96,321.40,0,0,0,0.055
