,tl_x,tl_y,br_x,br_y,type,side,step,time
0,9.00,487.00,14.00,492.00,2,0,0,0.25
1,90.22,360.55,93.38,365.05,0,0,1,0.156
2,237.09,203.55,243.54,211.63,0,0,0,0.545
3,190.20,360.10,194.25,371.22,0,0,0,0.484
4,80.85,460.23,120.86,485.03,0,0,1,9.995
5,204.21,409.91,206.77,413.13,0,1,0,0.092
6,300.56,230.90,313.48,231.94,0,1,0,0.137
7,222.76,212.73,223.57,214.33,0,0,0,0.018
8,210.66,370.27,211.81,384.27,0,1,0,0.203
9,210.88,290.56,215.79,296.33,0,1,0,0.301
10,230.95,192.94,234.12,195.41,0,0,0,0.086
11,314.18,154.44,316.12,155.78,0,0,0,0.03
12,181.33,183.53,183.86,186.66,0,0,0,0.089
13,205.47,224.27,206.68,225.33,0,0,0,0.016
14,61.29,362.68,62.98,363.97,0,1,1,0.026
15,83.75,350.11,89.52,355.02,0,0,1,0.298
16,163.11,279.59,165.10,280.90,0,0,0,0.03
17,260.15,300.19,283.60,340.25,0,0,0,9.514
18,312.20,157.31,315.35,161.76,0,0,0,0.154
19,157.32,349.75,160.62,354.15,0,0,0,0.158
20,170.39,30.10,173.53,32.55,0,0,0,0.084
21,143.52,427.07,145.17,427.82,0,0,0,0.015
22,280.90,137.97,282.55,141.08,0,0,0,0.061
23,281.11,296.72,281.61,297.64,0,0,0,0.007
24,191.21,228.02,201.54,229.40,0,0,0,0.147
25,205.01,178.66,205.51,179.65,0,0,0,0.008
26,0.55,60.27,1.05,61.25,0,0,0,0.008
27,202.17,279.56,205.29,282.07,0,0,0,0.086
28,289.90,321.04,290.40,322.07,0,0,0,0.008
29,285.68,140.03,287.64,141.20,0,0,0,0.026
30,330.73,170.78,338.72,177.19,0,0,0,0.531
31,184.06,382.53,184.96,383.05,0,0,0,0.006
32,287.94,312.34,292.97,318.05,0,0,0,0.304
33,211.36,275.25,217.95,283.23,0,0,0,0.55
34,228.44,321.77,233.38,327.47,0,0,0,0.299
35,285.05,175.78,286.03,176.34,0,0,0,0.007
36,187.41,347.99,188.15,349.56,0,0,0,0.016
37,299.36,140.33,300.45,140.83,0,1,0,0.007
38,176.38,387.20,186.63,393.00,0,1,0,0.612
39,215.63,226.37,216.13,227.32,0,0,0,0.008
40,230.47,370.84,242.09,372.69,0,0,0,0.221
41,300.17,420.54,300.71,421.45,0,0,0,0.008
42,40.48,260.20,44.96,263.41,0,0,0,0.153
43,245.20,249.55,248.42,254.00,0,0,0,0.157
44,50.35,240.26,56.91,248.21,0,1,0,0.545
45,80.67,50.82,83.82,52.45,0,0,0,0.056
46,202.73,205.96,205.83,210.38,0,0,0,0.15
47,190.42,40.77,191.43,49.40,0,0,0,0.113
48,242.09,296.33,242.93,298.00,0,0,0,0.019
49,300.11,260.92,303.24,262.55,0,0,0,0.056
50,76.80,390.56,78.44,393.67,0,0,1,0.06
