,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,303.5,20.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,285.665,28.01,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[80, 140, 109, 7, 128, 160, 204, 196, 202"]
2,236.935,26.6,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[59, 30, 139, 187, 224, 134, 214, 190, 186, 86, 99"]
3,192.255,27.09,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[102, 168, 146, 6, 46, 161, 194, 227"]
4,141.155,28.575,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[154, 97, 1, 112, 215, 124, 73, 94, 206, 19, 209, 61"]
5,89.48,21.46,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[222, 118, 22, 58, 20, 57, 95, 53, 164, 228, 207, 43"]
6,30.045,29.965,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[205, 141, 114, 38, 5, 23, 197, 120, 184, 76, 13, 28, 77, 4, 138, 212, 115"]
7,24.375,87.8,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[163, 69, 50, 157, 208, 178, 48, 230, 225, 83, 166, 129, 105"]
8,79.15,81.455,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[78, 111, 211, 96, 65, 131, 176, 149, 142"]
9,130.735,87.535,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[172, 188, 91, 179, 153, 145, 185, 213"]
10,186.525,78.185,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[171, 144, 16, 18, 232, 200, 37, 52, 26, 64, 132"]
11,227.285,86.325,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[126, 180, 119, 39"]
12,280.455,97.715,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[66, 158, 201, 199, 170, 226"]
13,267.865,144.02,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[116, 14, 88, 75, 34, 56, 92, 133"]
14,282.07,166.16,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[45, 100, 148, 117, 90, 182, 162, 181"]
15,277.32,226.37,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[55, 42, 123, 71, 11, 35, 82"]
16,226.85,209.19,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[60, 135, 155, 231, 150, 125, 233"]
17,180.89,207.59,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[223, 98, 10, 21, 220, 156, 147"]
18,141.145,206.815,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[137, 103, 32, 29, 218, 9, 24, 175"]
19,86.82,217.18,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[40, 189, 17, 108, 44, 93"]
20,26.77,206.945,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[70, 121, 127, 229, 183, 25, 173, 122, 221, 63, 101, 107, 159"]
21,20.815,160.665,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[106, 15, 167, 2, 31, 130, 143, 234"]
22,37.655,140.065,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[174, 217, 136, 210, 81, 191, 110, 216"]
23,97.16,152.46,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[104, 79, 47, 177, 49, 192, 198"]
24,146.965,146.92,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[87, 67, 113, 54, 41, 203, 195, 3, 85, 72, 8, 12"]
25,208.465,149.16,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[193, 68, 62, 74, 152, 27, 33, 151, 84, 169, 219, 89, 165, 51, 36"]
