,tl_x,tl_y,br_x,br_y,type,side,step,time
0,651.00,11.00,656.00,16.00,2,0,0,0.25
1,563.21,407.34,566.56,413.85,1,0,0,0.218
2,126.06,403.49,138.40,411.80,1,0,0,1.025
3,110.10,610.36,154.72,658.04,0,0,0,21.418
4,260.67,730.61,261.17,731.54,0,0,1,0.007
5,0.31,700.38,6.41,705.28,0,0,0,0.314
6,630.29,670.78,633.48,675.36,0,0,0,0.16
7,460.77,50.74,465.82,56.46,0,0,0,0.306
8,45.24,25.38,53.18,31.79,0,0,0,0.528
9,420.27,140.62,445.64,180.66,0,0,0,10.278
10,390.31,220.63,393.44,222.30,0,0,0,0.057
11,460.29,520.35,502.24,561.07,0,0,0,17.204
12,180.70,380.25,185.02,381.28,0,0,0,0.048
13,328.55,563.91,329.05,564.94,0,0,0,0.008
14,600.89,310.83,611.20,312.44,0,0,0,0.171
15,600.94,950.07,602.11,955.62,0,0,0,0.082
16,500.37,580.30,500.87,581.38,0,0,0,0.009
17,140.92,170.09,150.16,171.19,0,0,0,0.105
18,440.07,710.32,445.16,716.11,0,0,1,0.312
19,0.50,930.84,3.79,932.40,0,0,0,0.056
20,466.30,755.81,468.89,759.01,0,0,1,0.092
21,110.72,20.54,115.22,23.82,0,0,0,0.157
22,437.10,816.13,438.70,819.24,0,0,1,0.059
23,70.76,750.58,77.18,758.60,0,0,0,0.539
24,80.82,270.32,86.42,272.02,0,0,0,0.1
25,520.68,890.59,523.98,893.03,0,0,0,0.088
26,200.49,280.57,202.15,281.34,0,0,0,0.015
27,482.48,719.52,488.97,727.43,0,0,1,0.537
28,536.14,443.72,540.68,446.84,0,0,0,0.151
29,568.47,83.38,569.56,87.07,0,0,0,0.051
30,410.12,350.75,415.17,356.52,0,0,0,0.309
31,610.40,650.73,611.57,652.67,0,0,0,0.029
32,600.07,830.64,609.47,832.91,0,1,0,0.22
33,600.05,880.31,603.30,884.73,0,0,0,0.157
34,240.23,490.14,241.89,492.61,0,0,0,0.048
35,464.51,751.81,466.03,752.60,0,0,1,0.014
36,560.52,430.72,563.77,433.19,0,0,0,0.088
37,400.73,500.23,407.16,508.23,0,0,0,0.538
38,70.19,390.23,75.97,395.31,0,0,0,0.309
39,210.23,190.48,218.23,196.97,0,0,0,0.539
40,600.06,560.49,601.22,565.90,0,0,0,0.079
41,582.67,85.07,585.89,87.53,0,1,0,0.087
42,554.50,461.91,557.68,463.52,0,1,0,0.056
43,580.84,810.62,586.63,815.57,0,1,0,0.301
44,330.08,60.33,331.18,60.83,0,0,0,0.007
45,530.23,710.71,534.70,713.99,0,0,0,0.156
46,430.57,710.44,435.11,713.59,0,0,1,0.152
47,174.08,829.87,175.42,831.80,0,0,0,0.032
48,530.51,810.26,533.63,814.82,0,0,0,0.156
49,370.61,460.34,382.40,467.66,0,1,0,0.885
50,151.52,561.22,152.02,562.17,0,1,0,0.008
51,298.63,546.35,299.63,553.43,0,1,0,0.092
52,351.30,400.94,352.06,402.52,0,0,0,0.017
53,580.65,110.18,583.06,121.07,0,1,0,0.295
54,630.44,920.56,633.02,934.45,0,0,0,0.4
55,390.86,580.93,415.14,639.14,0,0,1,14.308
56,640.83,110.87,650.65,122.72,0,0,0,1.199
57,20.55,440.54,21.59,441.06,0,1,0,0.007
58,140.83,660.45,143.74,662.54,0,0,0,0.067
59,620.57,670.76,621.75,672.82,0,0,0,0.03
60,640.35,170.51,641.57,172.47,0,0,0,0.03
61,500.07,190.76,501.72,194.03,0,0,0,0.064
62,320.61,300.62,326.38,305.64,0,0,0,0.305
63,470.45,850.51,472.00,851.26,0,1,1,0.014
64,370.82,880.22,371.35,881.26,0,0,0,0.009
65,213.88,412.51,217.08,414.08,0,0,0,0.055
66,360.35,860.61,363.47,865.07,0,0,0,0.153
67,0.08,500.71,1.70,503.82,0,0,0,0.06
68,327.93,77.40,331.11,81.90,0,0,0,0.157
69,490.58,70.10,491.08,71.11,0,0,0,0.008
70,41.83,14.67,42.93,20.12,0,0,0,0.076
71,362.83,409.36,365.96,411.92,0,0,0,0.088
72,460.58,950.17,461.75,952.10,0,0,0,0.028
73,610.18,70.81,613.37,75.25,0,0,0,0.155
74,585.19,456.21,586.13,456.71,0,0,0,0.006
75,40.84,890.37,41.75,890.87,0,0,0,0.006
76,600.09,850.22,604.56,853.46,0,0,0,0.155
77,370.31,384.05,376.84,391.99,0,0,0,0.542
78,560.46,510.31,569.76,516.42,0,0,0,0.587
79,630.34,940.08,631.37,940.66,0,0,0,0.008
80,420.48,610.37,422.10,611.18,0,0,0,0.016
81,60.58,400.14,61.17,401.06,0,0,0,0.008
82,470.30,110.82,473.54,113.25,0,1,0,0.086
83,130.51,550.15,135.63,560.08,0,1,0,0.538
84,320.59,480.44,323.74,483.01,0,1,0,0.089
85,240.12,680.54,241.30,682.55,0,0,1,0.03
86,490.10,430.08,498.08,436.60,0,0,0,0.54
87,50.77,160.07,54.05,162.53,0,0,0,0.088
88,380.24,720.47,394.66,721.89,0,0,1,0.209
89,100.76,950.79,103.94,953.36,0,0,0,0.089
90,456.96,386.04,471.62,391.82,0,1,0,0.865
91,450.76,310.42,455.28,312.82,0,0,0,0.116
92,540.26,20.93,542.66,24.14,0,1,0,0.087
93,407.74,396.78,412.79,402.47,0,0,0,0.304
94,385.36,357.57,391.88,365.61,0,1,0,0.548
95,350.08,418.01,355.86,422.96,0,0,0,0.301
96,180.76,40.61,181.64,42.18,0,0,0,0.019
97,48.68,485.15,55.28,493.25,0,0,0,0.559
98,590.60,430.74,595.15,433.96,0,0,0,0.156
99,560.94,150.28,569.00,156.82,0,0,0,0.547
100,520.81,250.38,522.07,252.17,0,0,0,0.028
101,90.70,0.77,92.35,4.02,0,0,0,0.063
102,310.29,860.66,313.44,865.09,0,1,1,0.153
103,206.37,432.77,207.98,433.49,0,1,0,0.014
104,260.29,860.65,262.84,863.88,0,0,1,0.092
105,43.55,8.98,46.80,13.50,0,0,0,0.16
106,30.43,920.74,32.39,922.06,0,0,0,0.03
107,390.30,0.86,392.21,2.06,0,0,0,0.027
108,448.01,736.57,453.11,742.35,0,0,1,0.312
109,80.13,710.20,81.76,713.42,0,1,0,0.062
110,447.16,748.01,452.81,752.99,0,0,1,0.296
111,387.29,385.02,388.15,386.59,0,1,0,0.018
112,367.51,385.99,368.01,387.01,0,1,0,0.008
113,610.45,520.86,612.19,530.68,0,0,0,0.2
114,430.24,380.37,430.74,381.46,0,1,0,0.009
115,604.36,470.73,607.56,472.34,0,1,0,0.056
116,580.46,680.35,583.73,684.76,0,1,0,0.157
117,15.50,482.03,17.40,483.31,0,0,0,0.028
118,140.22,940.67,145.97,945.58,0,0,0,0.297
119,351.81,397.48,354.95,399.92,0,0,0,0.084
120,390.64,670.13,400.50,673.54,0,0,1,0.346
121,300.36,290.20,301.39,296.70,0,0,0,0.086
122,0.49,680.52,5.83,690.03,0,0,0,0.536
123,270.73,550.91,271.90,552.89,0,0,0,0.029
124,330.76,170.87,335.25,174.02,0,0,0,0.151
125,400.59,490.89,402.52,492.13,0,0,0,0.028
126,230.09,40.66,239.15,43.71,0,0,0,0.285
127,580.15,850.72,586.72,858.78,0,0,0,0.554
128,520.46,870.35,522.37,871.60,0,0,0,0.028
129,230.40,870.76,231.92,873.93,0,0,1,0.058
130,340.24,230.61,393.84,283.12,0,0,0,28.303
131,316.16,55.45,317.32,57.46,0,0,0,0.029
132,461.06,706.19,463.55,709.37,0,1,1,0.089
133,82.72,823.66,84.74,824.94,0,0,0,0.03
134,429.41,827.98,431.99,831.15,0,0,1,0.091
135,410.26,170.69,411.83,171.59,0,0,0,0.017
136,140.23,560.11,145.14,565.90,0,1,0,0.302
137,380.22,380.92,383.40,382.51,0,0,0,0.055
138,336.34,76.37,338.80,79.57,0,0,0,0.088
139,80.09,170.70,80.80,172.20,0,0,0,0.015
140,300.57,310.62,312.10,318.21,0,0,0,0.898
141,170.15,940.44,183.09,943.44,0,0,0,0.397
142,300.18,10.79,302.73,13.92,0,0,0,0.089
143,230.57,110.74,276.48,150.75,0,0,0,18.489
144,120.23,850.05,121.76,850.88,0,0,0,0.015
145,590.16,800.65,594.58,803.95,0,0,0,0.156
146,190.40,40.21,191.11,41.73,0,1,0,0.015
147,360.87,170.80,388.51,227.48,0,0,0,15.836
148,67.62,812.04,69.70,813.27,0,0,0,0.029
149,400.66,860.54,402.63,861.80,0,1,0,0.029
150,290.38,120.63,292.95,123.74,0,0,0,0.089
151,586.54,449.05,587.05,450.13,0,0,0,0.009
152,600.83,800.67,605.39,803.87,0,0,0,0.156
153,450.08,450.56,501.20,471.78,0,0,0,10.914
154,590.76,270.42,592.80,271.70,0,1,0,0.03
