,x,y,comp_idx
0,283.5,275.0,[0]
1,462.83,181.02,"[76, 106, 528, 64, 388, 123, 366, 4, 9, 6, 361]"
2,635.5,85.49000000000001,"[491, 3, 556]"
3,155.59,75.1,"[384, 55, 1]"
4,95.85,195.86,"[2, 228, 295]"
5,114.10499999999999,184.24,[75]
6,135.47,185.77,"[153, 331, 207, 462]"
7,135.88,205.23,"[399, 465, 149, 495, 480, 383]"
8,135.48000000000002,165.38,[348]
9,135.84,155.58,"[488, 401, 227, 506]"
10,155.85,145.31,"[277, 36]"
11,165.65,105.49,[442]
12,145.36,95.59,"[402, 555, 29]"
13,146.2,82.64,[307]
14,115.37,85.39,[124]
15,105.3,105.17,"[397, 128]"
16,75.25999999999999,75.06,"[505, 44]"
17,75.78,65.65,"[565, 554, 553]"
18,94.285,62.35,[20]
19,93.6,50.31,"[281, 382, 343]"
20,115.6,25.0,"[524, 249]"
21,145.32,35.22,"[94, 393]"
22,165.93,25.11,"[13, 358]"
23,215.07,25.24,"[501, 274, 101, 561, 417, 242]"
24,215.12,75.88,[474]
25,195.35,105.2,"[98, 534, 49, 99, 16]"
26,245.42,125.47,"[136, 345, 122]"
27,271.725,122.25999999999999,[195]
28,255.1,95.79,"[78, 513, 183]"
29,280.475,91.045,[496]
30,290.75,71.16,[476]
31,315.71,85.72999999999999,"[291, 411, 482, 18, 287, 223]"
32,315.22,95.91,[90]
33,305.07,115.28,"[269, 549, 530, 133, 156, 451, 73, 150, 12, 304, 479, 155, 541, 54]"
34,316.78999999999996,136.33499999999998,[297]
35,309.74,157.7,"[412, 285, 493]"
36,339.26,158.48,"[82, 325, 120, 147, 440, 214, 362, 112]"
37,346.45000000000005,144.95499999999998,[438]
38,355.025,144.98000000000002,[471]
39,359.07,140.76999999999998,"[475, 257]"
40,362.015,151.52499999999998,[87]
41,374.85,153.79000000000002,[188]
42,381.24,140.55,[26]
43,395.67,135.63,[68]
44,395.25,115.73,"[71, 413, 535, 570]"
45,405.89,105.08,[357]
46,435.92,95.74,"[461, 233, 302, 437]"
47,465.57,85.8,"[256, 286, 268, 515, 516]"
48,475.88,45.29,"[284, 154]"
49,465.66,25.12,"[445, 169]"
50,453.35,25.0,[289]
51,405.89,25.28,[174]
52,395.43,25.41,[356]
53,385.2,65.47999999999999,"[337, 244]"
54,382.47,82.33500000000001,[311]
55,371.82,93.015,[204]
56,371.495,112.25,[324]
57,334.895,116.16499999999999,[504]
58,345.32,85.47999999999999,"[19, 396, 17]"
59,345.42,75.46000000000001,[275]
60,355.9,75.33,"[115, 177]"
61,335.94,25.2,[378]
62,325.71,25.31,"[279, 231, 69, 537]"
63,275.25,35.08,"[532, 443, 142, 288, 424]"
64,248.905,158.875,[211]
65,249.55,165.535,[157]
66,245.41,165.28,"[217, 245]"
67,245.17,175.55,[562]
68,236.76,183.12,"[139, 158]"
69,222.055,184.01999999999998,[186]
70,217.95499999999998,204.115,[360]
71,212.01,215.15,[518]
72,200.905,219.63,[258]
73,185.71,227.67,"[333, 114, 400, 178, 299, 176, 406, 218, 290]"
74,183.3,215.92,[282]
75,205.03,236.92,"[148, 298]"
76,225.33,243.63,"[267, 312]"
77,236.52,239.86,[315]
78,235.47,225.37,"[41, 296]"
79,240.44,206.35,"[485, 567, 303, 81]"
80,272.26,188.95,[261]
81,272.28,182.65,"[316, 369, 179, 454, 332, 354]"
82,300.585,211.415,[126]
83,295.7,245.79,"[527, 414, 398]"
84,295.43,265.84000000000003,"[95, 138]"
85,327.25,275.0,"[171, 162, 164, 403]"
86,345.46,275.0,"[190, 338, 390, 240, 108, 478, 62]"
87,342.65999999999997,261.82,[205]
88,364.79,275.0,"[497, 564, 525, 192]"
89,385.93,265.69,"[93, 416]"
90,404.66499999999996,253.54000000000002,[35]
91,411.38,260.5,[422]
92,425.64,275.0,"[294, 33, 191, 50, 5, 91]"
93,445.61,265.73,"[32, 129]"
94,485.12,275.0,"[523, 434, 310, 30, 368]"
95,505.41,265.69,"[439, 503, 529, 572, 166, 340, 80]"
96,530.5350000000001,257.805,[466]
97,532.69,267.685,[202]
98,563.35,259.49,"[363, 319, 203, 355, 380, 464, 486]"
99,575.24,255.87,[460]
100,566.3399999999999,275.0,[196]
101,601.12,251.57999999999998,[57]
102,585.92,235.5,"[160, 264]"
103,595.49,225.07,[339]
104,575.3,195.17,"[209, 489, 425]"
105,561.46,210.78,[452]
106,539.565,236.085,[273]
107,510.47,222.0,"[42, 571]"
108,505.13,205.12,"[216, 544, 187, 293, 313, 444, 301, 308, 457, 224]"
109,516.22,205.08,"[111, 130]"
110,517.23,183.66,"[477, 404]"
111,487.03,197.815,[248]
112,481.41999999999996,181.765,[215]
113,462.75,192.88,"[103, 59]"
114,464.59,205.75,[266]
115,461.03,210.68,[79]
116,455.74,215.58,"[300, 441, 494]"
117,440.63,181.325,[61]
118,465.36,165.87,"[276, 539, 419, 283, 350, 86, 45, 533, 263, 239, 170, 132]"
119,475.69,155.17,"[405, 206, 116, 104, 483, 351]"
120,492.63,159.435,[107]
121,515.05,145.13,"[110, 226, 88]"
122,531.63,121.685,[92]
123,516.05,109.78,"[459, 318, 370, 252, 131, 234, 66, 469, 210, 182, 175]"
124,525.5799999999999,85.24000000000001,"[77, 53, 253, 540, 453, 374, 359]"
125,535.38,85.28,"[326, 514]"
126,542.385,61.900000000000006,[557]
127,551.235,62.81,[193]
128,561.14,70.795,[481]
129,571.0899999999999,71.49000000000001,[428]
130,565.81,85.63,"[25, 83, 255]"
131,585.36,95.36,"[450, 456, 371]"
132,601.845,81.92,[449]
133,601.185,112.025,[272]
134,611.855,114.965,[251]
135,625.27,105.64,"[51, 421, 502, 522]"
136,646.0,105.42,"[431, 85]"
137,635.39,135.70999999999998,"[386, 426, 212]"
138,625.34,135.44,"[14, 542, 23, 566]"
139,646.0,155.46,[407]
140,646.0,180.81,[423]
141,646.0,185.63,"[58, 201, 117, 168, 96, 152, 367, 47, 84, 243, 418, 463]"
142,640.9300000000001,200.77499999999998,[321]
143,645.81,215.09,"[43, 349, 314, 219]"
144,634.815,243.33,[7]
145,645.44,255.8,"[559, 144, 161]"
146,646.0,265.05,[189]
147,625.46,275.0,"[241, 389, 498, 113]"
148,595.76,165.24,"[330, 74]"
149,585.07,145.32999999999998,[121]
150,571.995,141.835,[199]
151,555.84,145.13,"[125, 141, 447]"
152,564.1,123.535,[38]
153,516.885,66.50999999999999,[119]
154,525.45,35.62,"[327, 415, 89]"
155,535.25,25.89,[197]
156,565.48,45.21,"[100, 167]"
157,605.39,25.94,"[8, 15]"
158,632.7850000000001,25.0,[56]
159,646.0,45.480000000000004,[487]
160,390.23,165.89,[37]
161,385.53,175.41,"[467, 34, 568, 102, 409, 569]"
162,377.75,168.38,[472]
163,369.85,167.68,"[262, 24, 48, 60, 225, 546, 560, 146]"
164,367.58,211.04,"[39, 526, 46]"
165,355.1,225.72,"[181, 427, 429]"
166,361.49,241.36,[278]
167,325.33,235.91,"[135, 433]"
168,255.82,275.0,[22]
169,225.8,275.0,"[229, 335]"
170,231.37,254.44,[280]
171,179.66,265.77,"[517, 254, 520, 432, 336, 548, 511]"
172,163.06,275.0,"[21, 391]"
173,145.43,275.0,[492]
174,141.335,264.825,[145]
175,145.91,255.23,"[109, 220, 573, 387, 420, 500, 550, 547, 127, 63, 352, 436, 198, 10, 551, 67]"
176,154.91,241.27,[305]
177,123.28,263.41499999999996,[247]
178,115.56,275.0,"[341, 232, 347]"
179,104.56,259.47,[508]
180,94.545,270.6,[323]
181,85.02000000000001,259.46000000000004,[173]
182,85.05,257.38,"[159, 65, 394, 376, 381]"
183,75.03,266.3,[536]
184,50.97,252.405,[134]
185,50.28,241.775,[137]
186,61.61,233.20499999999998,[430]
187,70.13,228.105,[455]
188,70.745,220.585,[353]
189,55.19,205.8,"[236, 543, 70, 309]"
190,45.43,195.87,"[271, 470]"
191,36.935,182.9,[375]
