,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,18.0,182.0,23.0,187.0,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,90.76,10.12,92.88,11.54,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,60.73,150.4,68.56,159.17,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,80.26,130.66,86.79,141.31,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,10.63,130.35,15.17,132.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,20.11,10.88,50.77,45.84,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,100.64,170.24,107.12,172.47,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,80.24,40.21,86.89,44.56,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,30.75,170.46,34.88,178.87,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,70.15,30.09,71.34,31.81,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,110.78,0.65,122.41,13.7,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,20.25,60.89,22.1,65.49,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,110.89,110.86,121.11,119.38,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,80.71,110.58,83.99,124.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,30.63,160.32,38.91,164.67,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,20.67,0.28,23.36,8.06,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,110.23,60.48,111.36,62.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
17,name,10.84,170.46,12.77,171.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
18,name,50.6,0.17,52.42,1.79,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
19,name,90.58,30.35,91.72,31.88,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
20,name,100.36,30.51,102.9,44.62,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
21,name,100.33,130.37,107.63,139.05,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
22,name,100.06,70.21,112.17,78.37,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
23,name,100.44,150.95,103.88,162.8,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
24,name,0.52,120.27,1.57,132.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
25,name,10.9,30.71,14.43,31.77,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
26,name,60.25,90.31,61.25,103.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
27,name,10.07,140.87,11.47,143.31,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
28,name,0.33,110.54,1.42,112.51,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
29,name,20.61,90.2,23.96,99.51,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
30,name,10.34,120.76,16.13,121.78,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
31,name,50.82,90.68,52.68,102.98,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
32,name,50.72,140.12,52.95,141.28,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
33,name,70.52,100.52,71.67,101.58,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
34,name,10.55,150.21,19.82,151.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
35,name,50.14,160.29,53.47,170.13,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
36,name,110.19,120.11,111.24,128.93,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
37,name,110.88,100.72,112.48,114.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
38,name,90.43,130.16,91.45,137.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
39,name,110.11,40.85,119.04,55.14,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
40,name,40.89,110.93,42.25,116.54,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
41,name,90.53,70.47,105.4,77.15,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
42,name,10.47,40.42,20.02,42.65,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
43,name,70.66,50.06,72.34,51.07,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
44,name,40.43,120.56,52.54,121.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
45,name,0.68,160.38,9.55,172.29,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
46,name,30.55,140.7,42.73,143.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
47,name,50.52,30.63,56.07,42.98,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
48,name,80.61,150.55,93.61,153.15,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
49,name,40.09,30.57,45.79,36.82,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
50,name,30.88,20.72,34.4,22.31,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
51,name,20.73,100.61,25.77,102.23,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
52,name,0.65,130.13,28.62,170.41,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
53,name,30.3,130.59,37.24,131.75,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
54,name,70.22,90.64,85.14,93.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
55,name,80.62,0.18,82.11,14.73,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
56,name,80.21,30.61,81.44,40.61,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
57,name,30.31,70.31,43.85,95.72,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
58,name,0.2,20.47,2.12,21.95,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
59,name,90.42,90.52,103.79,92.16,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
60,name,60.18,30.19,68.65,32.68,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
61,name,10.23,60.9,18.66,62.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
62,name,50.78,10.86,56.45,22.02,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
63,name,90.71,100.12,94.83,101.2,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
64,name,110.11,150.11,112.75,157.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
65,name,80.62,80.09,92.87,89.72,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
66,name,40.86,50.08,42.63,51.22,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
67,name,10.7,90.29,21.18,100.17,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
68,name,100.38,90.8,102.73,94.37,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
69,name,70.12,40.72,73.2,52.86,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
70,name,30.43,50.89,33.07,64.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
71,name,70.21,60.23,100.78,84.61,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
72,name,90.71,160.2,94.22,162.92,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
73,name,80.26,60.31,88.12,62.02,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
