,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,12.5,221.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,22.195,196.715,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[46, 45, 55"]
2,16.43,157.93,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[42, 15, 71, 44, 48"]
3,35.035,131.63,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[62, 72, 69"]
4,16.595,85.21,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[68, 5, 31, 56, 59"]
5,41.835,52.82,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[30, 23, 63"]
6,16.8,41.0925,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0"],"[25, 36, 60, 52"]
7,16.8,16.3475,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0"],"[25, 43, 64, 12"]
8,61.825,11.1,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[35, 41, 70, 57"]
9,67.1375,49.2,-1,0,0,0,0,0,1,1,"[0, 0, 0"],"[53, 67, 27"]
10,99.705,49.2,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0, 0"],"[53, 4, 26, 19, 20"]
11,127.78,16.405,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[7, 37, 11"]
12,130.94,80.385,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[13, 61, 6, 8, 1, 24"]
13,129.02,115.125,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[58, 28, 38, 17"]
14,131.43,159.345,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[21, 65, 33"]
15,131.075,199.68,-1,0,0,0,0,0,0,1,"[0, 0"],"[9, 32"]
16,97.065,206.515,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[40, 16, 54"]
17,73.665,177.53,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[3, 10, 2, 50, 22"]
18,92.05,157.785,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[66, 29, 49, 51"]
19,86.62,111.185,-1,0,0,0,0,0,0,1,"[0, 0"],"[47, 39"]
20,77.01,90.36,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[18, 34, 14"]
