,name,tl_x,tl_y,br_x,br_y,step,array,type,sub_type,center,side,enable,board,offset_x,offset_y,z
0,name,12,6,17,11,1,0,7,0,0,0,1,0,0,0,0
1,name,5.98,82.13,7.5,88.67,1,0,0,0,0,0,1,0,0,0,0
2,name,50.57,83.46,51.63,97.2,1,0,0,0,0,0,1,0,0,0,0
3,name,72.25,29.31,84.54,31.94,1,0,0,0,0,0,1,0,0,0,0
4,name,72.25,57.81,86.25,67.22,1,0,0,0,0,0,1,0,0,0,0
5,name,25.9,29.54,32.01,30.77,1,0,0,0,0,0,1,0,0,0,0
6,name,4.59,63.47,6.36,64.83,1,0,0,0,0,0,1,0,0,0,0
7,name,72.25,69.93,73.54,78.7,1,0,0,0,0,0,1,0,0,0,0
8,name,45.66,43.11,51.23,55.64,1,0,0,0,0,0,1,0,0,0,0
9,name,30.62,110.63,32.11,124.52,1,0,0,0,0,0,1,0,0,0,0
10,name,0,43.68,1.27,45.41,1,0,0,0,0,0,1,0,0,0,0
11,name,39.83,71.55,42.22,79.61,1,0,0,0,0,0,1,0,0,0,0
12,name,0,59.65,1.01,65.37,1,0,0,0,0,0,1,0,0,0,0
13,name,44.36,60.04,49.34,68.18,1,0,0,0,0,0,1,0,0,0,0
14,name,13.28,48.44,20.51,49.73,1,0,0,0,0,0,1,0,0,0,0
15,name,53.57,47.6,54.59,55.05,1,0,0,0,0,0,1,0,0,0,0
16,name,48.79,33.66,50.31,38.64,1,0,0,0,0,0,1,0,0,0,0
17,name,46.98,40.12,61.96,41.62,1,0,0,0,0,0,1,0,0,0,0
18,name,38.37,77.99,39.49,89.4,1,0,0,0,0,0,1,0,0,0,0
19,name,23.36,71.23,35.94,72.4,1,0,0,0,0,0,1,0,0,0,0
20,name,7.76,116,9.49,123.75,1,0,0,0,0,0,1,0,0,0,0
21,name,0,101.65,14.49,102.97,1,0,0,0,0,0,1,0,0,0,0
22,name,72.25,35.7,78.99,49.15,1,0,0,0,0,0,1,0,0,0,0
23,name,34.27,21.13,40.53,31.09,1,0,0,0,0,0,1,0,0,0,0
24,name,61.73,31.86,70.12,32.87,1,0,0,0,0,0,1,0,0,0,0
25,name,49.56,78.39,64.12,80.98,1,0,0,0,0,0,1,0,0,0,0
26,name,24.71,111.61,26.29,115.57,1,0,0,0,0,0,1,0,0,0,0
27,name,36.9,115,38.31,125.46,1,0,0,0,0,0,1,0,0,0,0
28,name,10.65,10.41,12.15,21.29,1,0,0,0,0,0,1,0,0,0,0
29,name,0,72.33,1.05,82.92,1,0,0,0,0,0,1,0,0,0,0
30,name,52,116,53.34,120.99,1,0,0,0,0,0,1,0,0,0,0
31,name,9.67,53.5,10.68,55.1,1,0,0,0,0,0,1,0,0,0,0
32,name,19.21,81.53,30.19,94.33,1,0,0,0,0,0,1,0,0,0,0
33,name,72.25,91.94,73.5,95.82,1,0,0,0,0,0,1,0,0,0,0
34,name,46.29,0,50.03,7.28,1,0,0,0,0,0,1,0,0,0,0
35,name,56.97,64,58.74,68.77,1,0,0,0,0,0,1,0,0,0,0
36,name,33.67,104.53,38.19,105.63,1,0,0,0,0,0,1,0,0,0,0
37,name,22.26,60.39,23.75,63.19,1,0,0,0,0,0,1,0,0,0,0
38,name,72.25,97.3,77.43,98.59,1,0,0,0,0,0,1,0,0,0,0
39,name,20.92,53.08,25.17,59.12,1,0,0,0,0,0,1,0,0,0,0
40,name,34.27,78.49,36.63,82.11,1,0,0,0,0,0,1,0,0,0,0
41,name,0,116,6.68,124.04,1,0,0,0,0,0,1,0,0,0,0
42,name,10.26,90.73,19,95.85,1,0,0,0,0,0,1,0,0,0,0
43,name,68.88,3.99,70.18,4.99,1,0,0,0,0,0,1,0,0,0,0
44,name,63.71,54.5,67.23,58.99,1,0,0,0,0,0,1,0,0,0,0
45,name,50.63,34.24,51.91,36.08,1,0,0,0,0,0,1,0,0,0,0
46,name,10.32,120.37,21.65,125.3,1,0,0,0,0,0,1,0,0,0,0
47,name,24.32,100,28.63,103.23,1,0,0,0,0,0,1,0,0,0,0
48,name,26.03,116,29.98,124.71,1,0,0,0,0,0,1,0,0,0,0
49,name,60.34,0.32,61.34,13.94,1,0,0,0,0,0,1,0,0,0,0
50,name,19.62,32.82,20.66,34.31,1,0,0,0,0,0,1,0,0,0,0
51,name,44.26,96.54,45.36,98.36,1,0,0,0,0,0,1,0,0,0,0
52,name,7.82,70.42,9.55,76.3,1,0,0,0,0,0,1,0,0,0,0
53,name,0,25.43,1.48,28.96,1,0,0,0,0,0,1,0,0,0,0
54,name,56.63,49.37,57.75,53.13,1,0,0,0,0,0,1,0,0,0,0
55,name,43.79,115.1,49.8,116.33,1,0,0,0,0,0,1,0,0,0,0
56,name,55.05,24.99,57.29,26.36,1,0,0,0,0,0,1,0,0,0,0
57,name,10.11,60.87,11.54,61.87,1,0,0,0,0,0,1,0,0,0,0
58,name,57.21,33.39,69.72,35.21,1,0,0,0,0,0,1,0,0,0,0
59,name,2.7,59.68,15.86,60.84,1,0,0,0,0,0,1,0,0,0,0
60,name,72.25,12.52,79.45,26.07,1,0,0,0,0,0,1,0,0,0,0
61,name,15.1,64.06,16.1,65.53,1,0,0,0,0,0,1,0,0,0,0
62,name,68.53,116,82.38,117.41,1,0,0,0,0,0,1,0,0,0,0
63,name,70.52,47.93,71.62,54.22,1,0,0,0,0,0,1,0,0,0,0
64,name,10.35,68.29,21.42,74.88,1,0,0,0,0,0,1,0,0,0,0
65,name,27.48,44.4,30.75,46.28,1,0,0,0,0,0,1,0,0,0,0
66,name,61.6,99.33,70.87,100.53,1,0,0,0,0,0,1,0,0,0,0
67,name,57.66,18.56,58.73,29.81,1,0,0,0,0,0,1,0,0,0,0
68,name,68.09,87.39,82.36,90.19,1,0,0,0,0,0,1,0,0,0,0
69,name,34.3,116,35.91,123.89,1,0,0,0,0,0,1,0,0,0,0
70,name,41.51,81.35,43.47,83.72,1,0,0,0,0,0,1,0,0,0,0
71,name,57.54,87.15,61.36,89.39,1,0,0,0,0,0,1,0,0,0,0
72,name,30.26,80.96,31.96,86.12,1,0,0,0,0,0,1,0,0,0,0
73,name,25.1,73.52,26.11,77.12,1,0,0,0,0,0,1,0,0,0,0
74,name,9.16,104.38,10.16,111.98,1,0,0,0,0,0,1,0,0,0,0
75,name,16.34,103.62,17.82,104.97,1,0,0,0,0,0,1,0,0,0,0
76,name,60.68,120.65,62.8,121.81,1,0,0,0,0,0,1,0,0,0,0
77,name,60.32,50.92,62.36,57.23,1,0,0,0,0,0,1,0,0,0,0
78,name,60.68,20.47,67.93,21.47,1,0,0,0,0,0,1,0,0,0,0
79,name,18.32,98.11,30.11,99.16,1,0,0,0,0,0,1,0,0,0,0
80,name,72.25,1.79,73.26,2.83,1,0,0,0,0,0,1,0,0,0,0
81,name,16.81,58.14,18.11,67.59,1,0,0,0,0,0,1,0,0,0,0
82,name,18.68,115.17,20.37,116.5,1,0,0,0,0,0,1,0,0,0,0
