,x,y,type,side,board,comp_idx
0,255.43,372.5,1,0,0,[0]
1,223.04,346.335,0,0,0,"[383, 77, 352, 303, 5]"
2,218.095,295.63,0,0,0,"[393, 14, 269, 252, 156, 275, 28, 98, 178, 17, 210, 267, 313, 129, 241]"
3,236.355,247.515,0,0,0,"[139, 334, 236, 179, 330]"
4,229.675,205.55,0,0,0,"[42, 90, 421, 304]"
5,232.385,169.665,0,0,0,"[290, 294, 147, 113, 104, 327, 341, 402, 1, 119, 27, 110, 234, 142, 24]"
6,190.4,163.78,0,0,0,"[184, 362, 25, 314, 205, 302, 82, 199, 159, 177, 50, 317, 321, 182, 118, 217, 149]"
7,176.275,201.33,0,0,0,"[4, 23, 353, 405, 300, 49, 406]"
8,198.055,237.955,0,0,0,"[66, 74, 157, 400, 413, 373, 286]"
9,151.4,252.355,0,0,0,"[92, 62, 262, 361, 404]"
10,171.09,292.76,0,0,0,"[410, 170, 312, 372, 370, 197, 194, 355]"
11,175.27,342.325,0,0,0,"[240, 2, 9, 409, 16, 207, 329, 384, 390, 349, 171]"
12,121.41,339.18,0,0,0,"[154, 61, 164, 34, 160, 70, 59, 399, 161, 250]"
13,84.795,344.02,0,0,0,"[333, 356, 145, 68, 386, 297, 127, 6, 337, 407, 224, 306]"
14,127.175,295.55,0,0,0,"[69, 97, 247, 388, 76, 213, 282, 369, 332, 287, 376]"
15,90.26,290.92,0,0,0,"[169, 78, 105, 253, 123, 416, 281, 83, 343, 340, 326, 72, 242, 377, 268]"
16,55.015,277.15,0,0,0,"[138, 191, 363, 96, 418, 231, 128, 289, 173, 143, 249, 46, 175, 315]"
17,55.015,312.723,0,0,0,"[138, 109]"
18,11.375,341.315,0,0,0,"[40, 41, 335]"
19,16.0,267.435,0,0,0,"[425, 209, 273]"
20,24.625,221.035,0,0,0,"[106, 15, 208, 229, 366, 368]"
21,31.97,176.335,0,0,0,"[237, 339, 308, 132, 126, 260]"
22,83.64,171.18,0,0,0,"[221, 394, 195, 102, 99, 144, 158, 73]"
23,84.56,210.74,0,0,0,"[103, 288, 18, 64, 220, 278, 124, 146, 141]"
24,76.865,244.855,0,0,0,"[155, 107, 420, 45, 48, 266, 381, 151, 134, 162, 223, 270, 296, 417, 344, 320, 125, 8, 319, 358, 357, 54, 212, 75, 95]"
25,111.875,243.57,0,0,0,"[47, 117, 56, 153, 131, 201, 271, 13, 152]"
26,120.19,200.105,0,0,0,"[322, 188, 385, 136, 121, 295, 419, 33, 324, 298, 200, 283, 20, 318]"
27,148.33,187.37,0,0,0,[51]
28,142.44,158.47,0,0,0,"[112, 120, 225, 365, 408, 214, 232, 350, 233, 424, 359, 256, 53, 211]"
29,173.145,113.985,0,0,0,"[367, 215, 89, 254, 79, 301, 310, 391, 176, 192, 84, 291]"
30,222.39,124.51,0,0,0,"[299, 30, 364, 52, 44, 216, 379, 206, 63, 277, 311, 336, 193]"
31,230.56,77.29,0,0,0,"[342, 309, 226, 29, 26, 374, 186, 276, 392]"
32,231.755,34.665,0,0,0,"[167, 415, 222, 58, 11, 218, 293, 166, 60, 19, 135]"
33,178.525,24.76,0,0,0,"[331, 111, 292, 115, 190, 219, 274, 203, 198, 140, 43, 346, 108, 38, 91, 279, 259, 180, 360, 32, 227]"
34,189.805,69.645,0,0,0,"[71, 261, 265, 422, 351, 239, 328, 345, 130, 101]"
35,148.625,54.59,0,0,0,"[238, 3, 325, 174, 93, 371, 378, 230, 257, 189, 397, 65, 414, 348]"
36,130.035,22.98,0,0,0,"[37, 67, 36, 382, 94, 396, 137, 389, 235, 280, 284, 316, 307, 114, 323, 100, 251, 172, 165, 411]"
37,74.95,22.82,0,0,0,"[88, 187, 116, 258, 380, 168, 55]"
38,26.03,21.995,0,0,0,"[255, 245, 354, 80, 57, 263, 22, 181, 87, 86, 347, 35, 204, 246, 264]"
39,21.095,73.54,0,0,0,"[398, 305, 395, 21, 31, 183]"
40,35.325,122.535,0,0,0,"[228, 401, 12, 185, 163]"
41,82.555,131.53,0,0,0,"[243, 375, 338, 81, 285, 403]"
42,123.48,112.685,0,0,0,"[148, 133, 387, 244, 196, 272]"
43,111.41,70.9,0,0,0,"[122, 10, 7, 248]"
44,66.135,79.37,0,0,0,"[39, 412, 423, 85, 202, 150]"
