,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,303.5,20.5,2,0,0,[0]
1,1,300.405,17.425,0,0,0,"[109, 140, 80]"
2,2,267.045,30.36,0,0,0,"[204, 30, 160, 128, 7, 134]"
3,3,244.015,18.005,0,0,0,"[59, 224, 187, 139]"
4,4,246.88,42.145,0,0,0,"[186, 190, 214, 202]"
5,5,277.0,69.34,0,0,0,"[196, 158, 66, 170]"
6,6,235.985,87.41,0,0,0,"[226, 119, 39]"
7,7,196.595,88.1,0,0,0,"[26, 52, 37, 200, 132, 64]"
8,8,210.37,50.35,0,0,0,"[180, 99, 86, 6, 194, 232]"
9,9,172.12,47.63,0,0,0,"[209, 18, 171]"
10,10,187.78,11.49,0,0,0,"[146, 168, 102, 161, 46, 227]"
11,11,140.42,16.24,0,0,0,"[112, 1, 97, 154, 73, 124, 215]"
12,12,99.335,26.04,0,0,0,"[95, 20, 58, 228, 164, 53, 207, 43]"
13,13,130.825,58.505,0,0,0,"[19, 206, 94, 188, 61]"
14,14,157.825,86.56,0,0,0,"[144, 16, 179]"
15,15,146.95,116.075,0,0,0,"[72, 12, 8, 185, 213]"
16,16,119.605,100.935,0,0,0,"[142, 145, 153, 91]"
17,17,96.785,76.835,0,0,0,"[131, 65, 149, 172, 176]"
18,18,65.905,56.515,0,0,0,"[57, 115, 211]"
19,19,56.42,20.585,0,0,0,"[4, 28, 222, 22, 212, 118]"
20,20,28.965,6.54999,0,0,0,"[5, 141, 205]"
21,21,16.745,39.125,0,0,0,"[76, 184, 120, 197, 23, 38, 114, 77, 13, 138]"
22,22,16.87,75.745,0,0,0,"[69, 163, 178, 208, 157, 50, 230, 48]"
23,23,57.04,83.655,0,0,0,"[111, 78, 129, 96]"
24,24,51.985,112.165,0,0,0,"[105, 191, 81, 216, 110]"
25,25,7.98499,112.31,0,0,0,"[83, 225, 217, 166]"
26,26,18.935,147.78,0,0,0,"[167, 15, 234, 130, 210]"
27,27,47.48,167.115,0,0,0,"[31, 2, 107, 174, 143, 136]"
28,28,14.73,187.505,0,0,0,"[63, 106, 183, 229, 122, 173]"
29,29,8.73999,221.82,0,0,0,"[70, 127, 121]"
30,30,46.21,220.89,0,0,0,"[40, 221, 25, 101]"
31,31,60.76,200.33,0,0,0,"[17, 159]"
32,32,96.61,226.97,0,0,0,"[189, 108, 93]"
33,33,108.295,206.565,0,0,0,"[137, 44, 218]"
34,34,142.91,220.775,0,0,0,"[103, 9]"
35,35,166.64,217.57,0,0,0,"[223, 32, 98, 21, 29]"
36,36,160.18,185.48,0,0,0,"[175, 147, 24, 113]"
37,37,156.8,157.175,0,0,0,"[203, 54, 67, 3, 41, 85]"
38,38,120.195,157.28,0,0,0,"[47, 192, 87, 49, 195]"
39,39,82.16,146.585,0,0,0,"[79, 104, 177, 198]"
40,40,190.705,141.23,0,0,0,"[51, 165, 36]"
41,41,217.23,128.4,0,0,0,"[126, 151, 33, 152, 89, 169]"
42,42,247.23,138.885,0,0,0,"[181, 68, 62, 133, 92, 56]"
43,43,295.315,126.89,0,0,0,"[116, 199, 182, 201, 75, 88, 14]"
44,44,292.005,168.235,0,0,0,"[45, 100, 117, 162]"
45,45,266.01,186.145,0,0,0,"[90, 148]"
46,46,232.525,176.815,0,0,0,"[150, 193, 34]"
47,47,199.025,178.87,0,0,0,"[233, 125, 10, 84, 156, 220, 27, 74, 219]"
48,48,237.065,219.225,0,0,0,"[155, 135, 60, 231]"
49,49,268.555,223.975,0,0,0,"[11, 71, 35, 82]"
50,50,292.255,236.415,0,0,0,"[123, 42, 55]"
