,tl_x,tl_y,br_x,br_y,type,time
0,301.00,18.00,306.00,23.00,2,0.25
1,120.73,20.79,133.05,23.01,0,0.273504
2,30.16,170.51,41.05,173.32,0,0.30600900000000003
3,150.36,150.52,153.09,151.86,0,0.036582
4,50.88,20.17,60.00,21.34,0,0.106704
5,40.86,0.26,47.84,12.37,0,0.845278
6,200.64,30.42,214.17,38.69,0,1.118931
7,280.44,20.93,283.93,30.34,0,0.32840900000000006
8,160.33,130.78,163.21,131.94,0,0.033408
9,140.20,210.20,141.91,211.60,0,0.023939999999999996
10,190.63,190.23,191.63,197.50,0,0.0727
11,250.29,210.07,280.52,237.55,0,8.307204
12,150.29,120.42,161.77,123.82,0,0.39032000000000006
13,10.24,50.12,12.32,51.56,0,0.029952
14,280.22,130.44,281.23,143.51,0,0.132007
15,0.83,160.88,3.53,165.17,0,0.11583
16,160.51,90.80,172.19,102.43,0,1.358384
17,60.61,200.59,71.44,210.11,0,1.031016
18,180.59,50.75,183.77,64.12,0,0.425166
19,130.75,50.34,137.37,55.29,0,0.32769
20,90.46,10.40,101.51,11.44,0,0.11492000000000001
21,170.43,200.51,180.65,207.06,0,0.6694100000000001
22,60.46,30.68,64.69,35.84,0,0.21826800000000002
23,10.34,30.92,17.51,42.33,0,0.8180970000000001
24,140.72,190.55,142.10,200.56,0,0.13813799999999998
25,30.53,210.20,44.77,213.17,0,0.4229280000000001
26,210.67,100.77,212.64,102.16,0,0.027382999999999998
27,210.91,160.24,213.92,162.17,0,0.05809299999999999
28,40.06,30.70,41.20,40.28,0,0.10921199999999999
29,160.88,220.75,161.99,228.17,0,0.082362
30,250.33,10.76,260.33,13.15,0,0.23900000000000002
31,30.34,160.23,41.49,167.26,0,0.783845
32,150.55,230.19,154.14,233.43,0,0.116316
33,220.81,130.78,231.23,142.89,0,1.261862
34,240.16,160.82,244.49,167.63,0,0.294873
35,250.93,230.27,264.58,237.88,0,1.0387650000000002
36,180.12,130.81,184.66,134.96,0,0.18841000000000002
37,210.75,90.29,212.19,94.90,0,0.066384
38,0.09,40.68,4.54,50.49,0,0.43654500000000007
39,220.38,90.49,222.12,94.61,0,0.071688
40,60.59,220.79,61.89,231.58,0,0.14027
41,170.22,150.10,173.02,164.20,0,0.3948
42,290.54,230.16,304.35,239.07,0,1.230471
43,110.83,40.52,118.57,41.90,0,0.10681199999999999
44,90.42,190.86,102.84,194.51,0,0.45333
45,300.30,180.34,303.52,181.62,0,0.041216
46,190.14,10.50,191.25,15.72,0,0.057942
47,100.59,170.33,111.52,174.47,0,0.4525019999999999
48,30.16,70.87,33.04,71.88,0,0.029088
49,110.10,160.16,120.61,165.58,0,0.569642
50,10.12,70.38,15.88,81.10,0,0.617472
51,190.90,130.29,201.29,136.00,0,0.593269
52,180.66,70.58,182.55,74.04,0,0.065394
53,100.81,20.18,110.30,21.56,0,0.130962
54,140.67,160.40,141.98,162.68,0,0.029867999999999995
55,300.79,230.37,301.79,242.67,0,0.12300000000000001
56,250.90,120.41,257.43,134.53,0,0.922036
57,60.82,40.36,62.34,42.03,0,0.025383999999999997
58,80.10,20.05,83.04,21.58,0,0.044981999999999994
59,250.27,0.77,257.58,4.56,0,0.277049
60,240.54,230.64,241.61,238.28,0,0.08174799999999999
61,140.15,50.09,141.29,56.22,0,0.06988199999999999
62,230.35,140.22,234.14,153.52,0,0.50407
63,10.17,180.90,11.53,182.28,0,0.018768
64,180.55,90.76,193.84,91.79,0,0.13688699999999998
65,80.43,80.53,85.68,93.19,0,0.6646500000000001
66,290.62,80.28,293.78,88.27,0,0.252484
67,170.05,160.32,172.83,173.42,0,0.36418
68,230.73,150.43,236.81,157.36,0,0.421344
69,10.18,60.46,16.69,61.71,0,0.08137499999999999
70,0.06,230.78,1.06,233.36,0,0.0258
71,280.42,220.86,286.82,234.26,0,0.8576
72,130.69,120.42,140.87,122.12,0,0.17305999999999996
73,120.93,30.91,130.82,32.31,0,0.13846
74,200.88,170.67,202.07,175.97,0,0.06307
75,280.66,120.91,292.30,122.24,0,0.154812
76,30.25,20.36,31.86,25.41,0,0.081305
77,20.50,50.43,21.54,51.93,0,0.015600000000000001
78,60.25,70.63,73.73,73.04,0,0.32486800000000005
79,80.93,150.48,85.49,161.86,0,0.5189280000000001
80,290.26,0.67,293.41,12.79,0,0.38177999999999995
81,40.28,110.35,54.38,121.70,0,1.60035
82,250.78,220.82,260.29,221.84,0,0.097002
83,0.28,110.54,1.97,114.42,0,0.065572
84,190.32,160.51,200.55,163.19,0,0.274164
85,160.05,140.93,161.39,151.41,0,0.140432
86,210.53,40.09,222.81,51.99,0,1.46132
87,120.91,160.93,131.72,165.01,0,0.44104800000000005
88,290.11,120.70,294.49,128.49,0,0.34120199999999995
89,200.51,130.07,214.16,131.40,0,0.181545
90,260.62,180.29,261.62,192.15,0,0.1186
91,130.25,90.36,139.02,91.36,0,0.0877
92,260.15,120.53,262.89,124.82,0,0.11754600000000001
93,110.89,210.58,113.05,212.68,0,0.045360000000000004
94,130.38,40.07,133.77,41.26,0,0.040340999999999995
95,100.60,10.18,105.93,20.71,0,0.561249
96,60.77,90.30,62.66,96.68,0,0.120582
97,130.59,10.75,133.40,11.75,0,0.0281
98,170.15,230.26,171.18,231.57,0,0.013493000000000002
99,220.50,40.50,221.66,49.91,0,0.10915599999999999
100,280.91,180.26,288.03,186.04,0,0.41153600000000007
101,50.83,210.35,53.48,214.62,0,0.11315499999999998
102,200.72,0.73,202.18,1.90,0,0.017082
103,140.07,230.35,145.75,231.35,0,0.056799999999999996
104,70.22,160.32,73.81,162.48,0,0.077544
105,40.86,100.85,47.81,110.66,0,0.681795
106,0.74,170.45,1.79,181.03,0,0.11109
107,40.46,180.53,44.48,183.99,0,0.139092
108,100.27,210.44,109.40,221.58,0,1.0170820000000003
109,290.67,20.38,299.19,34.18,0,1.17576
110,60.17,110.42,63.69,112.45,0,0.07145599999999999
111,50.29,80.68,61.57,95.15,0,1.632216
112,130.07,20.18,132.80,24.16,0,0.10865399999999999
113,160.26,170.40,171.97,171.88,0,0.173308
114,0.92,20.68,15.16,22.15,0,0.20932800000000001
115,50.32,50.62,55.49,59.67,0,0.46788500000000005
