,x,y,type,side,board,comp_idx
0,18.5,384.65,1,0,0,[0]
1,13.5,383.985,0,0,0,"[418, 87, 450]"
2,55.77,378.25,0,0,0,"[314, 88, 423, 200, 557, 560, 93, 118, 77, 70, 428]"
3,86.45,380.575,0,0,0,"[414, 47, 145, 397, 537, 278, 444, 395]"
4,122.38,376.78,0,0,0,"[466, 316, 122, 479]"
5,162.345,382.265,0,0,0,"[565, 130, 596, 186, 614]"
6,183.145,356.87,0,0,0,"[244, 64, 307, 636, 15, 187, 96]"
7,208.4,339.65,0,0,0,"[312, 32, 271, 134, 163, 175]"
8,227.685,376.45,0,0,0,"[174, 206, 217, 421, 431]"
9,233.535,324.91,0,0,0,"[356, 463, 161, 384, 247, 420, 34, 51]"
10,252.89,326.96,0,0,0,"[391, 577, 282, 76, 125, 83, 46, 294, 159, 156, 571]"
11,248.135,279.155,0,0,0,"[239, 6, 42, 500, 121, 112, 427]"
12,214.37,282.255,0,0,0,"[389, 120, 164]"
13,199.695,299.905,0,0,0,"[100, 405, 510, 369, 25]"
14,176.43,280.1,0,0,0,"[344, 146, 219, 608, 464, 400, 475, 304, 262]"
15,169.685,321.04,0,0,0,"[430, 378, 220, 256, 201, 234]"
16,137.405,336.62,0,0,0,"[572, 516, 575, 267, 40, 545, 474]"
17,130.255,294.995,0,0,0,"[144, 609, 541, 236, 1, 254, 43, 416, 208, 255, 148]"
18,95.325,300.725,0,0,0,"[202, 191, 228, 28, 131]"
19,100.33,335.375,0,0,0,"[275, 283, 189, 229, 631, 341]"
20,84.06,345.71,0,0,0,"[597, 543, 388, 469, 566, 373, 594, 57, 561, 599, 454]"
21,48.445,342.705,0,0,0,"[22, 335, 266, 351, 261, 513, 11, 20, 310]"
22,19.935,328.215,0,0,0,"[459, 89, 111, 233, 253, 359, 38, 326]"
23,59.87,305.94,0,0,0,"[194, 477, 81, 137, 210, 92, 252, 224, 618, 524, 347]"
24,54.745,276.035,0,0,0,"[215, 529, 195, 286, 598, 80, 177, 493, 279]"
25,51.855,243.085,0,0,0,"[300, 180, 18, 532]"
26,18.47,282.935,0,0,0,"[365, 445, 52, 238, 589, 257, 103, 622, 470, 99, 480, 585, 135, 380, 515]"
27,16.48,249.275,0,0,0,"[104, 31, 106, 382, 223, 399]"
28,15.775,197.995,0,0,0,"[546, 258, 492, 297, 519, 586]"
29,18.86,159.515,0,0,0,"[446, 611, 170, 324]"
30,11.14,117.185,0,0,0,"[505, 485, 460]"
31,39.615,132.805,0,0,0,"[98, 462, 443, 143]"
32,59.035,141.66,0,0,0,"[72, 345, 615, 337, 514]"
33,71.88,169.585,0,0,0,"[512, 417, 285, 168, 377]"
34,102.165,194.735,0,0,0,"[461, 150]"
35,96.075,226.05,0,0,0,"[277, 184, 107, 141, 509]"
36,99.96,258.46,0,0,0,"[488, 490, 78, 527]"
37,137.975,255.575,0,0,0,"[114, 299, 553, 334, 600, 138, 613, 85, 407]"
38,138.795,224.215,0,0,0,"[62, 152, 476, 570, 635, 216, 472, 167, 602, 440]"
39,149.875,197.83,0,0,0,"[207, 71, 17, 392, 457, 355, 65, 29, 404]"
40,114.105,162.77,0,0,0,"[39, 318, 113, 192, 583]"
41,95.145,129.785,0,0,0,"[398, 328, 182, 441, 37, 50, 534, 419]"
42,124.725,112.025,0,0,0,[110]
43,98.195,94.225,0,0,0,"[587, 336, 349, 473]"
44,56.395,109.19,0,0,0,"[453, 157, 550, 592, 249, 632, 27]"
45,20.755,76.62,0,0,0,"[287, 616, 536, 542, 265]"
46,9.39001,22.505,0,0,0,"[133, 540]"
47,58.7,58.725,0,0,0,"[483, 142, 327, 284, 591]"
48,59.9,20.035,0,0,0,"[311, 214, 132, 154, 533]"
49,86.265,16.365,0,0,0,"[354, 518]"
50,96.055,52.905,0,0,0,"[582, 381, 295, 467, 172]"
51,139.5,56.49,0,0,0,"[178, 320, 409]"
52,126.935,16.06,0,0,0,"[593, 185, 270, 260, 449]"
53,166.18,15.82,0,0,0,"[478, 259, 435, 626, 564]"
54,221.77,11.015,0,0,0,"[313, 305, 94]"
55,231.075,48.21,0,0,0,"[91, 59, 465, 242, 139, 4]"
56,205.9,61.95,0,0,0,"[221, 390, 562, 12, 363, 155, 501]"
57,172.81,60.27,0,0,0,"[508, 434, 68, 495, 525]"
58,167.835,93.575,0,0,0,"[402, 169, 151, 548, 601]"
59,199.515,99.825,0,0,0,"[248, 346, 535, 353, 628, 108, 263]"
60,227.13,97.735,0,0,0,"[343, 521, 171, 21]"
61,250.87,87.085,0,0,0,"[116, 620, 227, 230, 26, 124, 209, 179, 264]"
62,284.475,96.31,0,0,0,"[606, 364, 128, 333, 251, 339, 127, 293]"
63,287.39,69.655,0,0,0,"[158, 468, 563, 520, 496, 379, 203]"
64,266.4,29.665,0,0,0,"[503, 625, 212]"
65,304.57,17.565,0,0,0,"[196, 432, 471, 415, 455]"
66,344.41,10.71,0,0,0,"[634, 199]"
67,376.695,16.405,0,0,0,"[554, 438, 348, 578, 95, 213]"
68,415.145,17.475,0,0,0,"[204, 119, 303, 129]"
69,385.97,36.705,0,0,0,"[456, 372]"
70,366.435,56.85,0,0,0,"[197, 433, 323]"
71,327.185,55.805,0,0,0,"[579, 569, 60, 109, 86, 551]"
72,337.64,96.655,0,0,0,"[549, 504, 190]"
73,365.98,109.16,0,0,0,"[117, 425, 342]"
74,409.325,80.165,0,0,0,"[226, 507, 75, 523, 276]"
75,406.42,126.0,0,0,0,"[330, 411, 624, 308]"
76,411.455,158.84,0,0,0,"[386, 181, 370]"
77,386.2,173.888,0,0,0,"[33, 16]"
78,386.2,199.182,0,0,0,[33]
79,413.83,197.395,0,0,0,"[288, 280]"
80,412.685,238.755,0,0,0,"[140, 357, 452, 309, 53, 338, 173]"
81,410.175,278.63,0,0,0,"[497, 329, 352, 183, 619, 436, 406, 627]"
82,385.095,286.55,0,0,0,"[84, 396, 375, 315, 595]"
83,368.58,257.79,0,0,0,"[506, 621, 10, 281, 235, 530, 90]"
84,365.03,203.745,0,0,0,"[502, 162, 603]"
85,341.685,185.805,0,0,0,"[494, 442, 605, 522, 486]"
86,344.665,146.305,0,0,0,"[617, 559, 580]"
87,293.86,133.43,0,0,0,"[633, 246, 574, 105, 48, 243, 412, 58]"
88,259.62,129.95,0,0,0,"[205, 54, 7, 149, 610, 24, 528, 374, 576]"
89,230.11,139.56,0,0,0,"[325, 269, 3, 573, 366, 499, 245]"
90,203.185,147.905,0,0,0,"[292, 306]"
91,170.115,137.265,0,0,0,"[218, 403, 166, 321, 448]"
92,193.53,180.945,0,0,0,"[481, 568, 358, 361]"
93,184.05,209.7,0,0,0,"[401, 458, 291, 376, 612, 289, 268, 211]"
94,179.155,244.1,0,0,0,"[61, 44, 240, 567, 2, 447, 67, 188, 97, 584, 451]"
95,216.135,243.425,0,0,0,"[198, 588]"
96,247.13,235.485,0,0,0,"[123, 13, 56, 232, 368, 160, 237, 331, 491]"
97,216.195,197.325,0,0,0,"[511, 272, 55]"
98,245.66,197.32,0,0,0,"[102, 82, 422, 290]"
99,264.245,176.41,0,0,0,"[544, 623, 489, 101, 340]"
100,300.12,173.755,0,0,0,"[385, 367, 558, 629, 9, 225, 319]"
101,290.98,220.95,0,0,0,"[35, 517, 607, 231, 273]"
102,332.925,217.135,0,0,0,"[556, 424, 531, 115]"
103,334.15,266.3,0,0,0,"[14, 49]"
104,276.86,259.365,0,0,0,"[393, 302, 222, 41, 153, 350]"
105,286.45,290.28,0,0,0,"[394, 413, 552]"
106,296.465,326.215,0,0,0,"[547, 74, 274, 73]"
107,297.165,376.585,0,0,0,"[23, 437, 360, 30, 296, 387]"
108,316.07,347.05,0,0,0,"[439, 250, 555, 36]"
109,355.885,357.075,0,0,0,"[590, 408, 332, 604]"
110,336.29,307.155,0,0,0,"[8, 45, 165, 538, 429]"
111,373.165,318.355,0,0,0,"[410, 526, 487, 69]"
112,411.245,314.795,0,0,0,"[241, 298, 426, 362, 126, 482, 301, 5, 371, 19, 630, 147, 79]"
113,407.745,354.87,0,0,0,"[193, 484, 322, 539, 66, 317, 176, 136, 383, 581, 498]"
114,422.89,391.495,0,0,0,[63]
