,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,282.5,22.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,253.395,24.185,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[249, 62, 192, 432, 377, 221, 152, 327, 322, 179, 154, 379, 446, 374, 373"]
2,254.045,63.1,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[53, 474, 391, 274, 35, 330, 326, 350, 43, 296, 64, 298, 285, 243"]
3,215.21,70.08,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[457, 61, 303, 164, 39, 91, 477, 127, 162, 214, 265, 468, 150, 199, 46, 69, 282, 118, 169, 81, 291, 425, 6, 30, 392, 378, 79"]
4,209.27,24.16,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[246, 157, 161, 36, 334, 428, 338, 288, 178, 459, 380, 470, 197, 52, 441, 233, 306"]
5,163.575,24.54,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[22, 25, 400, 222, 280, 320, 450, 460, 68, 238, 7, 74, 389, 444, 60, 251, 12, 137, 471, 333, 173"]
6,125.03,21.94,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[101, 363, 200, 276, 72, 34, 361, 208, 177, 328"]
7,91.65,21.19,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[37, 473, 87, 11, 85, 168, 345, 463, 263, 290, 149, 134, 112, 227, 472, 294"]
8,42.745,23.85,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[433, 405, 283, 357, 140"]
9,23.16,53.01,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[297, 321, 95, 442, 217, 329, 479, 387, 216, 141, 347, 423, 215"]
10,23.44,99.875,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[129, 49, 325, 18, 411, 451, 98, 346, 430, 50, 436, 78, 189, 342, 417, 31, 461, 57, 419, 106, 244"]
11,24.775,143.445,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[368, 181, 424, 292, 119, 203, 234, 469, 335, 429, 71, 27, 247, 29, 163, 410, 250, 420"]
12,23.305,188.725,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[323, 309, 467, 257, 229, 130, 201, 32, 107, 364, 293, 103, 475, 105, 315, 76, 385, 228, 456, 131, 453"]
13,72.005,192.95,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[125, 5, 42, 1, 143, 270, 122, 47, 455, 289, 190, 17"]
14,121.295,190.29,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[416, 256, 354, 462, 128, 348, 175, 381, 240, 230, 63, 412, 311, 209"]
15,163.59,196.21,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[435, 176, 86, 440, 108, 185, 145, 10, 187, 358, 144, 28, 237, 191, 437, 24, 324, 397, 14, 196, 271, 204, 245, 452, 299, 409, 331, 67"]
16,204.6,193.435,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[65, 370, 90, 59, 308, 23, 337, 155, 58, 116, 226, 448, 439, 390, 4, 136, 284, 336, 51, 445"]
17,261.405,191.36,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[360, 159, 77, 82, 174, 9, 375, 427, 100, 355, 123, 142, 16, 114, 339"]
18,254.115,176.495,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[138, 38, 317, 147, 319, 415, 158, 393, 277, 218, 248, 44"]
19,250.78,128.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[449, 255, 286, 356, 239, 366, 194, 133, 2, 20"]
20,240.31,101.475,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[476, 310, 224, 45, 447, 96, 340, 202, 408, 48"]
21,204.62,110.57,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[99, 19, 295, 465, 236, 83, 399, 386, 402, 206"]
22,210.57,144.045,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[478, 266, 225, 211, 148, 302, 188, 223, 97, 261, 231, 26, 314"]
23,165.2,148.38,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[165, 139, 304, 372, 171, 13, 92, 395, 341, 153, 367, 56, 146, 117, 382, 93, 260, 365, 418, 182"]
24,162.77,107.715,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[109, 264, 183, 55, 232, 124, 353, 318, 102, 212, 111"]
25,170.27,72.4,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[15, 170, 210, 316, 115, 41, 407, 262, 80, 388, 84, 344, 70, 135, 398, 160, 281, 73, 313, 431, 351, 40, 376, 167, 305, 443, 332, 180, 362, 307, 466"]
26,125.12,75.435,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[269, 343, 273, 458, 8, 359, 278, 434, 126, 259, 267, 156, 369, 54, 404, 241, 193"]
27,71.995,68.065,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[312, 403, 132, 121, 394, 413, 349"]
28,70.575,108.92,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[151, 113, 120, 253, 172, 252, 384, 406"]
29,73.495,143.505,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[301, 272, 242, 66, 3, 220, 75, 300, 275, 383, 279, 464, 88, 186, 268, 205, 198, 454, 254"]
30,121.5,147.77,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[195, 207, 258, 422, 235, 414, 438, 213, 352, 166, 396, 401, 287, 219, 94, 21, 371"]
31,116.13,113.97,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[110, 89, 184, 421, 104, 33, 426"]
