,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,12.5,9.5,2,0,0,[0]
1,1,17.68,28.345,0,0,0,"[69, 264, 64, 134, 170, 28, 55, 171]"
2,2,29.775,87.315,0,0,0,"[54, 92, 184, 138, 118, 203, 202, 228]"
3,3,22.825,121.08,0,0,0,[180]
4,4,25.925,156.19,0,0,0,"[75, 27, 193, 102, 191, 163, 177, 74, 168, 248, 66, 16]"
5,5,21.31,224.175,0,0,0,"[40, 236, 99, 195, 85, 166, 21, 8, 198]"
6,6,76.405,219.14,0,0,0,"[46, 36, 43, 94, 124, 234, 114, 190, 103, 210, 41, 68, 49, 39]"
7,7,125.61,230.275,0,0,0,"[161, 67, 239, 2]"
8,8,127.21,181.22,0,0,0,"[254, 81, 207, 119, 88]"
9,9,83.355,157.89,0,0,0,"[172, 147, 227, 247, 221, 245, 131]"
10,10,89.47,89.73,0,0,0,"[252, 107, 84, 73, 208, 276, 217, 235, 220, 130, 9]"
11,11,116.44,99.87,0,0,0,"[86, 145, 76, 231, 5, 116, 127, 139]"
12,12,148.285,148.385,0,0,0,"[113, 89, 218, 260, 226, 83, 238]"
13,13,183.815,182.98,0,0,0,"[37, 52, 128, 250, 25, 266]"
14,14,187.77,226.15,0,0,0,"[153, 209, 272, 58, 277, 140, 224, 11, 230, 100, 186, 82]"
15,15,247.48,218.11,0,0,0,"[253, 32, 110, 17, 136, 223, 56, 144, 271, 77]"
16,16,298.595,217.41,0,0,0,"[213, 157, 132, 251, 115, 62, 194, 255, 174, 97, 122]"
17,17,364.92,207.46,0,0,0,"[63, 120, 133, 181, 95, 24, 261, 10]"
18,18,350.135,138.05,0,0,0,"[274, 212, 262, 158, 137, 159, 18, 179, 141, 173, 93]"
19,19,356.075,87.9,0,0,0,"[125, 185, 70, 160, 135, 225, 187]"
20,20,357.32,27.76,0,0,0,"[35, 91, 240, 14, 143, 256, 175, 142]"
21,21,300.355,28.21,0,0,0,"[268, 188, 244, 57, 197, 123, 12, 13, 109, 23, 105, 192, 176, 65, 22, 189]"
22,22,296.045,80.695,0,0,0,"[152, 164, 182, 4, 151, 178, 205, 53]"
23,23,297.765,122.57,0,0,0,"[48, 6, 150, 216, 87, 149]"
24,24,297.35,162.215,0,0,0,"[148, 270, 267, 232]"
25,25,241.73,147.985,0,0,0,"[201, 3, 30, 222, 167, 129, 108, 42, 80, 26, 237]"
26,26,211.485,122.885,0,0,0,"[155, 98, 45]"
27,27,180.69,87.58,0,0,0,"[204, 61, 96, 51, 229, 33, 71, 246, 106, 79]"
28,28,239.925,86.805,0,0,0,"[47, 50, 162, 20, 242, 117, 121, 265, 38, 19]"
29,29,236.115,28.215,0,0,0,"[273, 7, 275, 219, 243, 90, 169, 34, 44, 183, 59, 72, 146]"
30,30,182.265,17.065,0,0,0,"[258, 112, 233]"
31,31,138.55,25.665,0,0,0,"[60, 1, 29, 214, 200, 31, 269, 101, 154, 156, 126]"
32,32,86.175,28.375,0,0,0,"[199, 241, 78, 104, 215, 15, 111, 165, 206, 211, 257, 263, 249, 259, 196]"
