,tl_x,tl_y,br_x,br_y,type,time
0,708.00,6.00,713.00,11.00,2,0.25
1,680.56,100.43,682.35,114.12,0,0.245051
2,350.37,430.32,351.43,444.36,0,0.148824
3,580.25,70.06,586.07,82.45,0,0.721098
4,530.39,260.46,539.00,267.18,0,0.578592
5,164.99,181.43,166.04,194.01,0,0.13209
6,473.86,502.13,475.42,514.00,0,0.185172
7,660.63,440.26,673.93,441.80,0,0.20482000000000003
8,135.07,470.24,145.72,472.09,0,0.197025
9,290.27,280.55,298.81,281.70,0,0.09820999999999998
10,570.15,90.81,571.31,105.77,0,0.173536
11,526.90,95.24,532.69,100.37,0,0.297027
12,670.18,500.58,677.08,506.32,0,0.39606
13,200.57,400.74,215.11,414.43,0,1.9905259999999998
14,100.53,15.15,104.51,18.92,0,0.150046
15,150.79,150.94,156.36,151.98,0,0.05792800000000001
16,380.42,30.07,382.68,43.49,0,0.30329199999999995
17,340.74,50.37,344.27,51.37,0,0.0353
18,10.40,20.71,24.16,22.05,0,0.18438400000000002
19,480.13,190.20,491.57,191.43,0,0.140712
20,480.80,310.39,487.56,311.71,0,0.08923199999999999
21,627.22,461.06,628.29,470.95,0,0.10582300000000001
22,380.50,100.44,381.68,109.19,0,0.10325
23,670.13,400.20,671.72,401.23,0,0.016377000000000003
24,110.61,490.49,111.88,494.64,0,0.052705
25,620.16,150.08,634.63,151.47,0,0.20113299999999998
26,639.01,475.42,644.93,485.20,0,0.5789759999999999
27,380.42,420.69,386.42,422.41,0,0.1032
28,540.23,30.79,542.87,40.71,0,0.261888
29,510.09,210.61,519.11,212.33,0,0.15514399999999998
30,136.07,560.68,142.83,562.70,0,0.13655199999999998
31,168.58,84.92,175.30,93.18,0,0.555072
32,372.20,552.51,381.42,563.83,0,1.043704
33,620.90,170.72,631.93,178.13,0,0.8173229999999999
34,530.26,60.05,539.31,62.49,0,0.22082000000000002
35,330.44,110.83,335.68,111.99,0,0.060784000000000005
36,518.57,184.40,520.01,190.59,0,0.089136
37,330.87,150.33,332.12,151.91,0,0.01975
38,390.15,520.26,400.47,523.51,0,0.3354
39,432.24,107.66,434.29,119.31,0,0.238825
40,490.86,360.07,501.51,361.21,0,0.12141
41,10.71,40.85,11.82,44.91,0,0.045065999999999995
42,660.13,290.37,672.45,295.97,0,0.6899199999999999
43,410.18,270.05,416.15,276.35,0,0.37610999999999994
44,320.64,490.60,322.33,495.68,0,0.085852
45,580.40,170.85,593.41,175.84,0,0.649199
46,125.81,451.99,127.04,461.43,0,0.11611199999999998
47,470.38,110.65,480.23,122.80,0,1.196775
48,390.79,200.60,405.17,201.60,0,0.1438
49,230.42,560.68,235.84,566.73,0,0.32791
50,350.94,410.85,355.14,412.09,0,0.05208
51,700.48,370.32,708.87,378.91,0,0.7207010000000001
52,107.00,465.85,110.04,466.97,0,0.034048
53,110.92,530.29,115.78,538.00,0,0.37470600000000004
54,380.99,282.57,391.05,289.63,0,0.710236
55,213.20,113.52,218.54,117.81,0,0.229086
56,190.26,350.92,192.33,362.41,0,0.23784299999999997
57,292.96,537.86,302.87,543.01,0,0.5103650000000001
58,400.58,140.09,430.67,171.73,0,9.520476
59,371.81,535.01,379.57,540.31,0,0.41128
60,527.18,390.04,528.37,401.96,0,0.141848
61,280.61,0.87,283.44,1.87,0,0.028300000000000002
62,162.50,134.35,165.56,138.02,0,0.112302
63,530.81,160.66,534.44,168.47,0,0.28350299999999995
64,350.94,290.26,361.34,295.96,0,0.5928
65,690.74,80.38,693.80,83.13,0,0.08415
66,265.77,339.63,276.32,341.98,0,0.24792500000000003
67,16.56,278.76,19.27,292.03,0,0.359617
68,322.61,19.38,334.61,30.66,0,1.3536
69,160.11,450.16,165.93,451.21,0,0.061110000000000005
70,184.19,159.18,189.22,166.15,0,0.350591
71,450.84,180.06,451.94,188.73,0,0.09537000000000001
72,390.75,220.08,393.52,221.63,0,0.042935
73,470.39,0.69,471.55,1.69,0,0.0116
74,420.78,440.49,423.11,445.83,0,0.12442199999999999
75,701.26,408.39,704.14,415.29,0,0.19872
76,240.44,60.70,247.07,62.59,0,0.125307
77,574.46,3.61,579.12,6.31,0,0.12582000000000002
78,45.69,287.27,51.97,290.41,0,0.197192
79,150.27,80.70,151.66,82.83,0,0.029606999999999998
80,440.68,380.50,447.75,381.99,0,0.105343
81,450.65,460.39,464.36,461.40,0,0.138471
82,91.73,16.09,98.22,26.57,0,0.6801520000000001
83,397.84,557.15,401.65,566.52,0,0.356997
84,20.52,210.76,25.08,214.13,0,0.15367199999999998
85,150.33,360.14,152.01,361.14,0,0.0168
86,592.85,135.11,594.34,139.90,0,0.071371
87,524.94,123.77,525.94,126.55,0,0.0278
88,240.10,10.40,246.44,12.47,0,0.131238
89,116.36,483.03,119.41,484.03,0,0.0305
90,50.90,460.56,61.52,470.12,0,1.015272
91,280.68,326.57,288.21,330.79,0,0.317766
92,90.86,0.55,92.30,7.95,0,0.10656
93,495.40,493.52,498.39,494.53,0,0.030199000000000004
94,193.41,151.64,194.94,160.91,0,0.14183099999999998
95,220.07,460.42,222.20,470.12,0,0.20661
96,640.14,240.92,654.99,254.78,0,2.05821
97,470.34,330.12,471.71,331.49,0,0.018769
98,280.31,60.53,286.32,65.48,0,0.297495
99,230.30,500.86,242.76,507.78,0,0.8622320000000001
100,700.88,50.68,705.84,61.44,0,0.533696
101,261.19,313.10,263.02,314.21,0,0.020313000000000005
102,473.52,495.17,476.63,496.47,0,0.04043
103,700.72,530.60,703.40,533.80,0,0.08576
104,330.58,460.58,338.63,466.83,0,0.503125
105,90.60,540.36,134.40,571.65,0,13.70502
106,196.89,91.38,197.89,92.98,0,0.016
107,700.21,170.90,704.21,175.39,0,0.1796
108,392.21,552.90,394.88,554.85,0,0.052065
109,210.15,120.82,223.04,124.83,0,0.5168889999999999
110,466.00,490.43,471.76,501.12,0,0.615744
111,440.69,140.57,450.64,149.82,0,0.9203749999999999
112,460.91,150.44,462.06,158.27,0,0.090045
113,450.56,540.92,452.89,542.35,0,0.033319
114,40.46,30.67,43.23,35.45,0,0.132406
115,710.26,410.79,712.60,412.23,0,0.033696
116,0.00,252.07,1.61,256.72,0,0.07486500000000001
117,410.33,530.45,421.46,539.71,0,1.030638
118,431.37,519.09,440.47,527.23,0,0.74074
119,519.92,208.83,525.67,214.55,0,0.3289
120,652.62,499.07,655.60,501.89,0,0.08403599999999999
121,550.54,320.19,553.60,326.88,0,0.20471400000000003
122,255.02,126.17,259.55,132.53,0,0.28810800000000003
123,120.06,240.52,128.23,241.59,0,0.08741900000000001
124,374.71,533.77,376.38,534.83,0,0.017702
125,20.67,370.20,27.77,376.08,0,0.41747999999999996
126,490.72,460.23,493.52,462.13,0,0.0532
127,530.42,40.71,531.42,42.96,0,0.0225
128,191.63,128.22,192.72,131.73,0,0.038259
129,640.83,340.69,655.24,341.79,0,0.15851
130,290.65,309.28,291.80,320.32,0,0.12696
