,tl_x,tl_y,br_x,br_y,type,time
0,17.00,469.00,22.00,474.00,1,0.25
1,0.72,340.59,9.96,353.45,0,1.188
2,262.02,386.66,265.08,398.77,0,0.371
3,209.27,259.88,218.37,266.55,0,0.607
4,213.73,375.75,214.89,380.75,0,0.058
5,140.07,420.29,141.48,428.46,0,0.115
6,110.17,370.48,111.30,371.59,0,0.013
7,50.30,80.48,52.51,91.74,0,0.249
8,230.80,243.47,239.41,245.98,0,0.216
9,110.22,130.23,112.52,131.84,0,0.037
10,210.84,70.48,218.27,80.55,0,0.748
11,130.92,210.72,145.26,213.33,0,0.374
12,60.54,120.56,66.29,122.77,0,0.127
13,210.51,130.44,214.77,139.68,0,0.394
14,90.10,220.14,91.19,227.76,0,0.083
15,150.24,60.51,152.14,62.87,0,0.045
16,227.24,276.11,242.10,278.68,0,0.382
17,192.15,333.17,195.33,335.17,0,0.064
18,0.23,110.84,2.31,112.60,0,0.037
19,40.84,460.61,41.84,466.04,0,0.054
20,153.62,175.43,159.51,189.27,0,0.815
21,31.46,143.64,44.99,148.96,0,0.72
22,30.32,50.63,35.75,52.44,0,0.098
23,150.54,260.81,162.40,264.33,0,0.417
24,250.23,340.87,253.93,346.85,0,0.221
25,207.52,351.12,219.60,357.82,0,0.809
26,195.49,246.48,197.64,249.19,0,0.058
27,106.11,7.47,107.52,12.45,0,0.07
28,250.57,370.15,251.83,380.10,0,0.125
29,70.78,130.46,81.86,136.32,0,0.649
30,140.98,186.08,142.12,194.93,0,0.101
31,92.06,0.12,93.06,1.99,0,0.019
32,100.63,320.05,113.23,323.41,0,0.423
33,80.95,10.61,83.54,16.03,0,0.14
34,210.79,370.26,211.97,377.20,0,0.082
35,26.73,252.54,28.01,253.63,0,0.014
36,180.21,120.63,186.29,126.90,0,0.381
37,136.25,167.35,138.50,170.32,0,0.067
38,270.17,260.23,274.11,261.85,0,0.064
39,100.30,60.36,103.14,65.20,0,0.137
40,30.12,60.21,31.88,62.33,0,0.037
41,194.11,338.51,199.73,349.43,0,0.614
42,197.25,269.91,200.84,271.13,0,0.044
43,90.43,30.45,95.80,37.56,0,0.382
44,190.60,250.34,195.80,258.80,0,0.44
45,176.48,382.18,179.12,383.25,0,0.028
46,39.19,103.27,42.06,105.82,0,0.073
47,224.94,344.62,227.72,345.78,0,0.032
48,275.54,354.94,281.11,368.32,0,0.745
49,21.86,232.42,26.82,233.76,0,0.066
50,40.82,440.50,47.82,441.55,0,0.074
51,240.24,310.10,245.40,311.64,0,0.079
52,27.24,121.86,28.24,123.06,0,0.012
53,190.68,110.95,204.38,117.19,0,0.855
54,250.49,160.14,255.70,171.91,0,0.613
55,30.93,300.21,33.77,301.57,0,0.039
56,48.34,234.35,57.57,235.37,0,0.094
57,70.63,250.24,72.11,259.69,0,0.14
58,69.64,101.40,76.44,106.44,0,0.343
59,40.79,400.37,44.96,411.53,0,0.465
60,111.51,43.09,112.51,44.20,0,0.011
61,60.82,330.68,61.98,338.72,0,0.093
62,143.45,400.81,152.40,401.87,0,0.095
63,170.40,90.82,185.04,94.35,0,0.517
64,31.47,156.79,43.83,158.10,0,0.162
65,151.16,96.60,160.21,97.63,0,0.093
66,275.54,385.19,279.43,386.55,0,0.053
67,220.58,170.41,224.89,176.03,0,0.242
68,30.18,130.50,37.28,141.14,0,0.755
69,30.87,30.08,33.54,31.51,0,0.038
70,169.58,27.31,176.14,28.37,0,0.07
71,120.21,310.32,126.48,315.66,0,0.335
72,110.82,30.32,124.74,31.71,0,0.193
73,211.66,382.25,222.72,389.66,0,0.82
74,280.67,170.05,281.67,171.35,0,0.013
75,0.00,158.97,13.28,165.63,0,0.884
76,280.58,220.67,282.58,234.52,0,0.277
77,250.85,330.28,251.87,332.50,0,0.023
78,28.18,179.36,38.69,181.69,0,0.245
79,140.89,310.29,143.08,311.31,0,0.022
80,191.05,355.11,193.50,357.39,0,0.056
81,177.21,312.68,185.40,316.75,0,0.333
82,110.53,300.26,125.27,301.39,0,0.167
83,170.44,330.24,171.44,331.62,0,0.014
84,100.87,310.57,102.45,319.57,0,0.142
85,172.54,266.83,186.62,268.32,0,0.21
86,60.38,440.90,71.92,447.28,0,0.736
87,250.20,270.74,256.40,271.81,0,0.066
88,265.96,399.22,268.20,400.23,0,0.023
89,132.47,46.80,137.98,50.66,0,0.213
90,136.90,403.28,143.30,409.37,0,0.39
91,220.93,180.22,228.38,181.43,0,0.09
92,170.60,360.88,172.02,364.94,0,0.058
93,140.72,370.23,154.60,384.49,0,1.979
94,260.32,440.64,262.91,446.28,0,0.146
95,280.81,130.68,284.28,131.82,0,0.04
96,187.59,202.07,188.88,203.11,0,0.013
97,190.47,120.52,192.64,129.31,0,0.191
98,43.13,205.95,46.54,210.77,0,0.164
99,173.46,45.28,179.99,51.17,0,0.385
100,30.80,170.87,37.57,176.52,0,0.383
101,270.25,390.36,272.37,401.02,0,0.226
102,70.73,110.68,84.85,113.81,0,0.442
103,280.53,310.14,283.44,311.20,0,0.031
104,140.24,280.91,141.55,289.39,0,0.111
105,70.15,60.27,74.20,61.50,0,0.05
106,200.71,170.88,202.60,177.92,0,0.133
107,120.46,470.27,128.06,478.82,0,0.65
108,100.41,20.25,109.40,21.28,0,0.093
109,122.33,235.04,124.75,245.43,0,0.251
110,134.27,199.37,139.70,205.14,0,0.313
111,118.11,2.48,121.61,8.89,0,0.224
112,273.70,377.70,278.15,378.71,0,0.045
113,120.37,70.58,124.47,76.37,0,0.237
114,158.65,411.99,159.65,416.70,0,0.047
115,130.46,120.56,131.46,131.00,0,0.104
