,tl_x,tl_y,br_x,br_y,type,side,step,time
0,15.00,14.00,20.00,19.00,2,0,0,0.25
1,372.38,28.98,373.71,31.66,1,0,0,0.036
2,392.56,366.61,394.74,367.67,1,0,0,0.023
3,81.64,31.19,83.65,32.82,1,0,0,0.033
4,27.23,4.34,40.42,6.16,1,0,0,0.24
5,200.74,410.83,264.27,462.69,0,0,1,33.102
6,100.24,350.68,155.71,372.09,0,0,1,11.94
7,10.06,210.81,18.08,217.21,0,0,0,0.532
8,20.85,370.67,42.32,435.49,0,0,1,14.111
9,201.12,249.11,213.24,250.54,0,0,0,0.178
10,200.69,480.91,271.03,560.61,0,0,0,56.3
11,30.73,120.15,92.47,194.73,0,0,0,46.269
12,260.11,0.06,300.30,25.39,0,0,0,10.256
13,280.55,320.12,282.53,321.38,0,1,1,0.029
14,90.82,500.59,164.79,522.59,0,0,0,16.339
15,174.60,145.47,177.88,147.07,0,0,0,0.057
16,100.50,90.67,142.65,160.72,0,0,0,29.736
17,350.89,340.06,351.97,341.07,0,0,0,0.014
18,120.74,590.06,122.98,592.01,0,0,0,0.05
19,330.84,380.77,374.52,404.57,0,0,0,10.467
20,150.23,444.84,151.15,445.34,0,0,0,0.006
21,80.50,320.20,93.56,324.18,0,0,1,0.532
22,325.84,289.46,329.10,291.04,0,0,0,0.056
23,151.08,248.09,159.05,254.61,0,0,0,0.539
24,0.87,250.92,7.28,258.93,0,0,0,0.537
25,330.30,570.85,340.48,571.93,0,0,0,0.113
26,30.74,475.03,35.26,478.30,0,0,0,0.158
27,95.53,65.65,104.60,74.83,0,1,0,0.86
28,350.61,0.36,401.17,28.40,0,0,0,14.261
29,151.64,139.13,158.11,147.18,0,0,0,0.545
30,40.38,270.71,84.41,303.94,0,0,1,14.733
31,162.58,242.87,170.62,249.28,0,1,0,0.535
32,47.56,510.63,48.80,512.59,0,1,0,0.03
33,354.56,289.11,356.53,290.39,0,1,0,0.029
34,236.29,301.37,237.52,303.46,0,0,1,0.032
35,2.91,436.72,8.00,442.43,0,0,0,0.308
36,300.80,20.38,304.09,22.94,0,0,0,0.092
37,30.47,240.17,33.58,242.69,0,0,0,0.086
38,270.76,570.83,271.26,571.77,0,0,0,0.008
39,240.35,310.50,242.75,313.72,0,1,1,0.087
40,30.16,90.07,30.66,91.01,0,1,0,0.008
41,170.29,580.84,172.76,583.98,0,0,0,0.087
42,250.12,330.86,294.75,395.18,0,0,1,28.899
43,310.23,260.61,314.28,266.39,0,0,0,0.251
44,356.39,256.86,364.48,263.46,0,0,0,0.554
45,112.37,46.07,117.45,51.81,0,0,0,0.309
46,196.16,218.63,200.62,221.82,0,0,0,0.152
47,222.53,478.64,223.35,480.33,0,1,0,0.019
48,400.13,60.19,405.82,68.51,0,0,0,0.498
49,190.44,280.90,195.47,286.60,0,0,0,0.304
50,169.78,124.99,171.34,128.12,0,0,0,0.058
51,346.98,251.46,348.29,253.55,0,0,0,0.034
52,148.61,436.53,151.79,441.04,0,0,0,0.157
53,310.15,360.41,318.17,366.83,0,0,0,0.534
54,33.80,495.02,41.83,501.59,0,1,0,0.547
55,357.74,283.56,360.31,286.70,0,0,0,0.09
56,153.41,75.51,156.66,77.95,0,0,0,0.087
57,120.06,10.74,176.23,31.53,0,0,0,11.74
58,310.57,190.48,366.59,233.43,0,0,0,24.189
59,31.58,444.83,33.06,453.19,0,0,0,0.149
60,184.46,98.18,186.10,98.92,0,0,0,0.014
61,100.52,230.05,103.81,234.56,0,1,0,0.162
62,150.23,427.42,150.96,429.01,0,0,0,0.016
63,0.18,483.74,3.35,488.24,0,0,0,0.156
64,90.43,80.72,97.98,91.63,0,0,0,0.856
65,110.39,550.75,111.86,552.10,0,0,0,0.024
66,147.82,433.04,152.23,436.20,0,1,0,0.149
67,137.51,462.67,144.01,470.67,0,0,0,0.544
68,391.29,219.98,392.89,220.86,0,0,0,0.017
69,261.29,295.75,267.80,303.73,0,0,1,0.543
70,145.57,422.35,148.74,424.79,0,0,0,0.085
71,249.22,284.46,257.28,290.99,0,0,0,0.546
72,310.73,310.51,318.73,321.32,0,0,0,0.897
73,80.25,230.56,86.70,236.33,0,0,0,0.389
74,80.53,380.09,83.09,383.31,0,0,1,0.092
75,146.26,73.81,152.74,81.87,0,0,0,0.546
76,50.05,360.90,53.26,365.45,0,0,1,0.16
77,200.78,303.16,210.12,311.22,0,0,1,0.777
78,360.93,150.15,391.59,190.48,0,0,0,12.486
79,174.70,123.20,182.74,129.71,0,0,0,0.543
80,205.86,333.36,209.88,342.30,0,0,1,0.386
81,358.72,263.77,359.88,265.76,0,0,0,0.029
82,142.91,421.28,145.44,424.58,0,0,0,0.093
83,149.24,240.79,151.27,243.01,0,0,0,0.052
84,350.48,410.07,398.27,480.31,0,0,0,33.778
85,170.64,360.82,176.29,365.81,0,1,0,0.297
86,230.46,380.39,236.14,385.48,0,1,1,0.304
87,247.80,255.61,255.11,259.10,0,0,0,0.266
88,174.96,219.67,176.48,222.96,0,1,0,0.06
89,149.02,101.85,160.55,105.88,0,0,0,0.477
90,58.02,98.00,59.57,101.12,0,1,0,0.058
91,50.75,470.15,58.70,476.71,0,0,0,0.541
92,133.10,75.82,136.30,77.37,0,0,0,0.054
93,150.01,460.37,150.51,461.40,0,0,0,0.008
94,300.57,390.90,301.90,392.83,0,1,0,0.031
95,0.36,460.87,2.93,464.14,0,0,0,0.094
96,403.81,31.22,406.41,32.43,0,0,0,0.035
97,50.56,380.93,58.49,387.49,0,0,1,0.54
98,189.43,320.74,195.57,331.34,0,0,1,0.683
99,217.93,220.43,219.58,221.17,0,0,0,0.014
100,340.84,420.91,345.82,426.64,0,0,0,0.303
101,360.46,330.21,411.58,359.30,0,0,0,14.956
102,250.18,200.81,291.77,221.92,0,0,0,8.843
103,168.38,66.83,170.36,68.12,0,0,0,0.029
104,161.44,140.98,164.73,143.52,0,0,0,0.091
