,tl_x,tl_y,br_x,br_y,type,time
0,20.00,19.00,25.00,24.00,1,0.25
1,106.00,86.29,107.23,89.35,0,0.038
2,20.57,79.62,22.74,87.90,0,0.18
3,66.32,23.71,71.99,25.48,0,0.1
4,3.16,79.98,4.16,94.64,0,0.147
5,87.47,32.75,90.59,45.61,0,0.401
6,30.54,94.02,36.00,104.43,0,0.568
7,11.63,30.20,20.25,39.35,0,0.789
8,75.81,94.02,80.18,95.83,0,0.079
9,24.83,72.45,26.43,78.01,0,0.089
10,106.00,62.91,117.58,69.81,0,0.799
11,41.43,2.90,43.68,11.33,0,0.19
12,16.29,71.47,18.36,75.87,0,0.091
13,53.56,45.05,62.03,47.78,0,0.231
14,97.52,55.15,100.38,66.08,0,0.313
15,40.85,73.47,44.36,85.59,0,0.425
16,10.99,94.02,12.72,105.77,0,0.203
17,106.00,59.22,118.75,60.22,0,0.128
18,97.12,38.05,103.49,41.44,0,0.216
19,77.63,64.19,85.52,67.62,0,0.271
20,83.77,94.02,84.78,104.81,0,0.109
21,97.12,46.43,99.27,48.37,0,0.042
22,67.33,0.00,78.69,7.90,0,0.897
23,86.65,3.69,94.89,5.85,0,0.178
24,78.71,50.96,87.13,59.45,0,0.715
25,61.51,48.66,63.91,49.73,0,0.026
26,82.17,32.80,85.32,46.34,0,0.427
27,29.35,67.69,37.76,73.54,0,0.492
28,95.21,28.67,102.40,29.67,0,0.072
29,0.00,68.07,1.37,77.11,0,0.124
30,40.87,35.63,54.53,37.56,0,0.264
31,106.00,52.99,119.59,54.12,0,0.154
32,88.61,94.02,92.14,95.18,0,0.041
33,102.05,94.02,104.50,105.71,0,0.286
34,13.96,53.77,15.11,61.01,0,0.083
35,103.34,13.13,105.09,19.37,0,0.109
36,58.13,94.02,69.90,97.21,0,0.375
37,106.00,74.95,109.13,82.17,0,0.226
38,70.77,10.89,81.99,15.35,0,0.5
39,19.46,42.22,20.56,44.05,0,0.02
40,85.47,76.77,94.79,78.12,0,0.126
41,25.08,23.01,29.77,36.87,0,0.65
