,x,y,comp_idx
0,807.0,943.0,[0]
1,756.86,544.42,[2]
2,296.99,379.7,[3]
3,95.54,265.14,"[1, 249]"
4,75.71000000000001,285.58,[38]
5,65.62,295.54,"[254, 331]"
6,92.9,294.53499999999997,[73]
7,75.75,345.14,"[77, 224]"
8,50.885,351.45,[344]
9,55.730000000000004,365.5,[413]
10,25.43,335.85,[180]
11,35.36,425.84,[112]
12,45.32,435.18,[110]
13,71.765,422.35,[88]
14,113.28,435.36,[219]
15,95.35,465.17,"[108, 222, 309]"
16,175.39,448.17,[154]
17,178.1,448.17,[154]
18,175.21,415.52,[269]
19,175.41,375.13,[368]
20,172.43,301.43,[10]
21,175.31,275.22,[226]
22,195.83,215.05,[195]
23,225.37,205.44,[384]
24,275.93,205.8,"[301, 113, 250]"
25,295.2,195.19,[255]
26,270.81,171.175,[288]
27,305.24,135.16,"[304, 4]"
28,344.53,142.925,[401]
29,355.34,145.69,[98]
30,385.69,125.84,[336]
31,400.84,111.74000000000001,[212]
32,415.35,95.3,[358]
33,415.92,65.36,"[299, 284, 345]"
34,425.08,35.07,"[274, 31]"
35,481.95500000000004,52.095,[326]
36,505.31,75.85,"[356, 111]"
37,495.9,85.84,"[177, 343]"
38,504.01,104.75,[181]
39,525.75,135.66,[317]
40,541.02,121.525,[268]
41,544.94,78.875,[313]
42,535.63,45.91,"[252, 380]"
43,605.38,85.94,[307]
44,645.43,65.67,[159]
45,655.33,35.4,"[312, 160, 354]"
46,705.93,35.28,[116]
47,755.88,65.31,"[408, 135, 162]"
48,807.0,35.91,[371]
49,807.0,25.55,[217]
50,778.68,135.26999999999998,[99]
51,778.68,138.65,[99]
52,745.77,175.53,"[37, 132]"
53,688.9,181.38,[333]
54,650.65,199.23,"[65, 205, 170]"
55,634.655,170.96,[33]
56,615.57,185.72,[76]
57,605.86,195.82,"[357, 374]"
58,575.495,192.845,[158]
59,612.825,159.51,[143]
60,652.485,126.00999999999999,[290]
61,653.1949999999999,234.53500000000003,[302]
62,655.5,265.08000000000004,"[229, 191]"
63,625.16,285.28,[187]
64,646.02,325.7,[323]
65,646.02,329.06,[323]
66,615.83,355.49,[200]
67,625.6,388.59,[134]
68,629.07,388.59,[134]
69,705.86,395.43,[127]
70,713.2149999999999,406.095,[35]
71,735.23,435.41,[83]
72,735.23,441.63,[83]
73,735.2,495.68,"[234, 136]"
74,696.39,508.23,"[240, 124]"
75,694.25,538.67,[155]
76,730.845,550.71,[142]
77,755.61,585.05,[327]
78,763.15,585.05,[327]
79,807.0,595.4,"[204, 87]"
80,807.0,545.48,"[348, 237]"
81,785.78,495.36,"[128, 171]"
82,804.185,444.805,[50]
83,807.0,445.35,[398]
84,755.34,375.71,[346]
85,731.9449999999999,351.95,[14]
86,764.995,323.61,[220]
87,788.39,347.77,[378]
88,807.0,345.18,[79]
89,807.0,272.32,[232]
90,801.9449999999999,271.3,[97]
91,806.36,258.07,[276]
92,807.0,255.34,[41]
93,755.23,245.44,"[90, 164]"
94,735.11,305.62,[144]
95,555.72,255.39,"[91, 106]"
96,515.4200000000001,255.88,"[146, 328]"
97,475.94,265.91999999999996,[7]
98,465.44,285.84,"[273, 388, 125]"
99,455.26,315.2,"[300, 377]"
100,451.815,346.895,[347]
101,455.73,385.8,[101]
102,445.86,425.26,[189]
103,465.43,485.45,[188]
104,502.05,540.9100000000001,[53]
105,505.54,555.68,"[230, 55]"
106,535.6700000000001,515.3299999999999,"[325, 32]"
107,584.81,496.495,[172]
108,595.25,517.88,[54]
109,596.73,517.88,[54]
110,592.6,520.38,"[8, 221, 57, 324]"
111,609.05,521.05,"[40, 353, 49]"
112,650.24,492.33,"[409, 381, 120, 258]"
113,653.935,551.53,[138]
114,676.7,574.9,[275]
115,712.105,592.56,[56]
116,705.05,635.29,[297]
117,715.4,685.19,[85]
118,765.35,695.88,[43]
119,805.07,684.16,[175]
120,805.07,675.25,[175]
121,785.86,775.14,"[359, 267]"
122,785.51,785.66,"[20, 375]"
123,761.9100000000001,802.01,[289]
124,765.48,815.38,"[182, 174]"
125,765.17,825.1,[332]
126,775.33,815.11,[176]
127,735.91,825.36,[319]
128,735.77,855.51,"[13, 410]"
129,705.21,915.86,"[261, 315, 310]"
130,694.32,938.28,[340]
131,669.735,914.105,[393]
132,656.08,905.15,"[63, 183]"
133,625.28,925.5,"[335, 211]"
134,605.35,943.0,[16]
135,565.19,943.0,[78]
136,535.4100000000001,905.72,[70]
137,555.51,865.57,"[403, 349]"
138,605.51,875.81,[361]
139,625.47,845.13,"[385, 243]"
140,635.24,835.07,[392]
141,665.15,835.49,"[196, 259, 256, 51]"
142,615.33,795.34,[5]
143,575.68,795.86,"[161, 342, 29]"
144,555.15,745.55,[239]
145,536.27,722.895,[306]
146,525.87,715.25,"[12, 72]"
147,495.59,725.41,[192]
148,445.78,715.22,"[42, 295]"
149,435.38,735.76,"[364, 298]"
150,445.22,795.46,[68]
151,475.54,785.87,[26]
152,461.78499999999997,830.95,[95]
153,485.78,855.29,[141]
154,475.95,875.62,"[253, 411]"
155,515.73,815.24,[130]
156,572.6949999999999,707.04,[25]
157,605.25,715.51,[244]
158,655.79,685.38,[218]
159,641.225,661.22,[235]
160,607.92,628.49,[28]
161,605.47,628.49,[28]
162,605.47,625.64,[28]
163,607.92,625.64,[28]
164,615.75,575.94,[210]
165,595.36,465.2,"[370, 246]"
166,545.82,435.84,[59]
167,545.83,425.8,"[179, 213]"
168,525.94,445.91,[311]
169,535.06,345.7,"[303, 287, 394]"
170,405.17,305.27,"[228, 376]"
171,355.37,265.15999999999997,"[151, 202]"
172,285.65,305.13,[74]
173,255.66,325.71,[45]
174,265.28,265.27,[322]
175,345.52,355.16,[47]
176,352.855,391.03,[23]
177,345.39,405.3,"[321, 397, 296, 339]"
178,285.55,385.54,[238]
179,275.16999999999996,405.67,[402]
180,325.46,505.06,"[247, 89, 18, 114]"
181,305.06,545.59,"[107, 352, 137]"
182,283.445,594.9100000000001,[208]
183,305.24,615.95,[117]
184,275.88,625.45,"[123, 92, 69]"
185,262.43,641.06,[60]
186,285.87,665.3,"[286, 30]"
187,311.015,671.7,[149]
188,335.6,695.93,[341]
189,352.305,682.62,[305]
190,335.18,735.74,"[265, 350]"
191,322.065,731.265,[133]
192,265.14,705.19,[405]
193,265.5,685.85,[66]
194,220.83,740.875,[167]
195,235.87,765.49,[407]
196,245.58,765.37,"[383, 61]"
197,235.16,795.56,[94]
198,185.91,805.88,[184]
199,156.21,813.47,[355]
200,163.185,782.495,[366]
201,185.44,745.28,[395]
202,115.41,735.75,"[119, 145, 9, 58]"
203,115.73,785.38,"[251, 279]"
204,121.735,801.915,[414]
205,65.32,805.54,[245]
206,40.58,781.0550000000001,[153]
