,tl_x,tl_y,br_x,br_y,type,side,step,time
0,827.00,956.00,832.00,961.00,2,0,0,0.25
1,111.15,263.23,120.09,274.62,1,0,1,1.018
2,731.86,519.42,737.15,523.66,1,0,0,0.224
3,271.99,354.70,284.50,358.27,1,0,0,0.447
4,310.23,120.15,310.83,121.22,0,0,0,0.01
5,590.33,770.34,590.83,771.32,0,0,0,0.008
6,70.70,660.57,83.74,665.88,0,0,0,0.708
7,450.94,240.92,451.94,246.86,0,0,0,0.077
8,567.60,495.38,572.83,496.73,0,0,0,0.075
9,100.73,730.57,107.28,735.31,0,0,0,0.325
10,170.79,300.61,174.07,302.25,0,1,1,0.059
11,80.70,910.39,84.51,923.30,0,1,0,0.531
12,500.87,690.25,507.42,698.18,0,0,0,0.543
13,710.77,830.51,714.02,834.92,0,0,0,0.157
14,730.34,350.71,733.55,353.19,0,1,1,0.087
15,300.51,50.38,302.14,53.62,0,0,0,0.063
16,580.35,920.09,586.06,925.09,0,0,0,0.3
17,52.87,923.72,54.37,924.51,0,0,0,0.014
18,310.70,520.63,311.95,522.53,0,0,0,0.029
19,86.11,922.28,88.59,925.49,0,1,0,0.089
20,760.51,760.66,765.57,766.27,0,0,0,0.301
21,490.78,180.86,530.78,221.07,0,0,0,16.205
22,414.77,958.09,419.35,965.80,0,0,0,0.376
23,350.60,390.51,355.11,391.55,0,1,0,0.05
24,40.88,190.74,42.57,193.93,0,0,1,0.063
25,570.10,700.63,575.29,713.45,0,1,0,0.704
26,450.54,760.87,462.34,763.41,0,0,0,0.307
27,480.29,630.28,483.55,631.94,0,0,0,0.059
28,580.47,600.64,632.92,653.49,0,0,0,27.878
29,590.44,800.09,596.88,808.07,0,0,0,0.538
30,290.39,670.94,291.21,672.63,0,1,0,0.019
31,410.91,10.75,418.96,17.35,0,0,0,0.551
32,555.14,529.87,556.20,530.44,0,0,0,0.008
33,633.44,169.40,635.87,172.52,0,1,1,0.085
34,10.64,450.25,38.96,503.36,0,0,0,15.2
35,710.37,400.27,716.06,411.92,0,1,1,0.698
36,140.57,950.90,142.22,954.00,0,1,0,0.06
37,720.77,150.53,726.59,160.70,0,0,1,0.622
38,50.71,260.58,58.19,262.39,0,0,1,0.141
39,400.51,550.74,408.49,557.20,0,0,0,0.535
40,614.31,497.12,619.95,502.10,0,0,0,0.296
41,810.59,230.34,812.18,233.60,0,0,1,0.062
42,420.78,690.22,425.72,695.97,0,0,0,0.301
43,740.35,670.88,741.53,676.20,0,0,0,0.079
44,560.40,670.53,565.31,676.22,0,0,0,0.296
45,230.66,300.71,235.21,303.92,0,0,0,0.156
46,370.59,450.54,371.48,452.12,0,0,0,0.019
47,320.52,330.16,323.08,333.27,0,0,0,0.089
48,100.05,850.80,100.80,852.30,0,0,0,0.016
