,tl_x,tl_y,br_x,br_y,type,time
0,127.04,6.00,132.04,11.00,1,0.25
1,90.33,90.25,92.90,103.66,0,0.345
2,80.14,35.74,92.67,36.82,0,0.135
3,85.38,62.75,97.05,64.98,0,0.26
4,48.07,39.33,53.62,52.29,0,0.719
5,62.61,35.79,66.09,44.16,0,0.291
6,123.04,47.26,128.03,49.80,0,0.127
7,123.04,56.79,125.16,69.26,0,0.264
8,110.17,120.58,117.39,133.38,0,0.924
9,106.88,55.83,108.13,68.55,0,0.159
10,111.65,52.81,117.34,55.47,0,0.151
11,43.93,132.01,45.39,137.58,0,0.081
12,123.04,100.74,124.33,102.27,0,0.02
13,40.60,140.74,43.51,141.77,0,0.03
14,35.49,100.00,40.17,104.37,0,0.205
15,38.74,123.09,39.81,131.62,0,0.091
16,118.50,118.31,125.05,132.76,0,0.946
17,40.68,100.37,42.40,103.10,0,0.047
18,70.49,10.12,80.80,12.95,0,0.292
19,123.04,27.66,129.41,29.36,0,0.108
20,103.36,138.25,105.36,140.96,0,0.054
21,63.97,94.86,78.27,104.67,0,1.403
22,123.04,37.77,132.80,45.99,0,0.802
23,69.63,0.00,74.63,5.58,0,0.279
24,107.07,23.34,114.75,31.23,0,0.606
25,123.04,6.59,124.11,11.70,0,0.055
26,36.30,126.15,37.37,129.57,0,0.037
27,90.69,29.11,96.85,32.40,0,0.203
28,117.78,40.95,119.03,41.98,0,0.013
29,113.24,0.00,115.67,1.85,0,0.045
30,50.57,139.00,51.61,140.55,0,0.016
31,78.47,16.60,79.49,17.60,0,0.01
32,24.21,87.04,30.38,88.57,0,0.094
33,109.17,34.36,110.25,44.35,0,0.108
34,27.03,31.03,36.07,32.07,0,0.094
35,42.69,139.00,43.83,140.21,0,0.014
36,59.94,32.02,60.95,45.96,0,0.141
37,100.67,40.67,103.47,41.69,0,0.029
38,20.92,120.60,21.92,124.37,0,0.038
39,16.65,123.08,18.39,124.08,0,0.017
40,40.02,1.15,45.94,15.52,0,0.851
41,26.49,139.00,28.27,140.33,0,0.024
42,100.19,10.40,109.77,16.42,0,0.577
43,100.88,60.62,101.94,61.70,0,0.011
44,94.86,92.51,96.25,107.28,0,0.205
45,123.04,94.43,129.52,96.56,0,0.138
46,89.25,46.44,92.26,49.27,0,0.085
47,69.86,30.50,72.60,45.10,0,0.4
48,62.03,50.61,65.47,62.29,0,0.402
49,14.06,104.94,19.65,107.53,0,0.145
50,105.15,32.74,106.19,35.10,0,0.025
51,25.06,101.65,26.47,112.80,0,0.157
52,123.04,83.96,126.94,93.49,0,0.372
53,60.14,10.40,65.14,12.25,0,0.092
54,81.74,0.08,82.74,9.09,0,0.09
55,120.28,50.63,123.88,55.06,0,0.159
56,36.38,116.98,42.40,122.15,0,0.311
57,39.60,139.00,40.96,140.60,0,0.022
58,120.87,70.42,129.54,73.99,0,0.31
59,34.79,65.59,41.54,73.99,0,0.567
60,15.18,124.40,17.54,128.75,0,0.103
61,108.00,94.51,122.87,95.72,0,0.18
62,123.04,12.26,126.59,20.64,0,0.297
63,54.16,120.33,61.45,122.36,0,0.148
64,0.15,130.40,2.45,132.44,0,0.047
65,29.25,109.19,30.53,118.99,0,0.125
66,0.00,98.47,2.11,100.57,0,0.044
67,109.44,57.27,110.44,63.76,0,0.065
68,27.01,124.35,29.68,125.99,0,0.044
69,80.25,40.61,84.39,48.79,0,0.339
70,108.78,56.10,109.97,57.23,0,0.013
71,89.58,57.04,100.97,58.78,0,0.198
72,112.06,79.80,115.05,83.33,0,0.106
73,123.04,114.34,135.46,118.18,0,0.477
74,65.75,15.58,67.02,27.52,0,0.152
75,105.57,69.56,117.28,76.31,0,0.79
76,69.84,139.00,70.94,146.44,0,0.082
77,76.25,37.79,79.90,44.74,0,0.254
78,80.46,23.27,81.85,24.39,0,0.016
79,91.77,0.00,95.63,2.98,0,0.115
80,41.22,16.90,42.22,30.23,0,0.133
81,84.71,42.68,86.18,45.96,0,0.048
82,72.26,64.85,82.22,67.35,0,0.249
83,26.58,102.23,28.47,107.27,0,0.095
84,40.82,80.66,42.13,81.74,0,0.014
85,50.59,15.39,53.87,30.25,0,0.487
86,66.67,36.98,69.50,38.12,0,0.032
87,90.61,80.28,92.73,82.38,0,0.045
88,32.46,20.36,39.67,21.48,0,0.081
89,45.85,123.61,48.22,130.18,0,0.156
90,16.39,131.49,20.80,144.06,0,0.554
91,120.82,20.87,127.65,23.60,0,0.186
92,68.50,19.78,71.21,23.86,0,0.111
93,38.80,53.21,47.53,56.44,0,0.282
94,113.98,59.80,116.67,68.34,0,0.23
95,123.04,0.00,136.46,1.06,0,0.142
96,56.48,22.22,57.48,29.39,0,0.072
97,4.47,128.43,9.70,134.25,0,0.304
98,89.02,68.91,90.24,72.73,0,0.047
99,34.62,87.04,36.74,88.04,0,0.021
100,86.69,25.22,87.86,35.19,0,0.117
101,20.46,30.28,24.23,39.07,0,0.331
102,95.25,78.39,99.81,79.87,0,0.067
103,29.48,69.26,30.99,75.61,0,0.096
104,31.41,105.53,34.55,107.52,0,0.062
105,70.85,60.18,72.95,63.76,0,0.075
106,100.75,21.30,104.22,30.88,0,0.332
107,68.41,15.74,72.05,18.64,0,0.106
108,76.32,105.33,77.49,108.88,0,0.042
109,77.49,107.14,81.89,108.62,0,0.065
110,19.01,117.00,20.16,122.14,0,0.059
